"vaccine_rollout_phase","province","district","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","north west","Dr K Kaunda DM","Public Health","Male","10269","3320","13589"
"National","north west","Ngaka Modiri Molema DM","Private Health","Female","905","374","1279"
"National","north west","Ngaka Modiri Molema DM","Private Health","Male","810","362","1172"
"National","north west","Ngaka Modiri Molema DM","Public Health","Female","20471","7124","27595"
"National","north west","Ngaka Modiri Molema DM","Public Health","Male","17020","5116","22136"
"National","north west","Ruth Segomotsi Mompati DM","Private Health","Female","242","130","372"
"National","north west","Ruth Segomotsi Mompati DM","Private Health","Male","330","117","447"
"National","north west","Ruth Segomotsi Mompati DM","Public Health","Female","13176","3776","16952"
"National","north west","Ruth Segomotsi Mompati DM","Public Health","Male","11636","3005","14641"
"National","western cape","Cape Town MM","Private Health","Female","16727","9244","25971"
"National","western cape","Cape Town MM","Private Health","Male","15189","8055","23244"
"National","western cape","Cape Town MM","Public Health","Female","29496","10613","40109"
"National","western cape","Cape Town MM","Public Health","Male","24911","9110","34021"
"National","western cape","Cape Winelands DM","Private Health","Female","2904","1566","4470"
"National","western cape","Cape Winelands DM","Private Health","Male","2616","1364","3980"
"National","western cape","Cape Winelands DM","Public Health","Female","6436","2555","8991"
"National","western cape","Cape Winelands DM","Public Health","Male","5571","2047","7618"
"National","western cape","Central Karoo DM","Private Health","Female","71","42","113"
"National","western cape","Central Karoo DM","Private Health","Male","61","27","88"
"National","western cape","Central Karoo DM","Public Health","Female","743","341","1084"
"National","western cape","Central Karoo DM","Public Health","Male","567","252","819"
"National","western cape","Garden Route DM","Private Health","Female","1113","617","1730"
"National","western cape","Garden Route DM","Private Health","Male","1007","517","1524"
"National","western cape","Garden Route DM","Public Health","Female","5183","1951","7134"
"National","western cape","Garden Route DM","Public Health","Male","4328","1453","5781"
"National","western cape","Overberg DM","Private Health","Female","543","284","827"
"National","western cape","Overberg DM","Private Health","Male","482","224","706"
"National","western cape","Overberg DM","Public Health","Female","2477","722","3199"
"National","western cape","Overberg DM","Public Health","Male","1900","552","2452"
"National","western cape","West Coast DM","Private Health","Female","854","443","1297"
"National","western cape","West Coast DM","Private Health","Male","826","390","1216"
"National","western cape","West Coast DM","Public Health","Female","3327","1447","4774"
"National","western cape","West Coast DM","Public Health","Male","2821","1046","3867"
