"vaccine_rollout_phase","province","district","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","northern cape","Namakwa DM","Public Health","Male","1226","432","1658"
"National","northern cape","Pixley ka Seme DM","Public Health","Female","3604","1595","5199"
"National","northern cape","Pixley ka Seme DM","Public Health","Male","2752","1143","3895"
"National","northern cape","ZF Mgcawu DM","Private Health","Female","316","110","426"
"National","northern cape","ZF Mgcawu DM","Private Health","Male","264","76","340"
"National","northern cape","ZF Mgcawu DM","Public Health","Female","3642","1523","5165"
"National","northern cape","ZF Mgcawu DM","Public Health","Male","2881","1070","3951"
"National","north west","Bojanala Platinum DM","Private Health","Female","2440","1170","3610"
"National","north west","Bojanala Platinum DM","Private Health","Male","2219","966","3185"
"National","north west","Bojanala Platinum DM","Public Health","Female","29872","12296","42168"
"National","north west","Bojanala Platinum DM","Public Health","Male","24569","8956","33525"
"National","north west","Dr K Kaunda DM","Private Health","Female","1350","659","2009"
"National","north west","Dr K Kaunda DM","Private Health","Male","1147","533","1680"
"National","north west","Dr K Kaunda DM","Public Health","Female","12619","4432","17051"
"National","north west","Dr K Kaunda DM","Public Health","Male","10283","3324","13607"
"National","north west","Ngaka Modiri Molema DM","Private Health","Female","907","375","1282"
"National","north west","Ngaka Modiri Molema DM","Private Health","Male","810","362","1172"
"National","north west","Ngaka Modiri Molema DM","Public Health","Female","20493","7129","27622"
"National","north west","Ngaka Modiri Molema DM","Public Health","Male","17022","5120","22142"
"National","north west","Ruth Segomotsi Mompati DM","Private Health","Female","242","131","373"
"National","north west","Ruth Segomotsi Mompati DM","Private Health","Male","330","117","447"
"National","north west","Ruth Segomotsi Mompati DM","Public Health","Female","13194","3781","16975"
"National","north west","Ruth Segomotsi Mompati DM","Public Health","Male","11663","3008","14671"
"National","western cape","Cape Town MM","Private Health","Female","16772","9266","26038"
"National","western cape","Cape Town MM","Private Health","Male","15227","8071","23298"
"National","western cape","Cape Town MM","Public Health","Female","29573","10621","40194"
"National","western cape","Cape Town MM","Public Health","Male","24960","9109","34069"
"National","western cape","Cape Winelands DM","Private Health","Female","2916","1573","4489"
"National","western cape","Cape Winelands DM","Private Health","Male","2622","1369","3991"
"National","western cape","Cape Winelands DM","Public Health","Female","6378","2466","8844"
"National","western cape","Cape Winelands DM","Public Health","Male","5482","1983","7465"
"National","western cape","Central Karoo DM","Private Health","Female","71","42","113"
"National","western cape","Central Karoo DM","Private Health","Male","61","27","88"
"National","western cape","Central Karoo DM","Public Health","Female","743","341","1084"
"National","western cape","Central Karoo DM","Public Health","Male","568","253","821"
"National","western cape","Garden Route DM","Private Health","Female","1117","621","1738"
"National","western cape","Garden Route DM","Private Health","Male","1010","521","1531"
"National","western cape","Garden Route DM","Public Health","Female","5188","1944","7132"
"National","western cape","Garden Route DM","Public Health","Male","4341","1455","5796"
"National","western cape","Overberg DM","Private Health","Female","545","285","830"
"National","western cape","Overberg DM","Private Health","Male","484","224","708"
"National","western cape","Overberg DM","Public Health","Female","2481","718","3199"
"National","western cape","Overberg DM","Public Health","Male","1906","551","2457"
"National","western cape","West Coast DM","Private Health","Female","857","444","1301"
"National","western cape","West Coast DM","Private Health","Male","833","394","1227"
"National","western cape","West Coast DM","Public Health","Female","3323","1447","4770"
"National","western cape","West Coast DM","Public Health","Male","2813","1046","3859"
