"vaccine_manufacturer","province","district","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","limpopo","Vhembe DM","Adults","245128"
"Janssen Vaccines & Prevention B.V","limpopo","Waterberg DM","Adults","136866"
"Janssen Vaccines & Prevention B.V","mpumalanga","Ehlanzeni DM","Adults","416883"
"Janssen Vaccines & Prevention B.V","mpumalanga","G Sibande DM","Adults","189597"
"Janssen Vaccines & Prevention B.V","mpumalanga","Nkangala DM","Adults","232678"
"Janssen Vaccines & Prevention B.V","northern cape","Frances Baard DM","Adults","71978"
"Janssen Vaccines & Prevention B.V","northern cape","J T Gaetsewe DM","Adults","41872"
"Janssen Vaccines & Prevention B.V","northern cape","Namakwa DM","Adults","16381"
"Janssen Vaccines & Prevention B.V","northern cape","Pixley ka Seme DM","Adults","28276"
"Janssen Vaccines & Prevention B.V","northern cape","ZF Mgcawu DM","Adults","59495"
"Janssen Vaccines & Prevention B.V","north west","Bojanala Platinum DM","Adults","297319"
"Janssen Vaccines & Prevention B.V","north west","Dr K Kaunda DM","Adults","109457"
"Janssen Vaccines & Prevention B.V","north west","Ngaka Modiri Molema DM","Adults","201247"
"Janssen Vaccines & Prevention B.V","north west","Ruth Segomotsi Mompati DM","Adults","110590"
"Janssen Vaccines & Prevention B.V","western cape","Cape Town MM","Adults","434925"
"Janssen Vaccines & Prevention B.V","western cape","Cape Winelands DM","Adults","121700"
"Janssen Vaccines & Prevention B.V","western cape","Central Karoo DM","Adults","6838"
"Janssen Vaccines & Prevention B.V","western cape","Garden Route DM","Adults","78205"
"Janssen Vaccines & Prevention B.V","western cape","Overberg DM","Adults","47546"
"Janssen Vaccines & Prevention B.V","western cape","West Coast DM","Adults","68720"
"Pfizer","eastern cape","Amathole DM","12-17 Years","9927"
"Pfizer","eastern cape","Amathole DM","Adults","148883"
"Pfizer","eastern cape","A Nzo DM","12-17 Years","29636"
"Pfizer","eastern cape","A Nzo DM","Adults","104238"
"Pfizer","eastern cape","Buffalo City MM","12-17 Years","18206"
"Pfizer","eastern cape","Buffalo City MM","Adults","213975"
"Pfizer","eastern cape","C Hani DM","12-17 Years","6428"
"Pfizer","eastern cape","C Hani DM","Adults","119017"
"Pfizer","eastern cape","Joe Gqabi DM","12-17 Years","5489"
"Pfizer","eastern cape","Joe Gqabi DM","Adults","56056"
"Pfizer","eastern cape","N Mandela Bay MM","12-17 Years","14821"
"Pfizer","eastern cape","N Mandela Bay MM","Adults","276374"
"Pfizer","eastern cape","O Tambo DM","12-17 Years","29915"
"Pfizer","eastern cape","O Tambo DM","Adults","137210"
"Pfizer","eastern cape","Sarah Baartman DM","12-17 Years","11288"
"Pfizer","eastern cape","Sarah Baartman DM","Adults","93796"
"Pfizer","free state","Fezile Dabi DM","12-17 Years","9285"
"Pfizer","free state","Fezile Dabi DM","Adults","94005"
"Pfizer","free state","Lejweleputswa DM","12-17 Years","11557"
"Pfizer","free state","Lejweleputswa DM","Adults","154258"
"Pfizer","free state","Mangaung MM","12-17 Years","28450"
"Pfizer","free state","Mangaung MM","Adults","201951"
"Pfizer","free state","T Mofutsanyana DM","12-17 Years","29114"
"Pfizer","free state","T Mofutsanyana DM","Adults","138070"
"Pfizer","free state","Xhariep DM","12-17 Years","2010"
"Pfizer","free state","Xhariep DM","Adults","14297"
"Pfizer","gauteng","Ekurhuleni MM","12-17 Years","38575"
"Pfizer","gauteng","Ekurhuleni MM","Adults","808698"
"Pfizer","gauteng","Johannesburg MM","12-17 Years","55426"
"Pfizer","gauteng","Johannesburg MM","Adults","1494703"
"Pfizer","gauteng","Sedibeng DM","12-17 Years","12097"
"Pfizer","gauteng","Sedibeng DM","Adults","155338"
"Pfizer","gauteng","Tshwane MM","12-17 Years","44278"
"Pfizer","gauteng","Tshwane MM","Adults","731934"
"Pfizer","gauteng","West Rand DM","12-17 Years","18106"
"Pfizer","gauteng","West Rand DM","Adults","235105"
"Pfizer","kwazulu-natal","Amajuba DM","12-17 Years","4687"
"Pfizer","kwazulu-natal","Amajuba DM","Adults","50111"
"Pfizer","kwazulu-natal","eThekwini MM","12-17 Years","22969"
"Pfizer","kwazulu-natal","eThekwini MM","Adults","771149"
"Pfizer","kwazulu-natal","Harry Gwala DM","12-17 Years","13657"
"Pfizer","kwazulu-natal","Harry Gwala DM","Adults","68399"
"Pfizer","kwazulu-natal","iLembe DM","12-17 Years","6935"
"Pfizer","kwazulu-natal","iLembe DM","Adults","99009"
"Pfizer","kwazulu-natal","King Cetshwayo DM","12-17 Years","8326"
"Pfizer","kwazulu-natal","King Cetshwayo DM","Adults","92855"
"Pfizer","kwazulu-natal","Ugu DM","12-17 Years","8889"
"Pfizer","kwazulu-natal","Ugu DM","Adults","134865"
"Pfizer","kwazulu-natal","uMgungundlovu DM","12-17 Years","9607"
"Pfizer","kwazulu-natal","uMgungundlovu DM","Adults","213992"
"Pfizer","kwazulu-natal","Umkhanyakude DM","12-17 Years","15731"
"Pfizer","kwazulu-natal","Umkhanyakude DM","Adults","59224"
"Pfizer","kwazulu-natal","Umzinyathi DM","12-17 Years","9776"
"Pfizer","kwazulu-natal","Umzinyathi DM","Adults","42867"
"Pfizer","kwazulu-natal","Uthukela DM","12-17 Years","11071"
"Pfizer","kwazulu-natal","Uthukela DM","Adults","57827"
"Pfizer","kwazulu-natal","Zululand DM","12-17 Years","20929"
"Pfizer","kwazulu-natal","Zululand DM","Adults","84642"
"Pfizer","limpopo","Capricorn DM","12-17 Years","27237"
"Pfizer","limpopo","Capricorn DM","Adults","194352"
"Pfizer","limpopo","Mopani DM","12-17 Years","22520"
"Pfizer","limpopo","Mopani DM","Adults","177027"
"Pfizer","limpopo","Sekhukhune DM","12-17 Years","18469"
"Pfizer","limpopo","Sekhukhune DM","Adults","143880"
"Pfizer","limpopo","Vhembe DM","12-17 Years","21521"
"Pfizer","limpopo","Vhembe DM","Adults","204694"
"Pfizer","limpopo","Waterberg DM","12-17 Years","12202"
"Pfizer","limpopo","Waterberg DM","Adults","171245"
"Pfizer","mpumalanga","Ehlanzeni DM","12-17 Years","33029"
"Pfizer","mpumalanga","Ehlanzeni DM","Adults","202244"
"Pfizer","mpumalanga","G Sibande DM","12-17 Years","10546"
"Pfizer","mpumalanga","G Sibande DM","Adults","138339"
"Pfizer","mpumalanga","Nkangala DM","12-17 Years","12156"
"Pfizer","mpumalanga","Nkangala DM","Adults","142345"
"Pfizer","northern cape","Frances Baard DM","12-17 Years","6541"
"Pfizer","northern cape","Frances Baard DM","Adults","69815"
"Pfizer","northern cape","J T Gaetsewe DM","12-17 Years","2387"
"Pfizer","northern cape","J T Gaetsewe DM","Adults","35739"
"Pfizer","northern cape","Namakwa DM","12-17 Years","1172"
"Pfizer","northern cape","Namakwa DM","Adults","26250"
"Pfizer","northern cape","Pixley ka Seme DM","12-17 Years","2737"
"Pfizer","northern cape","Pixley ka Seme DM","Adults","26113"
"Pfizer","northern cape","ZF Mgcawu DM","12-17 Years","2802"
"Pfizer","northern cape","ZF Mgcawu DM","Adults","38452"
"Pfizer","north west","Bojanala Platinum DM","12-17 Years","23410"
"Pfizer","north west","Bojanala Platinum DM","Adults","276183"
"Pfizer","north west","Dr K Kaunda DM","12-17 Years","8937"
"Pfizer","north west","Dr K Kaunda DM","Adults","138306"
"Pfizer","north west","Ngaka Modiri Molema DM","12-17 Years","12980"
"Pfizer","north west","Ngaka Modiri Molema DM","Adults","95946"
"Pfizer","north west","Ruth Segomotsi Mompati DM","12-17 Years","7032"
"Pfizer","north west","Ruth Segomotsi Mompati DM","Adults","35262"
"Pfizer","western cape","Cape Town MM","12-17 Years","37053"
"Pfizer","western cape","Cape Town MM","Adults","1308047"
"Pfizer","western cape","Cape Winelands DM","12-17 Years","7537"
"Pfizer","western cape","Cape Winelands DM","Adults","235549"
"Pfizer","western cape","Central Karoo DM","12-17 Years","663"
"Pfizer","western cape","Central Karoo DM","Adults","14504"
"Pfizer","western cape","Garden Route DM","12-17 Years","4543"
"Pfizer","western cape","Garden Route DM","Adults","148763"
"Pfizer","western cape","Overberg DM","12-17 Years","1785"
"Pfizer","western cape","Overberg DM","Adults","79833"
"Pfizer","western cape","West Coast DM","12-17 Years","3328"
"Pfizer","western cape","West Coast DM","Adults","90236"
