"vaccine_rollout_phase","province","district","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","kwazulu-natal","Ugu DM","Public Health","Male","7874","2742","10616"
"National","kwazulu-natal","uMgungundlovu DM","Private Health","Female","1569","814","2383"
"National","kwazulu-natal","uMgungundlovu DM","Private Health","Male","1451","736","2187"
"National","kwazulu-natal","uMgungundlovu DM","Public Health","Female","12403","4958","17361"
"National","kwazulu-natal","uMgungundlovu DM","Public Health","Male","8693","3084","11777"
"National","kwazulu-natal","Umkhanyakude DM","Private Health","Female","21","5","26"
"National","kwazulu-natal","Umkhanyakude DM","Private Health","Male","23","6","29"
"National","kwazulu-natal","Umkhanyakude DM","Public Health","Female","20109","10198","30307"
"National","kwazulu-natal","Umkhanyakude DM","Public Health","Male","12750","5373","18123"
"National","kwazulu-natal","Umzinyathi DM","Private Health","Female","56","18","74"
"National","kwazulu-natal","Umzinyathi DM","Private Health","Male","31","13","44"
"National","kwazulu-natal","Umzinyathi DM","Public Health","Female","14585","6260","20845"
"National","kwazulu-natal","Umzinyathi DM","Public Health","Male","9014","3419","12433"
"National","kwazulu-natal","Uthukela DM","Private Health","Female","273","117","390"
"National","kwazulu-natal","Uthukela DM","Private Health","Male","180","74","254"
"National","kwazulu-natal","Uthukela DM","Public Health","Female","14924","6746","21670"
"National","kwazulu-natal","Uthukela DM","Public Health","Male","10127","3978","14105"
"National","kwazulu-natal","Zululand DM","Private Health","Female","57","7","64"
"National","kwazulu-natal","Zululand DM","Private Health","Male","45","4","49"
"National","kwazulu-natal","Zululand DM","Public Health","Female","23652","12616","36268"
"National","kwazulu-natal","Zululand DM","Public Health","Male","17045","8026","25071"
"National","limpopo","Capricorn DM","Private Health","Female","2526","1355","3881"
"National","limpopo","Capricorn DM","Private Health","Male","2066","1016","3082"
"National","limpopo","Capricorn DM","Public Health","Female","34878","14263","49141"
"National","limpopo","Capricorn DM","Public Health","Male","29940","10841","40781"
"National","limpopo","Mopani DM","Private Health","Female","940","469","1409"
"National","limpopo","Mopani DM","Private Health","Male","831","397","1228"
"National","limpopo","Mopani DM","Public Health","Female","36120","12573","48693"
"National","limpopo","Mopani DM","Public Health","Male","29739","9070","38809"
"National","limpopo","Sekhukhune DM","Private Health","Female","895","471","1366"
"National","limpopo","Sekhukhune DM","Private Health","Male","890","373","1263"
"National","limpopo","Sekhukhune DM","Public Health","Female","25315","9531","34846"
"National","limpopo","Sekhukhune DM","Public Health","Male","24803","8054","32857"
"National","limpopo","Vhembe DM","Private Health","Female","5730","2446","8176"
"National","limpopo","Vhembe DM","Private Health","Male","3961","1436","5397"
"National","limpopo","Vhembe DM","Public Health","Female","32042","10177","42219"
"National","limpopo","Vhembe DM","Public Health","Male","26641","7263","33904"
"National","limpopo","Waterberg DM","Private Health","Female","1214","496","1710"
"National","limpopo","Waterberg DM","Private Health","Male","1106","433","1539"
"National","limpopo","Waterberg DM","Public Health","Female","16434","6484","22918"
"National","limpopo","Waterberg DM","Public Health","Male","13704","4755","18459"
"National","mpumalanga","Ehlanzeni DM","Private Health","Female","1954","917","2871"
"National","mpumalanga","Ehlanzeni DM","Private Health","Male","1682","821","2503"
"National","mpumalanga","Ehlanzeni DM","Public Health","Female","45730","19166","64896"
"National","mpumalanga","Ehlanzeni DM","Public Health","Male","35041","12502","47543"
"National","mpumalanga","G Sibande DM","Private Health","Female","678","259","937"
"National","mpumalanga","G Sibande DM","Private Health","Male","586","245","831"
"National","mpumalanga","G Sibande DM","Public Health","Female","15193","5977","21170"
"National","mpumalanga","G Sibande DM","Public Health","Male","11712","4071","15783"
"National","mpumalanga","Nkangala DM","Private Health","Female","1028","432","1460"
"National","mpumalanga","Nkangala DM","Private Health","Male","992","393","1385"
"National","mpumalanga","Nkangala DM","Public Health","Female","15779","6093","21872"
"National","mpumalanga","Nkangala DM","Public Health","Male","16323","5060","21383"
"National","northern cape","Frances Baard DM","Private Health","Female","1200","607","1807"
"National","northern cape","Frances Baard DM","Private Health","Male","1153","502","1655"
"National","northern cape","Frances Baard DM","Public Health","Female","6338","3098","9436"
"National","northern cape","Frances Baard DM","Public Health","Male","5117","2305","7422"
"National","northern cape","J T Gaetsewe DM","Private Health","Female","310","192","502"
"National","northern cape","J T Gaetsewe DM","Private Health","Male","267","142","409"
"National","northern cape","J T Gaetsewe DM","Public Health","Female","3615","1327","4942"
"National","northern cape","J T Gaetsewe DM","Public Health","Male","2822","966","3788"
"National","northern cape","Namakwa DM","Private Health","Female","164","97","261"
"National","northern cape","Namakwa DM","Private Health","Male","150","70","220"
"National","northern cape","Namakwa DM","Public Health","Female","1519","558","2077"
"National","northern cape","Namakwa DM","Public Health","Male","1211","428","1639"
"National","northern cape","Pixley ka Seme DM","Public Health","Female","3545","1579","5124"
"National","northern cape","Pixley ka Seme DM","Public Health","Male","2722","1130","3852"
"National","northern cape","ZF Mgcawu DM","Private Health","Female","309","106","415"
"National","northern cape","ZF Mgcawu DM","Private Health","Male","257","73","330"
"National","northern cape","ZF Mgcawu DM","Public Health","Female","3692","1629","5321"
"National","northern cape","ZF Mgcawu DM","Public Health","Male","2908","1142","4050"
"National","north west","Bojanala Platinum DM","Private Health","Female","2391","1146","3537"
"National","north west","Bojanala Platinum DM","Private Health","Male","2167","944","3111"
"National","north west","Bojanala Platinum DM","Public Health","Female","29578","12400","41978"
"National","north west","Bojanala Platinum DM","Public Health","Male","24421","9108","33529"
"National","north west","Dr K Kaunda DM","Private Health","Female","1320","646","1966"
"National","north west","Dr K Kaunda DM","Private Health","Male","1125","521","1646"
"National","north west","Dr K Kaunda DM","Public Health","Female","12415","4363","16778"
"National","north west","Dr K Kaunda DM","Public Health","Male","10138","3284","13422"
"National","north west","Ngaka Modiri Molema DM","Private Health","Female","877","364","1241"
"National","north west","Ngaka Modiri Molema DM","Private Health","Male","801","359","1160"
"National","north west","Ngaka Modiri Molema DM","Public Health","Female","20223","7062","27285"
"National","north west","Ngaka Modiri Molema DM","Public Health","Male","16833","5081","21914"
"National","north west","Ruth Segomotsi Mompati DM","Private Health","Female","238","125","363"
"National","north west","Ruth Segomotsi Mompati DM","Private Health","Male","316","114","430"
"National","north west","Ruth Segomotsi Mompati DM","Public Health","Female","13007","3727","16734"
"National","north west","Ruth Segomotsi Mompati DM","Public Health","Male","11480","2979","14459"
"National","western cape","Cape Town MM","Private Health","Female","16402","9080","25482"
"National","western cape","Cape Town MM","Private Health","Male","14906","7922","22828"
"National","western cape","Cape Town MM","Public Health","Female","29021","10479","39500"
"National","western cape","Cape Town MM","Public Health","Male","24597","9010","33607"
"National","western cape","Cape Winelands DM","Private Health","Female","2838","1529","4367"
"National","western cape","Cape Winelands DM","Private Health","Male","2567","1343","3910"
"National","western cape","Cape Winelands DM","Public Health","Female","6355","2626","8981"
"National","western cape","Cape Winelands DM","Public Health","Male","5540","2118","7658"
"National","western cape","Central Karoo DM","Private Health","Female","71","42","113"
"National","western cape","Central Karoo DM","Private Health","Male","60","27","87"
"National","western cape","Central Karoo DM","Public Health","Female","728","331","1059"
"National","western cape","Central Karoo DM","Public Health","Male","566","255","821"
"National","western cape","Garden Route DM","Private Health","Female","1089","605","1694"
"National","western cape","Garden Route DM","Private Health","Male","983","506","1489"
"National","western cape","Garden Route DM","Public Health","Female","5114","1940","7054"
"National","western cape","Garden Route DM","Public Health","Male","4287","1452","5739"
"National","western cape","Overberg DM","Private Health","Female","535","283","818"
"National","western cape","Overberg DM","Private Health","Male","475","219","694"
"National","western cape","Overberg DM","Public Health","Female","2445","711","3156"
"National","western cape","Overberg DM","Public Health","Male","1866","552","2418"
"National","western cape","West Coast DM","Private Health","Female","840","439","1279"
"National","western cape","West Coast DM","Private Health","Male","805","382","1187"
"National","western cape","West Coast DM","Public Health","Female","3280","1451","4731"
"National","western cape","West Coast DM","Public Health","Male","2779","1050","3829"
