"province","health_sector","visit_date","total_number_vaccines_administered"
"kwazulu-natal","Public Health","2022/01/25 00:00:00","10215"
"north west","Private Health","2022/01/08 00:00:00","249"
"western cape","Private Health","2021/06/28 00:00:00","3103"
"north west","Private Health","2021/12/06 00:00:00","2235"
"northern cape","Public Health","2021/09/30 00:00:00","2132"
"northern cape","Public Health","2022/02/02 00:00:00","728"
"kwazulu-natal","Private Health","2022/01/23 00:00:00","435"
"free state","Private Health","2021/07/08 00:00:00","1200"
"eastern cape","Private Health","2021/10/12 00:00:00","3579"
"north west","Private Health","2022/03/14 00:00:00","1109"
"limpopo","Public Health","2021/03/26 00:00:00","563"
"mpumalanga","Public Health","2021/10/25 00:00:00","8972"
"kwazulu-natal","Private Health","2022/01/07 00:00:00","3976"
"mpumalanga","Public Health","2021/07/24 00:00:00","1087"
"north west","Private Health","2022/03/11 00:00:00","1382"
"gauteng","Private Health","2021/12/13 00:00:00","14281"
"gauteng","Public Health","2021/03/12 00:00:00","1149"
"north west","Public Health","2021/03/12 00:00:00","211"
"northern cape","Private Health","2021/12/16 00:00:00","65"
"north west","Private Health","2021/06/01 00:00:00","384"
"eastern cape","Public Health","2021/04/06 00:00:00","962"
"free state","Public Health","2022/03/07 00:00:00","6163"
"western cape","Public Health","2021/12/04 00:00:00","5386"
"western cape","Public Health","2022/01/25 00:00:00","7359"
"free state","Public Health","2021/10/01 00:00:00","9509"
"western cape","Private Health","2022/01/20 00:00:00","4742"
"kwazulu-natal","Public Health","2021/09/06 00:00:00","18888"
"kwazulu-natal","Private Health","2021/03/16 00:00:00","959"
"limpopo","Private Health","2021/07/27 00:00:00","3940"
"limpopo","Private Health","2021/12/07 00:00:00","2151"
"eastern cape","Public Health","2021/02/19 00:00:00","233"
"gauteng","Private Health","2021/12/05 00:00:00","1783"
"eastern cape","Public Health","2021/07/29 00:00:00","21964"
"eastern cape","Private Health","2021/12/16 00:00:00","263"
"western cape","Public Health","2021/03/19 00:00:00","352"
"eastern cape","Private Health","2021/06/28 00:00:00","1428"
"eastern cape","Private Health","2021/03/23 00:00:00","251"
"northern cape","Public Health","2022/02/23 00:00:00","1081"
"northern cape","Private Health","2022/02/25 00:00:00","539"
"western cape","Public Health","2021/11/20 00:00:00","2125"
"gauteng","Public Health","2021/05/05 00:00:00","1656"
"western cape","Private Health","2021/02/20 00:00:00","733"
"mpumalanga","Private Health","2021/10/19 00:00:00","2353"
"limpopo","Public Health","2021/07/15 00:00:00","23836"
"kwazulu-natal","Public Health","2022/03/19 00:00:00","1570"
"mpumalanga","Private Health","2022/02/12 00:00:00","208"
"free state","Public Health","2021/06/04 00:00:00","5515"
"kwazulu-natal","Public Health","2021/12/01 00:00:00","16118"
"eastern cape","Public Health","2021/09/23 00:00:00","16474"
"gauteng","Private Health","2021/12/14 00:00:00","15093"
"gauteng","Private Health","2021/08/27 00:00:00","40530"
"mpumalanga","Public Health","2022/01/06 00:00:00","4461"
"northern cape","Private Health","2021/12/04 00:00:00","301"
"limpopo","Private Health","2021/08/01 00:00:00","5"
"mpumalanga","Private Health","2021/05/13 00:00:00","1"
"kwazulu-natal","Private Health","2021/08/17 00:00:00","7264"
"kwazulu-natal","Public Health","2022/03/15 00:00:00","9069"
"gauteng","Private Health","2021/08/23 00:00:00","33910"
"free state","Public Health","2021/10/03 00:00:00","3274"
"north west","Public Health","2021/12/23 00:00:00","1934"
"north west","Private Health","2021/06/09 00:00:00","172"
"north west","Private Health","2021/09/20 00:00:00","3862"
"gauteng","Private Health","2021/07/20 00:00:00","27343"
"eastern cape","Private Health","2021/03/04 00:00:00","351"
"western cape","Public Health","2021/10/26 00:00:00","23259"
"northern cape","Public Health","2021/03/29 00:00:00","204"
"north west","Public Health","2021/10/12 00:00:00","9854"
"western cape","Public Health","2021/04/07 00:00:00","990"
"eastern cape","Public Health","2021/08/28 00:00:00","2371"
"north west","Private Health","2022/01/10 00:00:00","1589"
"limpopo","Public Health","2021/06/14 00:00:00","18268"
"north west","Private Health","2021/12/19 00:00:00","12"
"limpopo","Private Health","2021/08/02 00:00:00","2966"
"kwazulu-natal","Public Health","2021/10/26 00:00:00","19833"
"gauteng","Public Health","2021/06/16 00:00:00","59"
"western cape","Private Health","2022/01/22 00:00:00","1138"
"western cape","Public Health","2021/06/13 00:00:00","1"
"eastern cape","Public Health","2021/09/30 00:00:00","11180"
"free state","Public Health","2021/02/19 00:00:00","287"
"eastern cape","Public Health","2021/10/07 00:00:00","18235"
"limpopo","Private Health","2021/07/17 00:00:00","290"
"limpopo","Private Health","2021/10/29 00:00:00","3283"
"mpumalanga","Public Health","2021/03/06 00:00:00","1"
"free state","Private Health","2021/03/08 00:00:00","56"
"western cape","Public Health","2021/02/28 00:00:00","902"
"kwazulu-natal","Public Health","2021/05/01 00:00:00","648"
"eastern cape","Private Health","2021/11/25 00:00:00","2499"
"western cape","Public Health","2021/03/12 00:00:00","938"
"kwazulu-natal","Private Health","2021/08/14 00:00:00","1892"
"north west","Private Health","2021/12/24 00:00:00","432"
"limpopo","Public Health","2021/11/17 00:00:00","10552"
"gauteng","Private Health","2021/09/10 00:00:00","38677"
"gauteng","Public Health","2021/06/07 00:00:00","12623"
"limpopo","Public Health","2021/05/25 00:00:00","7380"
"gauteng","Private Health","2021/08/16 00:00:00","21741"
"northern cape","Public Health","2021/02/17 00:00:00","20"
"northern cape","Private Health","2021/12/13 00:00:00","551"
"limpopo","Private Health","2021/03/02 00:00:00","1"
"limpopo","Public Health","2021/10/20 00:00:00","26102"
"northern cape","Private Health","2021/03/05 00:00:00","20"
"kwazulu-natal","Private Health","2022/03/10 00:00:00","2733"
"northern cape","Public Health","2021/02/20 00:00:00","89"
"eastern cape","Public Health","2021/06/10 00:00:00","7609"
"free state","Private Health","2021/10/28 00:00:00","2504"
"gauteng","Private Health","2021/09/25 00:00:00","6382"
"free state","Public Health","2021/10/08 00:00:00","9910"
"free state","Private Health","2021/12/06 00:00:00","1955"
"north west","Private Health","2021/03/09 00:00:00","150"
"free state","Public Health","2022/02/06 00:00:00","1"
"kwazulu-natal","Public Health","2022/03/17 00:00:00","10053"
"northern cape","Public Health","2022/02/08 00:00:00","669"
"free state","Public Health","2021/08/04 00:00:00","8311"
"kwazulu-natal","Private Health","2021/08/18 00:00:00","7940"
"free state","Private Health","2021/06/25 00:00:00","577"
"northern cape","Public Health","2021/12/29 00:00:00","428"
"north west","Public Health","2021/10/31 00:00:00","4167"
"mpumalanga","Public Health","2021/02/17 00:00:00","1"
"north west","Private Health","2021/12/23 00:00:00","776"
"northern cape","Private Health","2021/10/16 00:00:00","402"
"northern cape","Public Health","2021/09/21 00:00:00","3754"
"eastern cape","Private Health","2022/03/19 00:00:00","580"
"mpumalanga","Public Health","2021/07/09 00:00:00","6796"
"eastern cape","Public Health","2021/05/07 00:00:00","1841"
"limpopo","Private Health","2021/08/07 00:00:00","96"
"north west","Public Health","2022/01/25 00:00:00","4089"
"northern cape","Private Health","2021/08/04 00:00:00","689"
"north west","Public Health","2021/11/21 00:00:00","3313"
"limpopo","Public Health","2021/03/11 00:00:00","461"
"northern cape","Private Health","2022/03/25 00:00:00","533"
"free state","Public Health","2021/11/21 00:00:00","159"
"eastern cape","Public Health","2021/08/25 00:00:00","34012"
"limpopo","Public Health","2021/10/25 00:00:00","20124"
"limpopo","Public Health","2022/03/15 00:00:00","6751"
"gauteng","Public Health","2021/08/22 00:00:00","2978"
"western cape","Public Health","2021/09/30 00:00:00","18482"
"limpopo","Public Health","2021/10/18 00:00:00","17705"
"eastern cape","Private Health","2021/03/12 00:00:00","99"
"western cape","Private Health","2022/02/06 00:00:00","118"
"free state","Private Health","2022/02/10 00:00:00","679"
"north west","Public Health","2022/02/18 00:00:00","3875"
"north west","Private Health","2021/12/01 00:00:00","2621"
"free state","Private Health","2021/12/04 00:00:00","313"
"mpumalanga","Public Health","2021/05/08 00:00:00","31"
"gauteng","Public Health","2021/11/22 00:00:00","21528"
"kwazulu-natal","Public Health","2021/06/20 00:00:00","899"
"free state","Private Health","2021/07/06 00:00:00","1029"
"eastern cape","Public Health","2021/10/15 00:00:00","15242"
"mpumalanga","Private Health","2021/07/09 00:00:00","1109"
"kwazulu-natal","Public Health","2022/02/18 00:00:00","9537"
"mpumalanga","Public Health","2022/01/28 00:00:00","4040"
"north west","Private Health","2022/03/16 00:00:00","1111"
"kwazulu-natal","Private Health","2021/07/28 00:00:00","6740"
"western cape","Private Health","2021/06/06 00:00:00","63"
"mpumalanga","Public Health","2021/11/16 00:00:00","5973"
"northern cape","Public Health","2021/05/05 00:00:00","141"
"northern cape","Private Health","2021/05/20 00:00:00","23"
"western cape","Private Health","2022/02/08 00:00:00","4248"
"north west","Private Health","2022/01/16 00:00:00","10"
"kwazulu-natal","Private Health","2022/01/18 00:00:00","3186"
"north west","Public Health","2022/02/02 00:00:00","3919"
"limpopo","Private Health","2022/02/16 00:00:00","1074"
"free state","Public Health","2022/01/23 00:00:00","48"
"free state","Public Health","2021/08/10 00:00:00","7664"
"mpumalanga","Public Health","2021/07/13 00:00:00","7988"
"north west","Private Health","2022/02/06 00:00:00","9"
"mpumalanga","Public Health","2022/01/08 00:00:00","1697"
"gauteng","Public Health","2021/03/04 00:00:00","1628"
"free state","Private Health","2022/01/20 00:00:00","967"
"western cape","Private Health","2021/07/24 00:00:00","2412"
"mpumalanga","Private Health","2021/09/21 00:00:00","2816"
"gauteng","Private Health","2022/01/19 00:00:00","10687"
"gauteng","Public Health","2021/10/18 00:00:00","30249"
"free state","Public Health","2022/01/06 00:00:00","5292"
"free state","Public Health","2021/07/02 00:00:00","7013"
"kwazulu-natal","Public Health","2021/03/24 00:00:00","1881"
"western cape","Public Health","2021/07/09 00:00:00","21738"
"western cape","Public Health","2021/12/02 00:00:00","14811"
"eastern cape","Private Health","2021/06/23 00:00:00","1240"
"western cape","Private Health","2021/12/07 00:00:00","7185"
"western cape","Public Health","2022/02/20 00:00:00","15"
"northern cape","Private Health","2022/01/09 00:00:00","49"
"gauteng","Public Health","2021/09/25 00:00:00","4258"
"limpopo","Private Health","2021/07/11 00:00:00","8"
"north west","Public Health","2022/02/23 00:00:00","4525"
"gauteng","Public Health","2021/03/11 00:00:00","1329"
"western cape","Private Health","2021/10/03 00:00:00","2230"
"western cape","Public Health","2021/02/17 00:00:00","60"
"gauteng","Public Health","2021/11/24 00:00:00","25501"
"kwazulu-natal","Private Health","2022/03/28 00:00:00","2260"
"kwazulu-natal","Private Health","2021/06/22 00:00:00","2072"
"mpumalanga","Public Health","2021/07/12 00:00:00","8439"
"gauteng","Private Health","2021/08/15 00:00:00","4065"
"kwazulu-natal","Public Health","2021/10/04 00:00:00","15630"
"gauteng","Public Health","2021/06/28 00:00:00","20184"
"kwazulu-natal","Private Health","2022/01/31 00:00:00","3000"
"western cape","Private Health","2021/05/05 00:00:00","564"
"kwazulu-natal","Private Health","2022/02/27 00:00:00","334"
"eastern cape","Public Health","2021/10/27 00:00:00","18251"
"northern cape","Private Health","2022/03/11 00:00:00","437"
"eastern cape","Public Health","2022/01/26 00:00:00","6564"
"eastern cape","Public Health","2021/09/26 00:00:00","778"
"limpopo","Private Health","2021/06/30 00:00:00","243"
"northern cape","Public Health","2022/01/22 00:00:00","1"
"mpumalanga","Private Health","2022/03/24 00:00:00","834"
"gauteng","Public Health","2021/03/10 00:00:00","2130"
"western cape","Public Health","2021/10/21 00:00:00","24928"
"eastern cape","Private Health","2021/06/12 00:00:00","74"
"eastern cape","Public Health","2022/01/22 00:00:00","398"
"north west","Private Health","2021/09/27 00:00:00","4647"
"gauteng","Public Health","2021/10/17 00:00:00","3066"
"kwazulu-natal","Public Health","2022/02/07 00:00:00","7983"
"mpumalanga","Public Health","2021/09/07 00:00:00","14071"
"gauteng","Private Health","2021/08/11 00:00:00","21630"
"gauteng","Private Health","2021/05/03 00:00:00","1835"
"mpumalanga","Public Health","2021/08/29 00:00:00","201"
"northern cape","Public Health","2021/10/17 00:00:00","299"
"eastern cape","Private Health","2021/06/11 00:00:00","1279"
"western cape","Public Health","2021/07/27 00:00:00","23782"
"north west","Public Health","2021/08/31 00:00:00","10180"
"northern cape","Public Health","2022/01/13 00:00:00","1654"
"western cape","Private Health","2021/12/17 00:00:00","4712"
"kwazulu-natal","Public Health","2021/08/19 00:00:00","22729"
"limpopo","Public Health","2021/03/12 00:00:00","610"
"kwazulu-natal","Public Health","2021/10/21 00:00:00","19935"
"northern cape","Private Health","2021/12/22 00:00:00","319"
"north west","Private Health","2021/07/28 00:00:00","2713"
"northern cape","Private Health","2022/03/23 00:00:00","304"
"eastern cape","Private Health","2021/12/28 00:00:00","1301"
"north west","Public Health","2021/08/11 00:00:00","6016"
"northern cape","Private Health","2021/12/20 00:00:00","267"
"limpopo","Private Health","2021/09/03 00:00:00","4402"
"western cape","Private Health","2021/10/20 00:00:00","8929"
"limpopo","Private Health","2021/11/14 00:00:00","152"
"gauteng","Private Health","2021/11/28 00:00:00","1696"
"eastern cape","Private Health","2021/08/22 00:00:00","8"
"eastern cape","Public Health","2021/10/02 00:00:00","7667"
"eastern cape","Public Health","2021/05/19 00:00:00","5194"
"north west","Private Health","2021/06/26 00:00:00","86"
"mpumalanga","Private Health","2021/04/13 00:00:00","44"
"kwazulu-natal","Private Health","2021/10/15 00:00:00","9239"
"gauteng","Public Health","2021/07/23 00:00:00","36690"
"kwazulu-natal","Public Health","2021/08/16 00:00:00","17093"
"eastern cape","Public Health","2021/02/21 00:00:00","11"
"mpumalanga","Private Health","2021/11/25 00:00:00","1581"
"western cape","Private Health","2021/12/20 00:00:00","3905"
"gauteng","Private Health","2021/12/24 00:00:00","4702"
"northern cape","Public Health","2022/02/12 00:00:00","60"
"north west","Public Health","2021/11/08 00:00:00","3832"
"western cape","Public Health","2022/02/27 00:00:00","31"
"northern cape","Public Health","2021/05/07 00:00:00","194"
"free state","Private Health","2021/07/11 00:00:00","1"
"north west","Private Health","2021/10/12 00:00:00","3950"
"mpumalanga","Public Health","2021/08/26 00:00:00","12870"
"mpumalanga","Private Health","2021/12/20 00:00:00","1219"
"north west","Public Health","2021/07/25 00:00:00","1067"
"gauteng","Private Health","2021/02/18 00:00:00","15"
"north west","Public Health","2022/01/04 00:00:00","2775"
"gauteng","Public Health","2022/02/04 00:00:00","10449"
"mpumalanga","Private Health","2021/06/28 00:00:00","396"
"free state","Private Health","2021/09/21 00:00:00","2640"
"kwazulu-natal","Private Health","2021/03/18 00:00:00","1280"
"kwazulu-natal","Private Health","2021/12/30 00:00:00","1885"
"western cape","Public Health","2021/08/23 00:00:00","33277"
"limpopo","Public Health","2022/01/12 00:00:00","5059"
"free state","Public Health","2021/12/30 00:00:00","1957"
"free state","Private Health","2021/11/03 00:00:00","2173"
"northern cape","Public Health","2021/12/06 00:00:00","2171"
"gauteng","Public Health","2021/09/06 00:00:00","34505"
"northern cape","Private Health","2022/01/05 00:00:00","390"
"western cape","Private Health","2021/09/29 00:00:00","9174"
"mpumalanga","Private Health","2021/09/06 00:00:00","3509"
"western cape","Public Health","2022/02/08 00:00:00","4891"
"western cape","Public Health","2022/03/13 00:00:00","23"
"eastern cape","Public Health","2021/08/03 00:00:00","22711"
"free state","Private Health","2021/07/24 00:00:00","335"
"kwazulu-natal","Public Health","2021/02/24 00:00:00","1253"
"kwazulu-natal","Public Health","2021/09/16 00:00:00","17971"
"mpumalanga","Public Health","2021/03/08 00:00:00","139"
"mpumalanga","Public Health","2021/07/28 00:00:00","10351"
"north west","Public Health","2021/07/29 00:00:00","8301"
"eastern cape","Public Health","2021/03/20 00:00:00","1"
"limpopo","Private Health","2021/07/07 00:00:00","1165"
"gauteng","Private Health","2021/09/06 00:00:00","32090"
"northern cape","Private Health","2021/05/10 00:00:00","69"
"northern cape","Public Health","2021/05/23 00:00:00","98"
"limpopo","Private Health","2021/04/28 00:00:00","300"
"north west","Public Health","2021/08/07 00:00:00","2507"
"gauteng","Private Health","2022/01/28 00:00:00","13321"
"gauteng","Public Health","2022/02/24 00:00:00","16805"
"northern cape","Public Health","2021/12/21 00:00:00","694"
"limpopo","Public Health","2022/02/11 00:00:00","4013"
"gauteng","Private Health","2021/11/17 00:00:00","18186"
"western cape","Public Health","2022/03/07 00:00:00","7466"
"north west","Private Health","2021/10/18 00:00:00","2765"
"kwazulu-natal","Private Health","2021/06/05 00:00:00","56"
"gauteng","Public Health","2021/09/05 00:00:00","2708"
"free state","Public Health","2021/11/22 00:00:00","5205"
"gauteng","Private Health","2021/09/01 00:00:00","33773"
"eastern cape","Public Health","2021/07/08 00:00:00","26094"
"limpopo","Public Health","2021/09/09 00:00:00","18169"
"north west","Private Health","2021/08/09 00:00:00","679"
"eastern cape","Public Health","2021/12/10 00:00:00","6324"
