"province","health_sector","visit_date","total_number_vaccines_administered"
"kwazulu-natal","Private Health","2022/02/11 00:00:00","2443"
"free state","Private Health","2022/01/04 00:00:00","822"
"north west","Private Health","2021/07/24 00:00:00","1074"
"limpopo","Private Health","2021/05/24 00:00:00","43"
"free state","Public Health","2021/11/10 00:00:00","9552"
"limpopo","Private Health","2021/06/08 00:00:00","187"
"free state","Private Health","2022/01/21 00:00:00","1220"
"eastern cape","Private Health","2022/06/07 00:00:00","351"
"mpumalanga","Public Health","2022/07/08 00:00:00","1449"
"kwazulu-natal","Public Health","2022/01/26 00:00:00","10195"
"mpumalanga","Public Health","2022/01/25 00:00:00","4019"
"kwazulu-natal","Public Health","2021/09/28 00:00:00","16044"
"gauteng","Private Health","2022/03/06 00:00:00","692"
"free state","Public Health","2021/08/20 00:00:00","8910"
"free state","Private Health","2021/08/30 00:00:00","3240"
"eastern cape","Private Health","2021/09/15 00:00:00","4586"
"northern cape","Private Health","2021/12/11 00:00:00","155"
"western cape","Private Health","2022/01/05 00:00:00","3065"
"kwazulu-natal","Private Health","2021/10/17 00:00:00","855"
"free state","Private Health","2021/10/04 00:00:00","3408"
"eastern cape","Private Health","2021/09/25 00:00:00","657"
"gauteng","Private Health","2021/12/18 00:00:00","4071"
"western cape","Public Health","2021/04/09 00:00:00","306"
"gauteng","Private Health","2021/10/08 00:00:00","36109"
"kwazulu-natal","Private Health","2022/05/27 00:00:00","758"
"north west","Public Health","2021/05/06 00:00:00","536"
"western cape","Private Health","2021/09/02 00:00:00","14709"
"eastern cape","Public Health","2022/04/24 00:00:00","254"
"kwazulu-natal","Public Health","2022/04/04 00:00:00","6521"
"eastern cape","Private Health","2021/07/30 00:00:00","4129"
"mpumalanga","Public Health","2021/11/19 00:00:00","5633"
"gauteng","Private Health","2021/12/06 00:00:00","18259"
"western cape","Public Health","2021/02/20 00:00:00","61"
"western cape","Public Health","2022/06/09 00:00:00","2525"
"free state","Public Health","2021/06/25 00:00:00","6916"
"free state","Public Health","2021/05/20 00:00:00","438"
"free state","Private Health","2021/10/07 00:00:00","3274"
"gauteng","Public Health","2022/06/30 00:00:00","2388"
"northern cape","Private Health","2022/01/15 00:00:00","99"
"free state","Public Health","2021/09/24 00:00:00","625"
"north west","Private Health","2022/03/04 00:00:00","2566"
"north west","Private Health","2022/06/30 00:00:00","179"
"mpumalanga","Public Health","2021/07/05 00:00:00","6717"
"northern cape","Private Health","2022/07/10 00:00:00","4"
"limpopo","Private Health","2022/02/04 00:00:00","1141"
"free state","Private Health","2022/06/06 00:00:00","357"
"northern cape","Public Health","2021/09/27 00:00:00","1774"
"western cape","Public Health","2022/06/29 00:00:00","1106"
"limpopo","Public Health","2022/03/05 00:00:00","430"
"limpopo","Private Health","2022/04/27 00:00:00","120"
"north west","Public Health","2021/05/25 00:00:00","3058"
"eastern cape","Public Health","2021/09/21 00:00:00","18003"
"western cape","Private Health","2021/08/03 00:00:00","11126"
"north west","Public Health","2021/07/19 00:00:00","9486"
"kwazulu-natal","Private Health","2022/05/15 00:00:00","77"
"kwazulu-natal","Private Health","2022/05/10 00:00:00","1203"
"mpumalanga","Public Health","2021/05/29 00:00:00","34"
"north west","Private Health","2021/07/01 00:00:00","620"
"free state","Private Health","2022/06/18 00:00:00","38"
"mpumalanga","Public Health","2021/08/27 00:00:00","12814"
"free state","Private Health","2022/04/14 00:00:00","789"
"gauteng","Private Health","2021/06/27 00:00:00","556"
"free state","Private Health","2021/10/14 00:00:00","2978"
"eastern cape","Public Health","2022/04/27 00:00:00","1550"
"mpumalanga","Private Health","2022/04/10 00:00:00","4"
"gauteng","Private Health","2021/06/11 00:00:00","7895"
"mpumalanga","Public Health","2021/06/02 00:00:00","5335"
"gauteng","Public Health","2022/01/29 00:00:00","2949"
"kwazulu-natal","Private Health","2022/02/23 00:00:00","2710"
"kwazulu-natal","Public Health","2021/11/15 00:00:00","13360"
"north west","Private Health","2021/06/04 00:00:00","261"
"north west","Public Health","2021/03/30 00:00:00","299"
"free state","Public Health","2021/03/24 00:00:00","659"
"mpumalanga","Public Health","2022/05/06 00:00:00","3571"
"eastern cape","Public Health","2021/06/05 00:00:00","1"
"eastern cape","Private Health","2021/05/31 00:00:00","870"
"gauteng","Public Health","2021/04/07 00:00:00","1410"
"northern cape","Public Health","2021/02/18 00:00:00","177"
"limpopo","Public Health","2021/06/06 00:00:00","6"
"gauteng","Public Health","2022/02/10 00:00:00","13782"
"north west","Public Health","2022/07/02 00:00:00","188"
"north west","Private Health","2021/03/21 00:00:00","1"
"kwazulu-natal","Public Health","2021/03/01 00:00:00","704"
"gauteng","Private Health","2022/05/28 00:00:00","1795"
"eastern cape","Public Health","2021/04/09 00:00:00","1119"
"north west","Public Health","2022/03/22 00:00:00","4269"
"free state","Public Health","2022/01/08 00:00:00","428"
"gauteng","Private Health","2021/07/11 00:00:00","2797"
"north west","Public Health","2022/03/24 00:00:00","5314"
"mpumalanga","Public Health","2021/03/16 00:00:00","131"
"western cape","Public Health","2021/03/23 00:00:00","1667"
"northern cape","Private Health","2021/09/12 00:00:00","66"
"northern cape","Public Health","2022/02/06 00:00:00","103"
"kwazulu-natal","Public Health","2021/05/14 00:00:00","1467"
"north west","Public Health","2021/07/02 00:00:00","6810"
"free state","Private Health","2022/03/03 00:00:00","1250"
"limpopo","Private Health","2021/07/04 00:00:00","15"
"kwazulu-natal","Public Health","2022/06/10 00:00:00","4673"
"north west","Private Health","2021/12/09 00:00:00","1875"
"north west","Private Health","2021/06/22 00:00:00","198"
"free state","Public Health","2021/11/08 00:00:00","5172"
"eastern cape","Public Health","2021/03/26 00:00:00","1153"
"mpumalanga","Public Health","2021/09/02 00:00:00","15677"
"western cape","Private Health","2021/09/08 00:00:00","14263"
"gauteng","Private Health","2021/09/21 00:00:00","25224"
"mpumalanga","Private Health","2021/11/11 00:00:00","1727"
"kwazulu-natal","Private Health","2021/11/20 00:00:00","2457"
"free state","Private Health","2022/05/02 00:00:00","89"
"northern cape","Private Health","2021/08/19 00:00:00","634"
"mpumalanga","Private Health","2021/07/22 00:00:00","1768"
"kwazulu-natal","Private Health","2022/04/07 00:00:00","1508"
"kwazulu-natal","Public Health","2021/09/11 00:00:00","7441"
"free state","Private Health","2021/10/25 00:00:00","2532"
"limpopo","Private Health","2022/06/29 00:00:00","389"
"mpumalanga","Private Health","2021/05/19 00:00:00","3"
"western cape","Public Health","2021/11/13 00:00:00","8134"
"northern cape","Private Health","2022/01/18 00:00:00","552"
"north west","Private Health","2022/02/23 00:00:00","1007"
"mpumalanga","Public Health","2022/08/02 00:00:00","1224"
"eastern cape","Private Health","2021/06/01 00:00:00","1049"
"kwazulu-natal","Private Health","2022/03/05 00:00:00","2737"
"kwazulu-natal","Private Health","2021/10/02 00:00:00","5732"
"limpopo","Private Health","2021/08/31 00:00:00","4555"
"gauteng","Private Health","2021/05/15 00:00:00","832"
"free state","Public Health","2022/05/08 00:00:00","9"
"western cape","Private Health","2021/09/21 00:00:00","11113"
"free state","Private Health","2022/01/26 00:00:00","1117"
"gauteng","Public Health","2022/01/26 00:00:00","14615"
"kwazulu-natal","Public Health","2022/01/15 00:00:00","2819"
"north west","Public Health","2021/03/13 00:00:00","40"
"north west","Private Health","2021/06/08 00:00:00","246"
"mpumalanga","Public Health","2021/11/06 00:00:00","2669"
"eastern cape","Public Health","2022/04/09 00:00:00","2072"
"gauteng","Public Health","2021/10/21 00:00:00","34346"
"northern cape","Public Health","2021/07/16 00:00:00","2979"
"gauteng","Public Health","2021/11/30 00:00:00","34568"
"free state","Public Health","2021/10/29 00:00:00","10431"
"gauteng","Private Health","2021/03/26 00:00:00","1082"
"limpopo","Public Health","2021/09/10 00:00:00","11700"
"free state","Private Health","2022/03/04 00:00:00","1294"
"free state","Public Health","2021/05/27 00:00:00","4200"
"kwazulu-natal","Public Health","2022/01/24 00:00:00","10160"
"limpopo","Private Health","2022/03/16 00:00:00","1461"
"western cape","Public Health","2022/03/29 00:00:00","4965"
"limpopo","Private Health","2021/06/27 00:00:00","1"
"mpumalanga","Private Health","2021/10/26 00:00:00","2128"
"north west","Public Health","2021/02/26 00:00:00","550"
"mpumalanga","Private Health","2022/04/14 00:00:00","552"
"western cape","Public Health","2021/10/28 00:00:00","23674"
"mpumalanga","Public Health","2022/06/15 00:00:00","2725"
"mpumalanga","Private Health","2022/03/20 00:00:00","1"
"western cape","Public Health","2021/12/20 00:00:00","4728"
"mpumalanga","Public Health","2022/06/03 00:00:00","3050"
"western cape","Public Health","2021/08/17 00:00:00","25468"
"north west","Public Health","2021/09/14 00:00:00","11984"
"limpopo","Private Health","2022/06/21 00:00:00","371"
"north west","Public Health","2022/05/18 00:00:00","2678"
"northern cape","Private Health","2021/10/11 00:00:00","949"
"free state","Public Health","2022/01/07 00:00:00","5475"
"western cape","Private Health","2021/12/30 00:00:00","2536"
"northern cape","Public Health","2022/05/08 00:00:00","20"
"kwazulu-natal","Private Health","2022/03/03 00:00:00","3719"
"free state","Private Health","2021/03/11 00:00:00","88"
"kwazulu-natal","Public Health","2021/12/24 00:00:00","1588"
"limpopo","Private Health","2021/08/10 00:00:00","2505"
"north west","Public Health","2021/09/22 00:00:00","10592"
"western cape","Public Health","2021/05/19 00:00:00","1778"
"mpumalanga","Public Health","2021/08/21 00:00:00","3102"
"gauteng","Public Health","2021/05/03 00:00:00","948"
"free state","Public Health","2022/03/17 00:00:00","5324"
"gauteng","Public Health","2022/06/18 00:00:00","545"
"western cape","Public Health","2022/06/03 00:00:00","2667"
"limpopo","Private Health","2021/06/24 00:00:00","255"
"north west","Public Health","2022/04/10 00:00:00","973"
"north west","Public Health","2022/01/05 00:00:00","3497"
"free state","Public Health","2021/06/02 00:00:00","5194"
"western cape","Private Health","2021/07/25 00:00:00","719"
"kwazulu-natal","Private Health","2022/03/07 00:00:00","3130"
"free state","Public Health","2021/05/19 00:00:00","520"
"mpumalanga","Public Health","2021/04/08 00:00:00","429"
"free state","Public Health","2021/06/03 00:00:00","4931"
"limpopo","Private Health","2021/08/14 00:00:00","214"
"gauteng","Private Health","2021/12/20 00:00:00","11701"
"free state","Public Health","2021/12/06 00:00:00","7386"
"limpopo","Private Health","2022/03/05 00:00:00","653"
"northern cape","Public Health","2021/08/05 00:00:00","3837"
"northern cape","Private Health","2022/02/23 00:00:00","453"
"mpumalanga","Private Health","2021/06/06 00:00:00","1"
"gauteng","Private Health","2022/06/02 00:00:00","2707"
"limpopo","Public Health","2021/02/19 00:00:00","75"
"north west","Private Health","2022/04/23 00:00:00","195"
"north west","Private Health","2022/02/03 00:00:00","783"
"limpopo","Public Health","2022/02/13 00:00:00","155"
"north west","Public Health","2021/05/27 00:00:00","2750"
"mpumalanga","Public Health","2021/03/12 00:00:00","167"
"western cape","Public Health","2022/04/21 00:00:00","3363"
"limpopo","Private Health","2022/01/15 00:00:00","512"
"free state","Private Health","2022/02/14 00:00:00","878"
"free state","Private Health","2021/10/23 00:00:00","660"
"western cape","Private Health","2022/07/19 00:00:00","355"
"free state","Public Health","2021/07/19 00:00:00","11375"
"gauteng","Public Health","2021/05/11 00:00:00","2571"
"free state","Public Health","2021/08/29 00:00:00","1141"
"free state","Private Health","2022/06/25 00:00:00","35"
"eastern cape","Public Health","2021/10/21 00:00:00","18249"
"western cape","Private Health","2021/03/31 00:00:00","495"
"limpopo","Public Health","2021/09/12 00:00:00","114"
"gauteng","Public Health","2022/07/15 00:00:00","1333"
"gauteng","Public Health","2022/02/25 00:00:00","16680"
"kwazulu-natal","Public Health","2022/01/25 00:00:00","10312"
"north west","Public Health","2022/06/28 00:00:00","860"
"north west","Private Health","2022/01/08 00:00:00","249"
"western cape","Private Health","2021/06/28 00:00:00","3107"
"north west","Private Health","2022/04/29 00:00:00","904"
"north west","Private Health","2021/12/06 00:00:00","2236"
"northern cape","Public Health","2021/09/30 00:00:00","2132"
"northern cape","Public Health","2022/02/02 00:00:00","729"
"kwazulu-natal","Private Health","2022/01/23 00:00:00","436"
"free state","Private Health","2021/07/08 00:00:00","1200"
"eastern cape","Private Health","2021/10/12 00:00:00","3587"
"western cape","Private Health","2022/04/11 00:00:00","2470"
"gauteng","Public Health","2022/07/04 00:00:00","2124"
"limpopo","Private Health","2022/08/02 00:00:00","219"
"north west","Private Health","2022/03/14 00:00:00","1112"
"eastern cape","Public Health","2022/05/21 00:00:00","410"
"limpopo","Public Health","2021/03/26 00:00:00","563"
"kwazulu-natal","Public Health","2022/06/19 00:00:00","434"
"mpumalanga","Public Health","2021/10/25 00:00:00","8987"
"kwazulu-natal","Private Health","2022/01/07 00:00:00","3994"
"mpumalanga","Public Health","2021/07/24 00:00:00","1089"
"northern cape","Public Health","2022/06/08 00:00:00","1148"
"north west","Private Health","2022/03/11 00:00:00","1382"
"gauteng","Private Health","2021/12/13 00:00:00","14354"
"gauteng","Public Health","2021/03/12 00:00:00","1155"
"north west","Public Health","2021/03/12 00:00:00","211"
"mpumalanga","Public Health","2022/05/08 00:00:00","112"
"northern cape","Private Health","2021/12/16 00:00:00","65"
"limpopo","Public Health","2022/06/22 00:00:00","4428"
"north west","Private Health","2021/06/01 00:00:00","384"
"eastern cape","Public Health","2021/04/06 00:00:00","962"
"free state","Public Health","2022/03/07 00:00:00","6171"
"eastern cape","Private Health","2022/07/29 00:00:00","183"
"western cape","Public Health","2021/12/04 00:00:00","5390"
"western cape","Public Health","2022/01/25 00:00:00","7371"
"free state","Public Health","2021/10/01 00:00:00","9515"
"western cape","Private Health","2022/01/20 00:00:00","4754"
"kwazulu-natal","Public Health","2021/09/06 00:00:00","18905"
"kwazulu-natal","Private Health","2021/03/16 00:00:00","959"
"limpopo","Private Health","2021/07/27 00:00:00","3943"
"limpopo","Private Health","2021/12/07 00:00:00","2153"
"limpopo","Private Health","2022/04/02 00:00:00","374"
"limpopo","Public Health","2022/06/03 00:00:00","4922"
"eastern cape","Public Health","2021/02/19 00:00:00","233"
"gauteng","Private Health","2021/12/05 00:00:00","1795"
"eastern cape","Public Health","2021/07/29 00:00:00","21965"
"eastern cape","Private Health","2021/12/16 00:00:00","263"
"free state","Private Health","2022/06/24 00:00:00","257"
"western cape","Public Health","2021/03/19 00:00:00","352"
"eastern cape","Private Health","2021/06/28 00:00:00","1430"
"eastern cape","Private Health","2021/03/23 00:00:00","251"
"limpopo","Public Health","2022/04/28 00:00:00","7456"
"northern cape","Public Health","2022/02/23 00:00:00","1083"
"kwazulu-natal","Private Health","2022/07/19 00:00:00","219"
"northern cape","Private Health","2022/02/25 00:00:00","540"
"western cape","Public Health","2021/11/20 00:00:00","2129"
"gauteng","Public Health","2021/05/05 00:00:00","1657"
"western cape","Private Health","2021/02/20 00:00:00","733"
"eastern cape","Public Health","2022/05/24 00:00:00","8508"
"mpumalanga","Private Health","2021/10/19 00:00:00","2356"
"limpopo","Public Health","2021/07/15 00:00:00","23837"
"eastern cape","Public Health","2022/03/31 00:00:00","7109"
"kwazulu-natal","Public Health","2022/03/19 00:00:00","1643"
"mpumalanga","Private Health","2022/02/12 00:00:00","208"
"free state","Private Health","2022/05/25 00:00:00","647"
"free state","Public Health","2021/06/04 00:00:00","5515"
"kwazulu-natal","Public Health","2021/12/01 00:00:00","16156"
"north west","Private Health","2022/04/25 00:00:00","1029"
"eastern cape","Public Health","2021/09/23 00:00:00","16479"
"eastern cape","Public Health","2022/07/07 00:00:00","2158"
"northern cape","Private Health","2022/06/27 00:00:00","52"
"free state","Public Health","2022/05/20 00:00:00","2381"
"mpumalanga","Public Health","2022/04/21 00:00:00","4415"
"gauteng","Private Health","2021/12/14 00:00:00","15135"
"gauteng","Private Health","2021/08/27 00:00:00","40623"
"mpumalanga","Public Health","2022/01/06 00:00:00","4470"
"northern cape","Private Health","2021/12/04 00:00:00","301"
"limpopo","Private Health","2021/08/01 00:00:00","5"
"mpumalanga","Private Health","2021/05/13 00:00:00","1"
"gauteng","Private Health","2022/05/03 00:00:00","5496"
"kwazulu-natal","Private Health","2021/08/17 00:00:00","7274"
"kwazulu-natal","Public Health","2022/03/15 00:00:00","9461"
"north west","Public Health","2022/04/09 00:00:00","1388"
"eastern cape","Public Health","2022/06/13 00:00:00","4617"
"gauteng","Private Health","2021/08/23 00:00:00","33971"
"free state","Public Health","2021/10/03 00:00:00","3275"
"north west","Public Health","2021/12/23 00:00:00","1934"
"north west","Private Health","2021/06/09 00:00:00","172"
"gauteng","Public Health","2022/04/14 00:00:00","6168"
"eastern cape","Private Health","2022/05/25 00:00:00","650"
"north west","Public Health","2022/04/30 00:00:00","938"
"north west","Private Health","2021/09/20 00:00:00","3865"
"gauteng","Private Health","2021/07/20 00:00:00","27421"
"limpopo","Public Health","2022/08/02 00:00:00","1124"
"eastern cape","Private Health","2021/03/04 00:00:00","351"
"western cape","Public Health","2021/10/26 00:00:00","23268"
"northern cape","Public Health","2021/03/29 00:00:00","204"
"north west","Public Health","2022/07/15 00:00:00","372"
"north west","Public Health","2021/10/12 00:00:00","9856"
"free state","Private Health","2022/07/15 00:00:00","99"
"northern cape","Private Health","2022/05/29 00:00:00","64"
"limpopo","Public Health","2022/04/10 00:00:00","234"
"western cape","Public Health","2021/04/07 00:00:00","990"
"eastern cape","Public Health","2021/08/28 00:00:00","2372"
"north west","Private Health","2022/01/10 00:00:00","1591"
"north west","Public Health","2022/04/07 00:00:00","3949"
"limpopo","Public Health","2021/06/14 00:00:00","18271"
"free state","Public Health","2022/04/04 00:00:00","3172"
"north west","Private Health","2021/12/19 00:00:00","12"
"limpopo","Private Health","2021/08/02 00:00:00","2970"
"kwazulu-natal","Public Health","2021/10/26 00:00:00","19848"
"gauteng","Public Health","2021/06/16 00:00:00","65"
"western cape","Private Health","2022/01/22 00:00:00","1141"
"gauteng","Public Health","2022/06/28 00:00:00","2575"
"eastern cape","Private Health","2022/04/28 00:00:00","1078"
"western cape","Public Health","2021/06/13 00:00:00","1"
"eastern cape","Public Health","2021/09/30 00:00:00","11190"
"free state","Public Health","2021/02/19 00:00:00","287"
"eastern cape","Public Health","2021/10/07 00:00:00","18237"
"north west","Public Health","2022/04/12 00:00:00","3531"
"limpopo","Private Health","2021/07/17 00:00:00","290"
"limpopo","Private Health","2021/10/29 00:00:00","3287"
"mpumalanga","Public Health","2021/03/06 00:00:00","1"
"north west","Private Health","2022/07/24 00:00:00","1"
"free state","Private Health","2021/03/08 00:00:00","56"
"western cape","Public Health","2021/02/28 00:00:00","902"
"kwazulu-natal","Public Health","2021/05/01 00:00:00","648"
"eastern cape","Private Health","2021/11/25 00:00:00","2510"
"western cape","Public Health","2021/03/12 00:00:00","937"
"kwazulu-natal","Private Health","2021/08/14 00:00:00","1892"
"north west","Private Health","2021/12/24 00:00:00","433"
"limpopo","Public Health","2021/11/17 00:00:00","10553"
"gauteng","Private Health","2021/09/10 00:00:00","38764"
"gauteng","Public Health","2021/06/07 00:00:00","12646"
"limpopo","Public Health","2021/05/25 00:00:00","7388"
"gauteng","Private Health","2021/08/16 00:00:00","21787"
"northern cape","Public Health","2021/02/17 00:00:00","20"
"gauteng","Public Health","2022/06/26 00:00:00","46"
"northern cape","Private Health","2021/12/13 00:00:00","554"
"limpopo","Private Health","2021/03/02 00:00:00","1"
"limpopo","Public Health","2021/10/20 00:00:00","26108"
"northern cape","Private Health","2021/03/05 00:00:00","20"
"kwazulu-natal","Private Health","2022/03/10 00:00:00","2745"
"northern cape","Public Health","2021/02/20 00:00:00","89"
"eastern cape","Public Health","2021/06/10 00:00:00","7611"
"free state","Private Health","2021/10/28 00:00:00","2511"
"gauteng","Private Health","2021/09/25 00:00:00","6417"
"free state","Public Health","2021/10/08 00:00:00","9912"
"free state","Private Health","2021/12/06 00:00:00","1964"
"north west","Private Health","2021/03/09 00:00:00","150"
"free state","Public Health","2022/02/06 00:00:00","1"
"eastern cape","Public Health","2022/06/29 00:00:00","2468"
"kwazulu-natal","Public Health","2022/03/17 00:00:00","10579"
"eastern cape","Private Health","2022/05/13 00:00:00","1017"
"northern cape","Public Health","2022/02/08 00:00:00","669"
"free state","Public Health","2021/08/04 00:00:00","8314"
"north west","Private Health","2022/05/08 00:00:00","1"
"kwazulu-natal","Private Health","2021/08/18 00:00:00","7945"
"free state","Private Health","2021/06/25 00:00:00","578"
"northern cape","Public Health","2021/12/29 00:00:00","428"
"north west","Private Health","2022/04/17 00:00:00","13"
"north west","Public Health","2021/10/31 00:00:00","4170"
"mpumalanga","Public Health","2021/02/17 00:00:00","2"
"kwazulu-natal","Public Health","2022/05/09 00:00:00","8358"
"north west","Private Health","2021/12/23 00:00:00","776"
"northern cape","Private Health","2021/10/16 00:00:00","402"
"northern cape","Public Health","2021/09/21 00:00:00","3754"
"eastern cape","Private Health","2022/03/19 00:00:00","582"
"mpumalanga","Public Health","2021/07/09 00:00:00","6842"
"eastern cape","Public Health","2021/05/07 00:00:00","1841"
"limpopo","Private Health","2021/08/07 00:00:00","96"
"north west","Public Health","2022/01/25 00:00:00","4105"
"northern cape","Private Health","2021/08/04 00:00:00","693"
"north west","Public Health","2021/11/21 00:00:00","3317"
"limpopo","Public Health","2021/03/11 00:00:00","461"
"northern cape","Private Health","2022/03/25 00:00:00","533"
"free state","Public Health","2021/11/21 00:00:00","161"
"western cape","Public Health","2022/07/17 00:00:00","4"
"kwazulu-natal","Private Health","2022/07/20 00:00:00","230"
"eastern cape","Public Health","2021/08/25 00:00:00","34024"
"limpopo","Public Health","2021/10/25 00:00:00","20128"
"limpopo","Public Health","2022/03/15 00:00:00","6754"
"gauteng","Public Health","2021/08/22 00:00:00","2995"
"western cape","Public Health","2021/09/30 00:00:00","18500"
"limpopo","Public Health","2021/10/18 00:00:00","17707"
"northern cape","Public Health","2022/07/30 00:00:00","1"
"eastern cape","Private Health","2021/03/12 00:00:00","99"
"western cape","Private Health","2022/02/06 00:00:00","121"
"limpopo","Public Health","2022/06/19 00:00:00","34"
"limpopo","Private Health","2022/06/25 00:00:00","68"
"free state","Private Health","2022/02/10 00:00:00","680"
"north west","Public Health","2022/02/18 00:00:00","3897"
"northern cape","Public Health","2022/04/28 00:00:00","1124"
"north west","Private Health","2021/12/01 00:00:00","2633"
"free state","Private Health","2021/12/04 00:00:00","319"
"mpumalanga","Public Health","2021/05/08 00:00:00","31"
"gauteng","Public Health","2021/11/22 00:00:00","21634"
"kwazulu-natal","Public Health","2021/06/20 00:00:00","903"
"free state","Private Health","2021/07/06 00:00:00","1030"
"eastern cape","Public Health","2021/10/15 00:00:00","15242"
"limpopo","Public Health","2022/04/24 00:00:00","34"
"limpopo","Public Health","2022/06/28 00:00:00","1523"
"mpumalanga","Private Health","2021/07/09 00:00:00","1109"
"kwazulu-natal","Public Health","2022/02/18 00:00:00","9700"
"mpumalanga","Public Health","2022/01/28 00:00:00","4042"
"north west","Private Health","2022/03/16 00:00:00","1112"
"kwazulu-natal","Private Health","2021/07/28 00:00:00","6753"
"western cape","Private Health","2021/06/06 00:00:00","64"
"mpumalanga","Public Health","2021/11/16 00:00:00","5984"
"northern cape","Public Health","2021/05/05 00:00:00","141"
"northern cape","Public Health","2022/05/27 00:00:00","1134"
"free state","Public Health","2022/04/18 00:00:00","32"
"northern cape","Private Health","2021/05/20 00:00:00","23"
"western cape","Private Health","2022/02/08 00:00:00","4256"
"north west","Private Health","2022/01/16 00:00:00","10"
"western cape","Public Health","2021/05/15 00:00:00","1"
"kwazulu-natal","Private Health","2022/01/18 00:00:00","3195"
"kwazulu-natal","Public Health","2022/05/08 00:00:00","586"
"north west","Public Health","2022/02/02 00:00:00","3949"
"limpopo","Private Health","2022/02/16 00:00:00","1074"
"free state","Public Health","2022/01/23 00:00:00","48"
"free state","Public Health","2021/08/10 00:00:00","7667"
"mpumalanga","Public Health","2021/07/13 00:00:00","8135"
"north west","Private Health","2022/02/06 00:00:00","9"
"mpumalanga","Public Health","2022/01/08 00:00:00","1698"
"eastern cape","Public Health","2022/06/18 00:00:00","302"
"gauteng","Public Health","2021/03/04 00:00:00","1633"
"northern cape","Public Health","2022/07/06 00:00:00","624"
"free state","Private Health","2022/01/20 00:00:00","969"
"western cape","Private Health","2021/07/24 00:00:00","2416"
"mpumalanga","Private Health","2021/09/21 00:00:00","2822"
"northern cape","Private Health","2022/07/07 00:00:00","61"
"gauteng","Private Health","2022/01/19 00:00:00","10713"
"gauteng","Public Health","2021/10/18 00:00:00","30269"
"free state","Public Health","2022/01/06 00:00:00","5296"
"kwazulu-natal","Public Health","2022/04/16 00:00:00","341"
"free state","Public Health","2021/07/02 00:00:00","7028"
"kwazulu-natal","Public Health","2021/03/24 00:00:00","1881"
"mpumalanga","Private Health","2022/07/24 00:00:00","1"
"western cape","Public Health","2021/07/09 00:00:00","21757"
"north west","Private Health","2022/04/27 00:00:00","217"
"northern cape","Public Health","2022/07/24 00:00:00","1"
"limpopo","Private Health","2022/05/31 00:00:00","574"
"western cape","Public Health","2021/12/02 00:00:00","14829"
"free state","Private Health","2022/04/09 00:00:00","197"
"eastern cape","Private Health","2021/06/23 00:00:00","1240"
"western cape","Private Health","2022/06/15 00:00:00","1145"
"gauteng","Public Health","2022/05/02 00:00:00","929"
