"vaccine_rollout_phase","province","district","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","free state","T Mofutsanyana DM","Public Health","Female","26578","15347","41925"
"National","free state","T Mofutsanyana DM","Public Health","Male","22872","11607","34479"
"National","free state","Xhariep DM","Public Health","Female","4213","1188","5401"
"National","free state","Xhariep DM","Public Health","Male","3459","815","4274"
"National","gauteng","Ekurhuleni MM","Private Health","Female","10643","6486","17129"
"National","gauteng","Ekurhuleni MM","Private Health","Male","9809","5551","15360"
"National","gauteng","Ekurhuleni MM","Public Health","Female","40441","15212","55653"
"National","gauteng","Ekurhuleni MM","Public Health","Male","32082","11148","43230"
"National","gauteng","Johannesburg MM","Private Health","Female","25018","13520","38538"
"National","gauteng","Johannesburg MM","Private Health","Male","22864","11793","34657"
"National","gauteng","Johannesburg MM","Public Health","Female","45864","16719","62583"
"National","gauteng","Johannesburg MM","Public Health","Male","37212","13109","50321"
"National","gauteng","Sedibeng DM","Private Health","Female","1565","994","2559"
"National","gauteng","Sedibeng DM","Private Health","Male","1394","674","2068"
"National","gauteng","Sedibeng DM","Public Health","Female","13605","5831","19436"
"National","gauteng","Sedibeng DM","Public Health","Male","10757","4505","15262"
"National","gauteng","Tshwane MM","Private Health","Female","11269","6496","17765"
"National","gauteng","Tshwane MM","Private Health","Male","10746","5908","16654"
"National","gauteng","Tshwane MM","Public Health","Female","39703","18615","58318"
"National","gauteng","Tshwane MM","Public Health","Male","30794","13122","43916"
"National","gauteng","West Rand DM","Private Health","Female","2144","1484","3628"
"National","gauteng","West Rand DM","Private Health","Male","1785","1209","2994"
"National","gauteng","West Rand DM","Public Health","Female","17302","8767","26069"
"National","gauteng","West Rand DM","Public Health","Male","14169","6554","20723"
"National","kwazulu-natal","Amajuba DM","Private Health","Female","210","71","281"
"National","kwazulu-natal","Amajuba DM","Private Health","Male","179","55","234"
"National","kwazulu-natal","Amajuba DM","Public Health","Female","6462","2800","9262"
"National","kwazulu-natal","Amajuba DM","Public Health","Male","4184","1747","5931"
"National","kwazulu-natal","eThekwini MM","Private Health","Female","11587","6828","18415"
"National","kwazulu-natal","eThekwini MM","Private Health","Male","10816","6065","16881"
"National","kwazulu-natal","eThekwini MM","Public Health","Female","14371","5539","19910"
"National","kwazulu-natal","eThekwini MM","Public Health","Male","11729","4447","16176"
"National","kwazulu-natal","Harry Gwala DM","Private Health","Female","346","158","504"
"National","kwazulu-natal","Harry Gwala DM","Private Health","Male","338","132","470"
"National","kwazulu-natal","Harry Gwala DM","Public Health","Female","12866","7713","20579"
"National","kwazulu-natal","Harry Gwala DM","Public Health","Male","10078","5597","15675"
"National","kwazulu-natal","iLembe DM","Private Health","Female","531","325","856"
"National","kwazulu-natal","iLembe DM","Private Health","Male","475","275","750"
"National","kwazulu-natal","iLembe DM","Public Health","Female","8238","4099","12337"
"National","kwazulu-natal","iLembe DM","Public Health","Male","4862","2193","7055"
"National","kwazulu-natal","King Cetshwayo DM","Private Health","Female","324","130","454"
"National","kwazulu-natal","King Cetshwayo DM","Private Health","Male","302","91","393"
"National","kwazulu-natal","King Cetshwayo DM","Public Health","Female","12212","4995","17207"
"National","kwazulu-natal","King Cetshwayo DM","Public Health","Male","7958","3053","11011"
"National","kwazulu-natal","Ugu DM","Private Health","Female","882","547","1429"
"National","kwazulu-natal","Ugu DM","Private Health","Male","702","413","1115"
"National","kwazulu-natal","Ugu DM","Public Health","Female","12242","5098","17340"
"National","kwazulu-natal","Ugu DM","Public Health","Male","7909","2751","10660"
"National","kwazulu-natal","uMgungundlovu DM","Private Health","Female","1582","822","2404"
"National","kwazulu-natal","uMgungundlovu DM","Private Health","Male","1468","747","2215"
"National","kwazulu-natal","uMgungundlovu DM","Public Health","Female","12498","4986","17484"
"National","kwazulu-natal","uMgungundlovu DM","Public Health","Male","8739","3087","11826"
"National","kwazulu-natal","Umkhanyakude DM","Private Health","Female","21","5","26"
"National","kwazulu-natal","Umkhanyakude DM","Private Health","Male","23","6","29"
"National","kwazulu-natal","Umkhanyakude DM","Public Health","Female","20233","10249","30482"
"National","kwazulu-natal","Umkhanyakude DM","Public Health","Male","12832","5398","18230"
"National","kwazulu-natal","Umzinyathi DM","Private Health","Female","57","18","75"
"National","kwazulu-natal","Umzinyathi DM","Private Health","Male","33","13","46"
"National","kwazulu-natal","Umzinyathi DM","Public Health","Female","14686","6298","20984"
"National","kwazulu-natal","Umzinyathi DM","Public Health","Male","9064","3434","12498"
"National","kwazulu-natal","Uthukela DM","Private Health","Female","273","117","390"
"National","kwazulu-natal","Uthukela DM","Private Health","Male","181","75","256"
"National","kwazulu-natal","Uthukela DM","Public Health","Female","15047","6797","21844"
"National","kwazulu-natal","Uthukela DM","Public Health","Male","10186","3997","14183"
"National","kwazulu-natal","Zululand DM","Private Health","Female","57","7","64"
"National","kwazulu-natal","Zululand DM","Private Health","Male","45","4","49"
"National","kwazulu-natal","Zululand DM","Public Health","Female","23808","12700","36508"
"National","kwazulu-natal","Zululand DM","Public Health","Male","17148","8056","25204"
"National","limpopo","Capricorn DM","Private Health","Female","2551","1373","3924"
"National","limpopo","Capricorn DM","Private Health","Male","2090","1031","3121"
"National","limpopo","Capricorn DM","Public Health","Female","35029","14326","49355"
"National","limpopo","Capricorn DM","Public Health","Male","30060","10874","40934"
"National","limpopo","Mopani DM","Private Health","Female","948","471","1419"
"National","limpopo","Mopani DM","Private Health","Male","833","397","1230"
"National","limpopo","Mopani DM","Public Health","Female","36287","12594","48881"
"National","limpopo","Mopani DM","Public Health","Male","29869","9084","38953"
"National","limpopo","Sekhukhune DM","Private Health","Female","889","467","1356"
"National","limpopo","Sekhukhune DM","Private Health","Male","892","368","1260"
"National","limpopo","Sekhukhune DM","Public Health","Female","25415","9550","34965"
"National","limpopo","Sekhukhune DM","Public Health","Male","24918","8068","32986"
"National","limpopo","Vhembe DM","Private Health","Female","5784","2457","8241"
"National","limpopo","Vhembe DM","Private Health","Male","3989","1446","5435"
"National","limpopo","Vhembe DM","Public Health","Female","32196","10210","42406"
"National","limpopo","Vhembe DM","Public Health","Male","26779","7301","34080"
"National","limpopo","Waterberg DM","Private Health","Female","1223","504","1727"
"National","limpopo","Waterberg DM","Private Health","Male","1116","432","1548"
"National","limpopo","Waterberg DM","Public Health","Female","16526","6512","23038"
"National","limpopo","Waterberg DM","Public Health","Male","13751","4761","18512"
"National","mpumalanga","Ehlanzeni DM","Private Health","Female","1979","931","2910"
"National","mpumalanga","Ehlanzeni DM","Private Health","Male","1692","826","2518"
"National","mpumalanga","Ehlanzeni DM","Public Health","Female","45987","19195","65182"
"National","mpumalanga","Ehlanzeni DM","Public Health","Male","35142","12469","47611"
"National","mpumalanga","G Sibande DM","Private Health","Female","687","262","949"
"National","mpumalanga","G Sibande DM","Private Health","Male","589","246","835"
"National","mpumalanga","G Sibande DM","Public Health","Female","15282","6005","21287"
"National","mpumalanga","G Sibande DM","Public Health","Male","11797","4080","15877"
"National","mpumalanga","Nkangala DM","Private Health","Female","1042","436","1478"
"National","mpumalanga","Nkangala DM","Private Health","Male","997","393","1390"
"National","mpumalanga","Nkangala DM","Public Health","Female","15900","6124","22024"
"National","mpumalanga","Nkangala DM","Public Health","Male","16499","5108","21607"
"National","northern cape","Frances Baard DM","Private Health","Female","1218","615","1833"
"National","northern cape","Frances Baard DM","Private Health","Male","1163","502","1665"
"National","northern cape","Frances Baard DM","Public Health","Female","6361","3099","9460"
"National","northern cape","Frances Baard DM","Public Health","Male","5129","2304","7433"
"National","northern cape","J T Gaetsewe DM","Private Health","Female","312","195","507"
"National","northern cape","J T Gaetsewe DM","Private Health","Male","268","142","410"
"National","northern cape","J T Gaetsewe DM","Public Health","Female","3581","1313","4894"
"National","northern cape","J T Gaetsewe DM","Public Health","Male","2797","963","3760"
"National","northern cape","Namakwa DM","Private Health","Female","166","98","264"
"National","northern cape","Namakwa DM","Private Health","Male","151","71","222"
"National","northern cape","Namakwa DM","Public Health","Female","1535","565","2100"
"National","northern cape","Namakwa DM","Public Health","Male","1214","429","1643"
"National","northern cape","Pixley ka Seme DM","Public Health","Female","3571","1588","5159"
"National","northern cape","Pixley ka Seme DM","Public Health","Male","2738","1139","3877"
"National","northern cape","ZF Mgcawu DM","Private Health","Female","312","107","419"
"National","northern cape","ZF Mgcawu DM","Private Health","Male","260","76","336"
"National","northern cape","ZF Mgcawu DM","Public Health","Female","3709","1622","5331"
"National","northern cape","ZF Mgcawu DM","Public Health","Male","2924","1135","4059"
"National","north west","Bojanala Platinum DM","Private Health","Female","2419","1163","3582"
"National","north west","Bojanala Platinum DM","Private Health","Male","2186","952","3138"
"National","north west","Bojanala Platinum DM","Public Health","Female","29717","12421","42138"
"National","north west","Bojanala Platinum DM","Public Health","Male","24501","9110","33611"
"National","north west","Dr K Kaunda DM","Private Health","Female","1330","650","1980"
"National","north west","Dr K Kaunda DM","Private Health","Male","1138","525","1663"
"National","north west","Dr K Kaunda DM","Public Health","Female","12488","4388","16876"
"National","north west","Dr K Kaunda DM","Public Health","Male","10199","3297","13496"
"National","north west","Ngaka Modiri Molema DM","Private Health","Female","889","367","1256"
"National","north west","Ngaka Modiri Molema DM","Private Health","Male","806","362","1168"
"National","north west","Ngaka Modiri Molema DM","Public Health","Female","20372","7104","27476"
"National","north west","Ngaka Modiri Molema DM","Public Health","Male","16943","5103","22046"
"National","north west","Ruth Segomotsi Mompati DM","Private Health","Female","239","128","367"
"National","north west","Ruth Segomotsi Mompati DM","Private Health","Male","326","116","442"
"National","north west","Ruth Segomotsi Mompati DM","Public Health","Female","13096","3748","16844"
"National","north west","Ruth Segomotsi Mompati DM","Public Health","Male","11549","2988","14537"
"National","western cape","Cape Town MM","Private Health","Female","16557","9161","25718"
"National","western cape","Cape Town MM","Private Health","Male","15044","7982","23026"
"National","western cape","Cape Town MM","Public Health","Female","29241","10543","39784"
"National","western cape","Cape Town MM","Public Health","Male","24779","9065","33844"
"National","western cape","Cape Winelands DM","Private Health","Female","2869","1546","4415"
"National","western cape","Cape Winelands DM","Private Health","Male","2595","1356","3951"
"National","western cape","Cape Winelands DM","Public Health","Female","6408","2640","9048"
"National","western cape","Cape Winelands DM","Public Health","Male","5580","2123","7703"
"National","western cape","Central Karoo DM","Private Health","Female","71","42","113"
"National","western cape","Central Karoo DM","Private Health","Male","61","27","88"
"National","western cape","Central Karoo DM","Public Health","Female","737","337","1074"
"National","western cape","Central Karoo DM","Public Health","Male","565","253","818"
"National","western cape","Garden Route DM","Private Health","Female","1102","610","1712"
"National","western cape","Garden Route DM","Private Health","Male","1000","510","1510"
"National","western cape","Garden Route DM","Public Health","Female","5150","1942","7092"
"National","western cape","Garden Route DM","Public Health","Male","4311","1457","5768"
"National","western cape","Overberg DM","Private Health","Female","538","284","822"
"National","western cape","Overberg DM","Private Health","Male","477","221","698"
"National","western cape","Overberg DM","Public Health","Female","2462","715","3177"
"National","western cape","Overberg DM","Public Health","Male","1880","553","2433"
"National","western cape","West Coast DM","Private Health","Female","849","441","1290"
"National","western cape","West Coast DM","Private Health","Male","816","385","1201"
"National","western cape","West Coast DM","Public Health","Female","3301","1453","4754"
"National","western cape","West Coast DM","Public Health","Male","2800","1054","3854"
