"vaccine_rollout_phase","province","district","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","kwazulu-natal","Ugu DM","Public Health","Male","7868","2740","10608"
"National","kwazulu-natal","uMgungundlovu DM","Private Health","Female","1569","814","2383"
"National","kwazulu-natal","uMgungundlovu DM","Private Health","Male","1451","736","2187"
"National","kwazulu-natal","uMgungundlovu DM","Public Health","Female","12398","4960","17358"
"National","kwazulu-natal","uMgungundlovu DM","Public Health","Male","8690","3086","11776"
"National","kwazulu-natal","Umkhanyakude DM","Private Health","Female","21","5","26"
"National","kwazulu-natal","Umkhanyakude DM","Private Health","Male","23","6","29"
"National","kwazulu-natal","Umkhanyakude DM","Public Health","Female","20102","10194","30296"
"National","kwazulu-natal","Umkhanyakude DM","Public Health","Male","12744","5372","18116"
"National","kwazulu-natal","Umzinyathi DM","Private Health","Female","56","18","74"
"National","kwazulu-natal","Umzinyathi DM","Private Health","Male","31","13","44"
"National","kwazulu-natal","Umzinyathi DM","Public Health","Female","14576","6258","20834"
"National","kwazulu-natal","Umzinyathi DM","Public Health","Male","9013","3420","12433"
"National","kwazulu-natal","Uthukela DM","Private Health","Female","273","117","390"
"National","kwazulu-natal","Uthukela DM","Private Health","Male","180","74","254"
"National","kwazulu-natal","Uthukela DM","Public Health","Female","14918","6746","21664"
"National","kwazulu-natal","Uthukela DM","Public Health","Male","10125","3976","14101"
"National","kwazulu-natal","Zululand DM","Private Health","Female","57","7","64"
"National","kwazulu-natal","Zululand DM","Private Health","Male","45","4","49"
"National","kwazulu-natal","Zululand DM","Public Health","Female","23643","12612","36255"
"National","kwazulu-natal","Zululand DM","Public Health","Male","17038","8023","25061"
"National","limpopo","Capricorn DM","Private Health","Female","2524","1355","3879"
"National","limpopo","Capricorn DM","Private Health","Male","2063","1015","3078"
"National","limpopo","Capricorn DM","Public Health","Female","34859","14257","49116"
"National","limpopo","Capricorn DM","Public Health","Male","29926","10836","40762"
"National","limpopo","Mopani DM","Private Health","Female","940","469","1409"
"National","limpopo","Mopani DM","Private Health","Male","830","397","1227"
"National","limpopo","Mopani DM","Public Health","Female","36110","12572","48682"
"National","limpopo","Mopani DM","Public Health","Male","29738","9072","38810"
"National","limpopo","Sekhukhune DM","Private Health","Female","894","471","1365"
"National","limpopo","Sekhukhune DM","Private Health","Male","889","372","1261"
"National","limpopo","Sekhukhune DM","Public Health","Female","25309","9528","34837"
"National","limpopo","Sekhukhune DM","Public Health","Male","24791","8050","32841"
"National","limpopo","Vhembe DM","Private Health","Female","5725","2445","8170"
"National","limpopo","Vhembe DM","Private Health","Male","3957","1435","5392"
"National","limpopo","Vhembe DM","Public Health","Female","32031","10174","42205"
"National","limpopo","Vhembe DM","Public Health","Male","26632","7261","33893"
"National","limpopo","Waterberg DM","Private Health","Female","1213","496","1709"
"National","limpopo","Waterberg DM","Private Health","Male","1106","433","1539"
"National","limpopo","Waterberg DM","Public Health","Female","16429","6482","22911"
"National","limpopo","Waterberg DM","Public Health","Male","13698","4754","18452"
"National","mpumalanga","Ehlanzeni DM","Private Health","Female","1954","917","2871"
"National","mpumalanga","Ehlanzeni DM","Private Health","Male","1682","821","2503"
"National","mpumalanga","Ehlanzeni DM","Public Health","Female","45707","19165","64872"
"National","mpumalanga","Ehlanzeni DM","Public Health","Male","35035","12509","47544"
"National","mpumalanga","G Sibande DM","Private Health","Female","678","259","937"
"National","mpumalanga","G Sibande DM","Private Health","Male","584","244","828"
"National","mpumalanga","G Sibande DM","Public Health","Female","15186","5975","21161"
"National","mpumalanga","G Sibande DM","Public Health","Male","11710","4069","15779"
"National","mpumalanga","Nkangala DM","Private Health","Female","1028","432","1460"
"National","mpumalanga","Nkangala DM","Private Health","Male","992","393","1385"
"National","mpumalanga","Nkangala DM","Public Health","Female","15776","6093","21869"
"National","mpumalanga","Nkangala DM","Public Health","Male","16314","5060","21374"
"National","northern cape","Frances Baard DM","Private Health","Female","1200","607","1807"
"National","northern cape","Frances Baard DM","Private Health","Male","1153","502","1655"
"National","northern cape","Frances Baard DM","Public Health","Female","6340","3098","9438"
"National","northern cape","Frances Baard DM","Public Health","Male","5118","2306","7424"
"National","northern cape","J T Gaetsewe DM","Private Health","Female","310","192","502"
"National","northern cape","J T Gaetsewe DM","Private Health","Male","267","142","409"
"National","northern cape","J T Gaetsewe DM","Public Health","Female","3615","1327","4942"
"National","northern cape","J T Gaetsewe DM","Public Health","Male","2822","966","3788"
"National","northern cape","Namakwa DM","Private Health","Female","164","97","261"
"National","northern cape","Namakwa DM","Private Health","Male","150","70","220"
"National","northern cape","Namakwa DM","Public Health","Female","1518","558","2076"
"National","northern cape","Namakwa DM","Public Health","Male","1209","428","1637"
"National","northern cape","Pixley ka Seme DM","Public Health","Female","3541","1577","5118"
"National","northern cape","Pixley ka Seme DM","Public Health","Male","2721","1130","3851"
"National","northern cape","ZF Mgcawu DM","Private Health","Female","309","106","415"
"National","northern cape","ZF Mgcawu DM","Private Health","Male","257","73","330"
"National","northern cape","ZF Mgcawu DM","Public Health","Female","3690","1628","5318"
"National","northern cape","ZF Mgcawu DM","Public Health","Male","2907","1141","4048"
"National","north west","Bojanala Platinum DM","Private Health","Female","2391","1146","3537"
"National","north west","Bojanala Platinum DM","Private Health","Male","2167","944","3111"
"National","north west","Bojanala Platinum DM","Public Health","Female","29578","12404","41982"
"National","north west","Bojanala Platinum DM","Public Health","Male","24413","9112","33525"
"National","north west","Dr K Kaunda DM","Private Health","Female","1320","645","1965"
"National","north west","Dr K Kaunda DM","Private Health","Male","1125","521","1646"
"National","north west","Dr K Kaunda DM","Public Health","Female","12416","4365","16781"
"National","north west","Dr K Kaunda DM","Public Health","Male","10137","3285","13422"
"National","north west","Ngaka Modiri Molema DM","Private Health","Female","876","364","1240"
"National","north west","Ngaka Modiri Molema DM","Private Health","Male","799","358","1157"
"National","north west","Ngaka Modiri Molema DM","Public Health","Female","20209","7059","27268"
"National","north west","Ngaka Modiri Molema DM","Public Health","Male","16833","5081","21914"
"National","north west","Ruth Segomotsi Mompati DM","Private Health","Female","238","125","363"
"National","north west","Ruth Segomotsi Mompati DM","Private Health","Male","315","114","429"
"National","north west","Ruth Segomotsi Mompati DM","Public Health","Female","13001","3726","16727"
"National","north west","Ruth Segomotsi Mompati DM","Public Health","Male","11476","2978","14454"
"National","western cape","Cape Town MM","Private Health","Female","16397","9079","25476"
"National","western cape","Cape Town MM","Private Health","Male","14906","7922","22828"
"National","western cape","Cape Town MM","Public Health","Female","29018","10477","39495"
"National","western cape","Cape Town MM","Public Health","Male","24593","9015","33608"
"National","western cape","Cape Winelands DM","Private Health","Female","2837","1528","4365"
"National","western cape","Cape Winelands DM","Private Health","Male","2566","1342","3908"
"National","western cape","Cape Winelands DM","Public Health","Female","6355","2627","8982"
"National","western cape","Cape Winelands DM","Public Health","Male","5539","2118","7657"
"National","western cape","Central Karoo DM","Private Health","Female","71","42","113"
"National","western cape","Central Karoo DM","Private Health","Male","60","27","87"
"National","western cape","Central Karoo DM","Public Health","Female","728","331","1059"
"National","western cape","Central Karoo DM","Public Health","Male","566","255","821"
"National","western cape","Garden Route DM","Private Health","Female","1089","605","1694"
"National","western cape","Garden Route DM","Private Health","Male","983","506","1489"
"National","western cape","Garden Route DM","Public Health","Female","5113","1940","7053"
"National","western cape","Garden Route DM","Public Health","Male","4285","1453","5738"
"National","western cape","Overberg DM","Private Health","Female","535","283","818"
"National","western cape","Overberg DM","Private Health","Male","475","219","694"
"National","western cape","Overberg DM","Public Health","Female","2444","711","3155"
"National","western cape","Overberg DM","Public Health","Male","1866","552","2418"
"National","western cape","West Coast DM","Private Health","Female","839","438","1277"
"National","western cape","West Coast DM","Private Health","Male","804","381","1185"
"National","western cape","West Coast DM","Public Health","Female","3278","1451","4729"
"National","western cape","West Coast DM","Public Health","Male","2778","1050","3828"
