"vaccine_rollout_phase","province","district","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","northern cape","Namakwa DM","Public Health","Male","1227","432","1659"
"National","northern cape","Pixley ka Seme DM","Public Health","Female","3607","1595","5202"
"National","northern cape","Pixley ka Seme DM","Public Health","Male","2752","1143","3895"
"National","northern cape","ZF Mgcawu DM","Private Health","Female","316","110","426"
"National","northern cape","ZF Mgcawu DM","Private Health","Male","264","76","340"
"National","northern cape","ZF Mgcawu DM","Public Health","Female","3639","1521","5160"
"National","northern cape","ZF Mgcawu DM","Public Health","Male","2879","1067","3946"
"National","north west","Bojanala Platinum DM","Private Health","Female","2442","1170","3612"
"National","north west","Bojanala Platinum DM","Private Health","Male","2221","969","3190"
"National","north west","Bojanala Platinum DM","Public Health","Female","29872","12299","42171"
"National","north west","Bojanala Platinum DM","Public Health","Male","24564","8949","33513"
"National","north west","Dr K Kaunda DM","Private Health","Female","1350","660","2010"
"National","north west","Dr K Kaunda DM","Private Health","Male","1148","533","1681"
"National","north west","Dr K Kaunda DM","Public Health","Female","12626","4434","17060"
"National","north west","Dr K Kaunda DM","Public Health","Male","10288","3325","13613"
"National","north west","Ngaka Modiri Molema DM","Private Health","Female","907","375","1282"
"National","north west","Ngaka Modiri Molema DM","Private Health","Male","811","362","1173"
"National","north west","Ngaka Modiri Molema DM","Public Health","Female","20507","7132","27639"
"National","north west","Ngaka Modiri Molema DM","Public Health","Male","17029","5122","22151"
"National","north west","Ruth Segomotsi Mompati DM","Private Health","Female","242","131","373"
"National","north west","Ruth Segomotsi Mompati DM","Private Health","Male","331","119","450"
"National","north west","Ruth Segomotsi Mompati DM","Public Health","Female","13198","3783","16981"
"National","north west","Ruth Segomotsi Mompati DM","Public Health","Male","11670","3009","14679"
"National","western cape","Cape Town MM","Private Health","Female","16781","9272","26053"
"National","western cape","Cape Town MM","Private Health","Male","15238","8078","23316"
"National","western cape","Cape Town MM","Public Health","Female","29584","10625","40209"
"National","western cape","Cape Town MM","Public Health","Male","24978","9117","34095"
"National","western cape","Cape Winelands DM","Private Health","Female","2922","1576","4498"
"National","western cape","Cape Winelands DM","Private Health","Male","2621","1369","3990"
"National","western cape","Cape Winelands DM","Public Health","Female","6349","2461","8810"
"National","western cape","Cape Winelands DM","Public Health","Male","5461","1979","7440"
"National","western cape","Central Karoo DM","Private Health","Female","71","42","113"
"National","western cape","Central Karoo DM","Private Health","Male","61","27","88"
"National","western cape","Central Karoo DM","Public Health","Female","744","342","1086"
"National","western cape","Central Karoo DM","Public Health","Male","568","253","821"
"National","western cape","Garden Route DM","Private Health","Female","1117","621","1738"
"National","western cape","Garden Route DM","Private Health","Male","1011","521","1532"
"National","western cape","Garden Route DM","Public Health","Female","5181","1944","7125"
"National","western cape","Garden Route DM","Public Health","Male","4339","1455","5794"
"National","western cape","Overberg DM","Private Health","Female","545","285","830"
"National","western cape","Overberg DM","Private Health","Male","484","224","708"
"National","western cape","Overberg DM","Public Health","Female","2481","718","3199"
"National","western cape","Overberg DM","Public Health","Male","1905","551","2456"
"National","western cape","West Coast DM","Private Health","Female","858","445","1303"
"National","western cape","West Coast DM","Private Health","Male","833","394","1227"
"National","western cape","West Coast DM","Public Health","Female","3322","1434","4756"
"National","western cape","West Coast DM","Public Health","Male","2812","1040","3852"
