"vaccine_rollout_phase","province","district","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","north west","Dr K Kaunda DM","Public Health","Male","10243","3311","13554"
"National","north west","Ngaka Modiri Molema DM","Private Health","Female","897","370","1267"
"National","north west","Ngaka Modiri Molema DM","Private Health","Male","808","362","1170"
"National","north west","Ngaka Modiri Molema DM","Public Health","Female","20462","7111","27573"
"National","north west","Ngaka Modiri Molema DM","Public Health","Male","17001","5106","22107"
"National","north west","Ruth Segomotsi Mompati DM","Private Health","Female","241","130","371"
"National","north west","Ruth Segomotsi Mompati DM","Private Health","Male","328","116","444"
"National","north west","Ruth Segomotsi Mompati DM","Public Health","Female","13140","3762","16902"
"National","north west","Ruth Segomotsi Mompati DM","Public Health","Male","11605","3001","14606"
"National","western cape","Cape Town MM","Private Health","Female","16666","9214","25880"
"National","western cape","Cape Town MM","Private Health","Male","15146","8030","23176"
"National","western cape","Cape Town MM","Public Health","Female","29385","10591","39976"
"National","western cape","Cape Town MM","Public Health","Male","24850","9085","33935"
"National","western cape","Cape Winelands DM","Private Health","Female","2889","1557","4446"
"National","western cape","Cape Winelands DM","Private Health","Male","2608","1364","3972"
"National","western cape","Cape Winelands DM","Public Health","Female","6433","2553","8986"
"National","western cape","Cape Winelands DM","Public Health","Male","5575","2045","7620"
"National","western cape","Central Karoo DM","Private Health","Female","71","42","113"
"National","western cape","Central Karoo DM","Private Health","Male","61","27","88"
"National","western cape","Central Karoo DM","Public Health","Female","741","340","1081"
"National","western cape","Central Karoo DM","Public Health","Male","566","252","818"
"National","western cape","Garden Route DM","Private Health","Female","1107","612","1719"
"National","western cape","Garden Route DM","Private Health","Male","1006","517","1523"
"National","western cape","Garden Route DM","Public Health","Female","5177","1952","7129"
"National","western cape","Garden Route DM","Public Health","Male","4323","1454","5777"
"National","western cape","Overberg DM","Private Health","Female","541","284","825"
"National","western cape","Overberg DM","Private Health","Male","481","222","703"
"National","western cape","Overberg DM","Public Health","Female","2473","721","3194"
"National","western cape","Overberg DM","Public Health","Male","1894","551","2445"
"National","western cape","West Coast DM","Private Health","Female","852","442","1294"
"National","western cape","West Coast DM","Private Health","Male","824","388","1212"
"National","western cape","West Coast DM","Public Health","Female","3318","1441","4759"
"National","western cape","West Coast DM","Public Health","Male","2811","1042","3853"
