"vaccine_rollout_phase","province","district","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","kwazulu-natal","Amajuba DM","Private Health","Female","216","73","289"
"National","kwazulu-natal","Amajuba DM","Private Health","Male","186","57","243"
"National","kwazulu-natal","Amajuba DM","Public Health","Female","6643","2849","9492"
"National","kwazulu-natal","Amajuba DM","Public Health","Male","4255","1746","6001"
"National","kwazulu-natal","eThekwini MM","Private Health","Female","12010","7087","19097"
"National","kwazulu-natal","eThekwini MM","Private Health","Male","11141","6232","17373"
"National","kwazulu-natal","eThekwini MM","Public Health","Female","14541","5541","20082"
"National","kwazulu-natal","eThekwini MM","Public Health","Male","11818","4424","16242"
"National","kwazulu-natal","Harry Gwala DM","Private Health","Female","368","172","540"
"National","kwazulu-natal","Harry Gwala DM","Private Health","Male","350","137","487"
"National","kwazulu-natal","Harry Gwala DM","Public Health","Female","13123","7790","20913"
"National","kwazulu-natal","Harry Gwala DM","Public Health","Male","10266","5627","15893"
"National","kwazulu-natal","iLembe DM","Private Health","Female","554","336","890"
"National","kwazulu-natal","iLembe DM","Private Health","Male","491","284","775"
"National","kwazulu-natal","iLembe DM","Public Health","Female","8455","4171","12626"
"National","kwazulu-natal","iLembe DM","Public Health","Male","4981","2212","7193"
"National","kwazulu-natal","King Cetshwayo DM","Private Health","Female","339","136","475"
"National","kwazulu-natal","King Cetshwayo DM","Private Health","Male","315","96","411"
"National","kwazulu-natal","King Cetshwayo DM","Public Health","Female","12540","5109","17649"
"National","kwazulu-natal","King Cetshwayo DM","Public Health","Male","8099","3108","11207"
"National","kwazulu-natal","Ugu DM","Private Health","Female","906","563","1469"
"National","kwazulu-natal","Ugu DM","Private Health","Male","723","430","1153"
"National","kwazulu-natal","Ugu DM","Public Health","Female","12491","5148","17639"
"National","kwazulu-natal","Ugu DM","Public Health","Male","8031","2745","10776"
"National","kwazulu-natal","uMgungundlovu DM","Private Health","Female","1650","857","2507"
"National","kwazulu-natal","uMgungundlovu DM","Private Health","Male","1522","776","2298"
"National","kwazulu-natal","uMgungundlovu DM","Public Health","Female","12601","4976","17577"
"National","kwazulu-natal","uMgungundlovu DM","Public Health","Male","8715","3040","11755"
"National","kwazulu-natal","Umkhanyakude DM","Private Health","Female","21","5","26"
"National","kwazulu-natal","Umkhanyakude DM","Private Health","Male","26","7","33"
"National","kwazulu-natal","Umkhanyakude DM","Public Health","Female","20689","10284","30973"
"National","kwazulu-natal","Umkhanyakude DM","Public Health","Male","13136","5405","18541"
"National","kwazulu-natal","Umzinyathi DM","Private Health","Female","59","19","78"
"National","kwazulu-natal","Umzinyathi DM","Private Health","Male","34","14","48"
"National","kwazulu-natal","Umzinyathi DM","Public Health","Female","15069","6391","21460"
"National","kwazulu-natal","Umzinyathi DM","Public Health","Male","9303","3479","12782"
"National","kwazulu-natal","Uthukela DM","Private Health","Female","289","125","414"
"National","kwazulu-natal","Uthukela DM","Private Health","Male","187","78","265"
"National","kwazulu-natal","Uthukela DM","Public Health","Female","15512","6972","22484"
"National","kwazulu-natal","Uthukela DM","Public Health","Male","10446","4069","14515"
"National","kwazulu-natal","Zululand DM","Private Health","Female","60","7","67"
"National","kwazulu-natal","Zululand DM","Private Health","Male","48","4","52"
"National","kwazulu-natal","Zululand DM","Public Health","Female","24486","13011","37497"
"National","kwazulu-natal","Zululand DM","Public Health","Male","17576","8202","25778"
"National","limpopo","Capricorn DM","Private Health","Female","2648","1419","4067"
"National","limpopo","Capricorn DM","Private Health","Male","2157","1066","3223"
"National","limpopo","Capricorn DM","Public Health","Female","34004","13648","47652"
"National","limpopo","Capricorn DM","Public Health","Male","29391","10282","39673"
"National","limpopo","Mopani DM","Private Health","Female","983","487","1470"
"National","limpopo","Mopani DM","Private Health","Male","853","407","1260"
"National","limpopo","Mopani DM","Public Health","Female","36112","11985","48097"
"National","limpopo","Mopani DM","Public Health","Male","29714","8553","38267"
"National","limpopo","Sekhukhune DM","Private Health","Female","840","404","1244"
"National","limpopo","Sekhukhune DM","Private Health","Male","835","315","1150"
"National","limpopo","Sekhukhune DM","Public Health","Female","25423","9572","34995"
"National","limpopo","Sekhukhune DM","Public Health","Male","25087","8092","33179"
"National","limpopo","Vhembe DM","Private Health","Female","5988","2529","8517"
"National","limpopo","Vhembe DM","Private Health","Male","4106","1486","5592"
"National","limpopo","Vhembe DM","Public Health","Female","32609","10361","42970"
"National","limpopo","Vhembe DM","Public Health","Male","27105","7384","34489"
"National","limpopo","Waterberg DM","Private Health","Female","1266","516","1782"
"National","limpopo","Waterberg DM","Private Health","Male","1142","443","1585"
"National","limpopo","Waterberg DM","Public Health","Female","16375","6357","22732"
"National","limpopo","Waterberg DM","Public Health","Male","13560","4624","18184"
"National","mpumalanga","Ehlanzeni DM","Private Health","Female","2057","959","3016"
"National","mpumalanga","Ehlanzeni DM","Private Health","Male","1746","846","2592"
"National","mpumalanga","Ehlanzeni DM","Public Health","Female","45581","17740","63321"
"National","mpumalanga","Ehlanzeni DM","Public Health","Male","34586","11292","45878"
"National","mpumalanga","G Sibande DM","Private Health","Female","708","277","985"
"National","mpumalanga","G Sibande DM","Private Health","Male","602","251","853"
"National","mpumalanga","G Sibande DM","Public Health","Female","15577","5896","21473"
"National","mpumalanga","G Sibande DM","Public Health","Male","11972","4006","15978"
"National","mpumalanga","Nkangala DM","Private Health","Female","1079","451","1530"
"National","mpumalanga","Nkangala DM","Private Health","Male","1027","404","1431"
"National","mpumalanga","Nkangala DM","Public Health","Female","16340","6211","22551"
"National","mpumalanga","Nkangala DM","Public Health","Male","17128","5209","22337"
"National","northern cape","Frances Baard DM","Private Health","Female","1262","631","1893"
"National","northern cape","Frances Baard DM","Private Health","Male","1202","515","1717"
"National","northern cape","Frances Baard DM","Public Health","Female","6325","2781","9106"
"National","northern cape","Frances Baard DM","Public Health","Male","5065","2081","7146"
"National","northern cape","J T Gaetsewe DM","Private Health","Female","319","201","520"
"National","northern cape","J T Gaetsewe DM","Private Health","Male","278","144","422"
"National","northern cape","J T Gaetsewe DM","Public Health","Female","3102","1122","4224"
"National","northern cape","J T Gaetsewe DM","Public Health","Male","2385","841","3226"
"National","northern cape","Namakwa DM","Private Health","Female","169","99","268"
"National","northern cape","Namakwa DM","Private Health","Male","156","72","228"
"National","northern cape","Namakwa DM","Public Health","Female","1569","576","2145"
"National","northern cape","Namakwa DM","Public Health","Male","1254","440","1694"
"National","northern cape","Pixley ka Seme DM","Public Health","Female","3666","1620","5286"
"National","northern cape","Pixley ka Seme DM","Public Health","Male","2790","1154","3944"
"National","northern cape","ZF Mgcawu DM","Private Health","Female","325","111","436"
"National","northern cape","ZF Mgcawu DM","Private Health","Male","268","79","347"
"National","northern cape","ZF Mgcawu DM","Public Health","Female","3569","1500","5069"
"National","northern cape","ZF Mgcawu DM","Public Health","Male","2836","1062","3898"
"National","north west","Bojanala Platinum DM","Private Health","Female","2496","1195","3691"
"National","north west","Bojanala Platinum DM","Private Health","Male","2270","993","3263"
"National","north west","Bojanala Platinum DM","Public Health","Female","30100","12355","42455"
"National","north west","Bojanala Platinum DM","Public Health","Male","24652","8952","33604"
"National","north west","Dr K Kaunda DM","Private Health","Female","1385","672","2057"
"National","north west","Dr K Kaunda DM","Private Health","Male","1166","539","1705"
"National","north west","Dr K Kaunda DM","Public Health","Female","12803","4486","17289"
"National","north west","Dr K Kaunda DM","Public Health","Male","10389","3335","13724"
"National","north west","Ngaka Modiri Molema DM","Private Health","Female","920","381","1301"
"National","north west","Ngaka Modiri Molema DM","Private Health","Male","825","368","1193"
"National","north west","Ngaka Modiri Molema DM","Public Health","Female","20771","7119","27890"
"National","north west","Ngaka Modiri Molema DM","Public Health","Male","17206","5104","22310"
"National","north west","Ruth Segomotsi Mompati DM","Private Health","Female","249","136","385"
"National","north west","Ruth Segomotsi Mompati DM","Private Health","Male","341","120","461"
"National","north west","Ruth Segomotsi Mompati DM","Public Health","Female","13391","3819","17210"
"National","north west","Ruth Segomotsi Mompati DM","Public Health","Male","11793","3021","14814"
"National","western cape","Cape Town MM","Private Health","Female","17125","9471","26596"
"National","western cape","Cape Town MM","Private Health","Male","15521","8226","23747"
"National","western cape","Cape Town MM","Public Health","Female","30071","10536","40607"
"National","western cape","Cape Town MM","Public Health","Male","25335","9048","34383"
"National","western cape","Cape Winelands DM","Private Health","Female","2980","1606","4586"
"National","western cape","Cape Winelands DM","Private Health","Male","2689","1410","4099"
"National","western cape","Cape Winelands DM","Public Health","Female","6330","2374","8704"
"National","western cape","Cape Winelands DM","Public Health","Male","5404","1851","7255"
"National","western cape","Central Karoo DM","Private Health","Female","73","42","115"
"National","western cape","Central Karoo DM","Private Health","Male","61","27","88"
"National","western cape","Central Karoo DM","Public Health","Female","761","339","1100"
"National","western cape","Central Karoo DM","Public Health","Male","578","254","832"
"National","western cape","Garden Route DM","Private Health","Female","1137","635","1772"
"National","western cape","Garden Route DM","Private Health","Male","1038","542","1580"
"National","western cape","Garden Route DM","Public Health","Female","5218","1830","7048"
"National","western cape","Garden Route DM","Public Health","Male","4363","1376","5739"
"National","western cape","Overberg DM","Private Health","Female","556","290","846"
"National","western cape","Overberg DM","Private Health","Male","496","234","730"
"National","western cape","Overberg DM","Public Health","Female","2517","717","3234"
"National","western cape","Overberg DM","Public Health","Male","1941","549","2490"
"National","western cape","West Coast DM","Private Health","Female","882","456","1338"
"National","western cape","West Coast DM","Private Health","Male","852","404","1256"
"National","western cape","West Coast DM","Public Health","Female","3334","1235","4569"
"National","western cape","West Coast DM","Public Health","Male","2816","921","3737"
