"vaccine_rollout_phase","province","district","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","north west","Dr K Kaunda DM","Public Health","Male","10235","3308","13543"
"National","north west","Ngaka Modiri Molema DM","Private Health","Female","896","370","1266"
"National","north west","Ngaka Modiri Molema DM","Private Health","Male","807","362","1169"
"National","north west","Ngaka Modiri Molema DM","Public Health","Female","20446","7110","27556"
"National","north west","Ngaka Modiri Molema DM","Public Health","Male","16986","5106","22092"
"National","north west","Ruth Segomotsi Mompati DM","Private Health","Female","240","130","370"
"National","north west","Ruth Segomotsi Mompati DM","Private Health","Male","328","116","444"
"National","north west","Ruth Segomotsi Mompati DM","Public Health","Female","13130","3760","16890"
"National","north west","Ruth Segomotsi Mompati DM","Public Health","Male","11594","3000","14594"
"National","western cape","Cape Town MM","Private Health","Female","16639","9199","25838"
"National","western cape","Cape Town MM","Private Health","Male","15111","8014","23125"
"National","western cape","Cape Town MM","Public Health","Female","29339","10575","39914"
"National","western cape","Cape Town MM","Public Health","Male","24821","9076","33897"
"National","western cape","Cape Winelands DM","Private Health","Female","2887","1555","4442"
"National","western cape","Cape Winelands DM","Private Health","Male","2606","1363","3969"
"National","western cape","Cape Winelands DM","Public Health","Female","6415","2548","8963"
"National","western cape","Cape Winelands DM","Public Health","Male","5573","2049","7622"
"National","western cape","Central Karoo DM","Private Health","Female","71","42","113"
"National","western cape","Central Karoo DM","Private Health","Male","61","27","88"
"National","western cape","Central Karoo DM","Public Health","Female","739","338","1077"
"National","western cape","Central Karoo DM","Public Health","Male","565","252","817"
"National","western cape","Garden Route DM","Private Health","Female","1105","612","1717"
"National","western cape","Garden Route DM","Private Health","Male","1006","516","1522"
"National","western cape","Garden Route DM","Public Health","Female","5167","1947","7114"
"National","western cape","Garden Route DM","Public Health","Male","4317","1454","5771"
"National","western cape","Overberg DM","Private Health","Female","541","284","825"
"National","western cape","Overberg DM","Private Health","Male","481","221","702"
"National","western cape","Overberg DM","Public Health","Female","2472","720","3192"
"National","western cape","Overberg DM","Public Health","Male","1891","551","2442"
"National","western cape","West Coast DM","Private Health","Female","851","442","1293"
"National","western cape","West Coast DM","Private Health","Male","822","388","1210"
"National","western cape","West Coast DM","Public Health","Female","3313","1442","4755"
"National","western cape","West Coast DM","Public Health","Male","2804","1041","3845"
