"vaccine_rollout_phase","province","district","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","north west","Dr K Kaunda DM","Public Health","Male","10248","3313","13561"
"National","north west","Ngaka Modiri Molema DM","Private Health","Female","898","371","1269"
"National","north west","Ngaka Modiri Molema DM","Private Health","Male","809","362","1171"
"National","north west","Ngaka Modiri Molema DM","Public Health","Female","20468","7112","27580"
"National","north west","Ngaka Modiri Molema DM","Public Health","Male","17010","5112","22122"
"National","north west","Ruth Segomotsi Mompati DM","Private Health","Female","241","130","371"
"National","north west","Ruth Segomotsi Mompati DM","Private Health","Male","328","116","444"
"National","north west","Ruth Segomotsi Mompati DM","Public Health","Female","13144","3762","16906"
"National","north west","Ruth Segomotsi Mompati DM","Public Health","Male","11611","3001","14612"
"National","western cape","Cape Town MM","Private Health","Female","16668","9215","25883"
"National","western cape","Cape Town MM","Private Health","Male","15150","8032","23182"
"National","western cape","Cape Town MM","Public Health","Female","29401","10596","39997"
"National","western cape","Cape Town MM","Public Health","Male","24861","9089","33950"
"National","western cape","Cape Winelands DM","Private Health","Female","2892","1559","4451"
"National","western cape","Cape Winelands DM","Private Health","Male","2609","1364","3973"
"National","western cape","Cape Winelands DM","Public Health","Female","6438","2555","8993"
"National","western cape","Cape Winelands DM","Public Health","Male","5575","2045","7620"
"National","western cape","Central Karoo DM","Private Health","Female","71","42","113"
"National","western cape","Central Karoo DM","Private Health","Male","61","27","88"
"National","western cape","Central Karoo DM","Public Health","Female","741","340","1081"
"National","western cape","Central Karoo DM","Public Health","Male","566","252","818"
"National","western cape","Garden Route DM","Private Health","Female","1107","612","1719"
"National","western cape","Garden Route DM","Private Health","Male","1006","517","1523"
"National","western cape","Garden Route DM","Public Health","Female","5178","1952","7130"
"National","western cape","Garden Route DM","Public Health","Male","4326","1456","5782"
"National","western cape","Overberg DM","Private Health","Female","541","284","825"
"National","western cape","Overberg DM","Private Health","Male","481","222","703"
"National","western cape","Overberg DM","Public Health","Female","2474","722","3196"
"National","western cape","Overberg DM","Public Health","Male","1895","551","2446"
"National","western cape","West Coast DM","Private Health","Female","852","442","1294"
"National","western cape","West Coast DM","Private Health","Male","824","388","1212"
"National","western cape","West Coast DM","Public Health","Female","3318","1441","4759"
"National","western cape","West Coast DM","Public Health","Male","2812","1042","3854"
