"vaccine_manufacturer","province","district","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Uthukela DM","Adults","96904"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Zululand DM","Adults","98877"
"Janssen Vaccines & Prevention B.V","limpopo","Capricorn DM","Adults","274707"
"Janssen Vaccines & Prevention B.V","limpopo","Mopani DM","Adults","245172"
"Janssen Vaccines & Prevention B.V","limpopo","Sekhukhune DM","Adults","186666"
"Janssen Vaccines & Prevention B.V","limpopo","Vhembe DM","Adults","244278"
"Janssen Vaccines & Prevention B.V","limpopo","Waterberg DM","Adults","136481"
"Janssen Vaccines & Prevention B.V","mpumalanga","Ehlanzeni DM","Adults","415226"
"Janssen Vaccines & Prevention B.V","mpumalanga","G Sibande DM","Adults","189180"
"Janssen Vaccines & Prevention B.V","mpumalanga","Nkangala DM","Adults","232323"
"Janssen Vaccines & Prevention B.V","northern cape","Frances Baard DM","Adults","71887"
"Janssen Vaccines & Prevention B.V","northern cape","J T Gaetsewe DM","Adults","41674"
"Janssen Vaccines & Prevention B.V","northern cape","Namakwa DM","Adults","16369"
"Janssen Vaccines & Prevention B.V","northern cape","Pixley ka Seme DM","Adults","28249"
"Janssen Vaccines & Prevention B.V","northern cape","ZF Mgcawu DM","Adults","59102"
"Janssen Vaccines & Prevention B.V","north west","Bojanala Platinum DM","Adults","296070"
"Janssen Vaccines & Prevention B.V","north west","Dr K Kaunda DM","Adults","109340"
"Janssen Vaccines & Prevention B.V","north west","Ngaka Modiri Molema DM","Adults","201062"
"Janssen Vaccines & Prevention B.V","north west","Ruth Segomotsi Mompati DM","Adults","110554"
"Janssen Vaccines & Prevention B.V","western cape","Cape Town MM","Adults","433478"
"Janssen Vaccines & Prevention B.V","western cape","Cape Winelands DM","Adults","121602"
"Janssen Vaccines & Prevention B.V","western cape","Central Karoo DM","Adults","6836"
"Janssen Vaccines & Prevention B.V","western cape","Garden Route DM","Adults","78027"
"Janssen Vaccines & Prevention B.V","western cape","Overberg DM","Adults","47502"
"Janssen Vaccines & Prevention B.V","western cape","West Coast DM","Adults","68640"
"Pfizer","eastern cape","Amathole DM","12-17 Years","8791"
"Pfizer","eastern cape","Amathole DM","Adults","148555"
"Pfizer","eastern cape","A Nzo DM","12-17 Years","25843"
"Pfizer","eastern cape","A Nzo DM","Adults","102937"
"Pfizer","eastern cape","Buffalo City MM","12-17 Years","17547"
"Pfizer","eastern cape","Buffalo City MM","Adults","212321"
"Pfizer","eastern cape","C Hani DM","12-17 Years","6444"
"Pfizer","eastern cape","C Hani DM","Adults","118841"
"Pfizer","eastern cape","Joe Gqabi DM","12-17 Years","5436"
"Pfizer","eastern cape","Joe Gqabi DM","Adults","56012"
"Pfizer","eastern cape","N Mandela Bay MM","12-17 Years","14675"
"Pfizer","eastern cape","N Mandela Bay MM","Adults","275994"
"Pfizer","eastern cape","O Tambo DM","12-17 Years","29455"
"Pfizer","eastern cape","O Tambo DM","Adults","136530"
"Pfizer","eastern cape","Sarah Baartman DM","12-17 Years","11207"
"Pfizer","eastern cape","Sarah Baartman DM","Adults","93446"
"Pfizer","free state","Fezile Dabi DM","12-17 Years","9257"
"Pfizer","free state","Fezile Dabi DM","Adults","93825"
"Pfizer","free state","Lejweleputswa DM","12-17 Years","11549"
"Pfizer","free state","Lejweleputswa DM","Adults","153871"
"Pfizer","free state","Mangaung MM","12-17 Years","28162"
"Pfizer","free state","Mangaung MM","Adults","201445"
"Pfizer","free state","T Mofutsanyana DM","12-17 Years","29105"
"Pfizer","free state","T Mofutsanyana DM","Adults","137487"
"Pfizer","free state","Xhariep DM","12-17 Years","1989"
"Pfizer","free state","Xhariep DM","Adults","14228"
"Pfizer","gauteng","Ekurhuleni MM","12-17 Years","38752"
"Pfizer","gauteng","Ekurhuleni MM","Adults","806708"
"Pfizer","gauteng","Johannesburg MM","12-17 Years","55790"
"Pfizer","gauteng","Johannesburg MM","Adults","1492095"
"Pfizer","gauteng","Sedibeng DM","12-17 Years","12198"
"Pfizer","gauteng","Sedibeng DM","Adults","155059"
"Pfizer","gauteng","Tshwane MM","12-17 Years","44288"
"Pfizer","gauteng","Tshwane MM","Adults","730354"
"Pfizer","gauteng","West Rand DM","12-17 Years","18107"
"Pfizer","gauteng","West Rand DM","Adults","234430"
"Pfizer","kwazulu-natal","Amajuba DM","12-17 Years","4711"
"Pfizer","kwazulu-natal","Amajuba DM","Adults","49955"
"Pfizer","kwazulu-natal","eThekwini MM","12-17 Years","23123"
"Pfizer","kwazulu-natal","eThekwini MM","Adults","769534"
"Pfizer","kwazulu-natal","Harry Gwala DM","12-17 Years","13676"
"Pfizer","kwazulu-natal","Harry Gwala DM","Adults","68192"
"Pfizer","kwazulu-natal","iLembe DM","12-17 Years","6972"
"Pfizer","kwazulu-natal","iLembe DM","Adults","98747"
"Pfizer","kwazulu-natal","King Cetshwayo DM","12-17 Years","8403"
"Pfizer","kwazulu-natal","King Cetshwayo DM","Adults","92721"
"Pfizer","kwazulu-natal","Ugu DM","12-17 Years","8842"
"Pfizer","kwazulu-natal","Ugu DM","Adults","134515"
"Pfizer","kwazulu-natal","uMgungundlovu DM","12-17 Years","9593"
"Pfizer","kwazulu-natal","uMgungundlovu DM","Adults","213332"
"Pfizer","kwazulu-natal","Umkhanyakude DM","12-17 Years","15689"
"Pfizer","kwazulu-natal","Umkhanyakude DM","Adults","58767"
"Pfizer","kwazulu-natal","Umzinyathi DM","12-17 Years","9832"
"Pfizer","kwazulu-natal","Umzinyathi DM","Adults","42693"
"Pfizer","kwazulu-natal","Uthukela DM","12-17 Years","11163"
"Pfizer","kwazulu-natal","Uthukela DM","Adults","57592"
"Pfizer","kwazulu-natal","Zululand DM","12-17 Years","21081"
"Pfizer","kwazulu-natal","Zululand DM","Adults","84445"
"Pfizer","limpopo","Capricorn DM","12-17 Years","26608"
"Pfizer","limpopo","Capricorn DM","Adults","193693"
"Pfizer","limpopo","Mopani DM","12-17 Years","21693"
"Pfizer","limpopo","Mopani DM","Adults","176420"
"Pfizer","limpopo","Sekhukhune DM","12-17 Years","18433"
"Pfizer","limpopo","Sekhukhune DM","Adults","143086"
"Pfizer","limpopo","Vhembe DM","12-17 Years","21647"
"Pfizer","limpopo","Vhembe DM","Adults","204006"
"Pfizer","limpopo","Waterberg DM","12-17 Years","12031"
"Pfizer","limpopo","Waterberg DM","Adults","170691"
"Pfizer","mpumalanga","Ehlanzeni DM","12-17 Years","31205"
"Pfizer","mpumalanga","Ehlanzeni DM","Adults","200601"
"Pfizer","mpumalanga","G Sibande DM","12-17 Years","10496"
"Pfizer","mpumalanga","G Sibande DM","Adults","138036"
"Pfizer","mpumalanga","Nkangala DM","12-17 Years","12237"
"Pfizer","mpumalanga","Nkangala DM","Adults","142129"
"Pfizer","northern cape","Frances Baard DM","12-17 Years","6229"
"Pfizer","northern cape","Frances Baard DM","Adults","69574"
"Pfizer","northern cape","J T Gaetsewe DM","12-17 Years","2308"
"Pfizer","northern cape","J T Gaetsewe DM","Adults","35596"
"Pfizer","northern cape","Namakwa DM","12-17 Years","1178"
"Pfizer","northern cape","Namakwa DM","Adults","26238"
"Pfizer","northern cape","Pixley ka Seme DM","12-17 Years","2760"
"Pfizer","northern cape","Pixley ka Seme DM","Adults","26080"
"Pfizer","northern cape","ZF Mgcawu DM","12-17 Years","2741"
"Pfizer","northern cape","ZF Mgcawu DM","Adults","38220"
"Pfizer","north west","Bojanala Platinum DM","12-17 Years","23432"
"Pfizer","north west","Bojanala Platinum DM","Adults","275136"
"Pfizer","north west","Dr K Kaunda DM","12-17 Years","8993"
"Pfizer","north west","Dr K Kaunda DM","Adults","138119"
"Pfizer","north west","Ngaka Modiri Molema DM","12-17 Years","12917"
"Pfizer","north west","Ngaka Modiri Molema DM","Adults","95536"
"Pfizer","north west","Ruth Segomotsi Mompati DM","12-17 Years","7058"
"Pfizer","north west","Ruth Segomotsi Mompati DM","Adults","35208"
"Pfizer","western cape","Cape Town MM","12-17 Years","37062"
"Pfizer","western cape","Cape Town MM","Adults","1306420"
"Pfizer","western cape","Cape Winelands DM","12-17 Years","7257"
"Pfizer","western cape","Cape Winelands DM","Adults","235079"
"Pfizer","western cape","Central Karoo DM","12-17 Years","672"
"Pfizer","western cape","Central Karoo DM","Adults","14457"
"Pfizer","western cape","Garden Route DM","12-17 Years","4410"
"Pfizer","western cape","Garden Route DM","Adults","148550"
"Pfizer","western cape","Overberg DM","12-17 Years","1801"
"Pfizer","western cape","Overberg DM","Adults","79753"
"Pfizer","western cape","West Coast DM","12-17 Years","3041"
"Pfizer","western cape","West Coast DM","Adults","90062"
