"vaccine_rollout_phase","province","district","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","free state","T Mofutsanyana DM","Public Health","Female","26610","15366","41976"
"National","free state","T Mofutsanyana DM","Public Health","Male","22898","11613","34511"
"National","free state","Xhariep DM","Public Health","Female","4225","1190","5415"
"National","free state","Xhariep DM","Public Health","Male","3462","814","4276"
"National","gauteng","Ekurhuleni MM","Private Health","Female","10668","6501","17169"
"National","gauteng","Ekurhuleni MM","Private Health","Male","9827","5558","15385"
"National","gauteng","Ekurhuleni MM","Public Health","Female","40473","15213","55686"
"National","gauteng","Ekurhuleni MM","Public Health","Male","32087","11153","43240"
"National","gauteng","Johannesburg MM","Private Health","Female","25067","13559","38626"
"National","gauteng","Johannesburg MM","Private Health","Male","22906","11820","34726"
"National","gauteng","Johannesburg MM","Public Health","Female","45930","16721","62651"
"National","gauteng","Johannesburg MM","Public Health","Male","37255","13103","50358"
"National","gauteng","Sedibeng DM","Private Health","Female","1568","998","2566"
"National","gauteng","Sedibeng DM","Private Health","Male","1400","676","2076"
"National","gauteng","Sedibeng DM","Public Health","Female","13626","5840","19466"
"National","gauteng","Sedibeng DM","Public Health","Male","10775","4508","15283"
"National","gauteng","Tshwane MM","Private Health","Female","11311","6522","17833"
"National","gauteng","Tshwane MM","Private Health","Male","10780","5925","16705"
"National","gauteng","Tshwane MM","Public Health","Female","39752","18603","58355"
"National","gauteng","Tshwane MM","Public Health","Male","30821","13095","43916"
"National","gauteng","West Rand DM","Private Health","Female","2150","1486","3636"
"National","gauteng","West Rand DM","Private Health","Male","1791","1213","3004"
"National","gauteng","West Rand DM","Public Health","Female","17336","8779","26115"
"National","gauteng","West Rand DM","Public Health","Male","14192","6561","20753"
"National","kwazulu-natal","Amajuba DM","Private Health","Female","210","71","281"
"National","kwazulu-natal","Amajuba DM","Private Health","Male","179","55","234"
"National","kwazulu-natal","Amajuba DM","Public Health","Female","6474","2808","9282"
"National","kwazulu-natal","Amajuba DM","Public Health","Male","4187","1744","5931"
"National","kwazulu-natal","eThekwini MM","Private Health","Female","11620","6831","18451"
"National","kwazulu-natal","eThekwini MM","Private Health","Male","10849","6074","16923"
"National","kwazulu-natal","eThekwini MM","Public Health","Female","14366","5538","19904"
"National","kwazulu-natal","eThekwini MM","Public Health","Male","11744","4447","16191"
"National","kwazulu-natal","Harry Gwala DM","Private Health","Female","347","159","506"
"National","kwazulu-natal","Harry Gwala DM","Private Health","Male","338","132","470"
"National","kwazulu-natal","Harry Gwala DM","Public Health","Female","12880","7719","20599"
"National","kwazulu-natal","Harry Gwala DM","Public Health","Male","10093","5600","15693"
"National","kwazulu-natal","iLembe DM","Private Health","Female","535","326","861"
"National","kwazulu-natal","iLembe DM","Private Health","Male","476","275","751"
"National","kwazulu-natal","iLembe DM","Public Health","Female","8245","4102","12347"
"National","kwazulu-natal","iLembe DM","Public Health","Male","4871","2198","7069"
"National","kwazulu-natal","King Cetshwayo DM","Private Health","Female","326","130","456"
"National","kwazulu-natal","King Cetshwayo DM","Private Health","Male","302","91","393"
"National","kwazulu-natal","King Cetshwayo DM","Public Health","Female","12245","5008","17253"
"National","kwazulu-natal","King Cetshwayo DM","Public Health","Male","7964","3056","11020"
"National","kwazulu-natal","Ugu DM","Private Health","Female","883","548","1431"
"National","kwazulu-natal","Ugu DM","Private Health","Male","705","414","1119"
"National","kwazulu-natal","Ugu DM","Public Health","Female","12255","5107","17362"
"National","kwazulu-natal","Ugu DM","Public Health","Male","7925","2755","10680"
"National","kwazulu-natal","uMgungundlovu DM","Private Health","Female","1586","824","2410"
"National","kwazulu-natal","uMgungundlovu DM","Private Health","Male","1474","751","2225"
"National","kwazulu-natal","uMgungundlovu DM","Public Health","Female","12519","4989","17508"
"National","kwazulu-natal","uMgungundlovu DM","Public Health","Male","8743","3081","11824"
"National","kwazulu-natal","Umkhanyakude DM","Private Health","Female","21","5","26"
"National","kwazulu-natal","Umkhanyakude DM","Private Health","Male","23","6","29"
"National","kwazulu-natal","Umkhanyakude DM","Public Health","Female","20291","10265","30556"
"National","kwazulu-natal","Umkhanyakude DM","Public Health","Male","12856","5394","18250"
"National","kwazulu-natal","Umzinyathi DM","Private Health","Female","57","18","75"
"National","kwazulu-natal","Umzinyathi DM","Private Health","Male","33","13","46"
"National","kwazulu-natal","Umzinyathi DM","Public Health","Female","14717","6308","21025"
"National","kwazulu-natal","Umzinyathi DM","Public Health","Male","9075","3438","12513"
"National","kwazulu-natal","Uthukela DM","Private Health","Female","276","117","393"
"National","kwazulu-natal","Uthukela DM","Private Health","Male","181","75","256"
"National","kwazulu-natal","Uthukela DM","Public Health","Female","15080","6813","21893"
"National","kwazulu-natal","Uthukela DM","Public Health","Male","10201","4005","14206"
"National","kwazulu-natal","Zululand DM","Private Health","Female","58","7","65"
"National","kwazulu-natal","Zululand DM","Private Health","Male","45","4","49"
"National","kwazulu-natal","Zululand DM","Public Health","Female","23860","12724","36584"
"National","kwazulu-natal","Zululand DM","Public Health","Male","17185","8071","25256"
"National","limpopo","Capricorn DM","Private Health","Female","2552","1373","3925"
"National","limpopo","Capricorn DM","Private Health","Male","2094","1032","3126"
"National","limpopo","Capricorn DM","Public Health","Female","34963","14304","49267"
"National","limpopo","Capricorn DM","Public Health","Male","30032","10857","40889"
"National","limpopo","Mopani DM","Private Health","Female","949","471","1420"
"National","limpopo","Mopani DM","Private Health","Male","834","398","1232"
"National","limpopo","Mopani DM","Public Health","Female","36332","12593","48925"
"National","limpopo","Mopani DM","Public Health","Male","29890","9079","38969"
"National","limpopo","Sekhukhune DM","Private Health","Female","886","467","1353"
"National","limpopo","Sekhukhune DM","Private Health","Male","893","366","1259"
"National","limpopo","Sekhukhune DM","Public Health","Female","25423","9561","34984"
"National","limpopo","Sekhukhune DM","Public Health","Male","24930","8072","33002"
"National","limpopo","Vhembe DM","Private Health","Female","5797","2463","8260"
"National","limpopo","Vhembe DM","Private Health","Male","4002","1451","5453"
"National","limpopo","Vhembe DM","Public Health","Female","32223","10221","42444"
"National","limpopo","Vhembe DM","Public Health","Male","26821","7313","34134"
"National","limpopo","Waterberg DM","Private Health","Female","1225","505","1730"
"National","limpopo","Waterberg DM","Private Health","Male","1118","433","1551"
"National","limpopo","Waterberg DM","Public Health","Female","16506","6516","23022"
"National","limpopo","Waterberg DM","Public Health","Male","13742","4757","18499"
"National","mpumalanga","Ehlanzeni DM","Private Health","Female","1986","933","2919"
"National","mpumalanga","Ehlanzeni DM","Private Health","Male","1702","829","2531"
"National","mpumalanga","Ehlanzeni DM","Public Health","Female","45991","19172","65163"
"National","mpumalanga","Ehlanzeni DM","Public Health","Male","35125","12441","47566"
"National","mpumalanga","G Sibande DM","Private Health","Female","689","263","952"
"National","mpumalanga","G Sibande DM","Private Health","Male","589","246","835"
"National","mpumalanga","G Sibande DM","Public Health","Female","15319","6013","21332"
"National","mpumalanga","G Sibande DM","Public Health","Male","11820","4080","15900"
"National","mpumalanga","Nkangala DM","Private Health","Female","1046","438","1484"
"National","mpumalanga","Nkangala DM","Private Health","Male","1000","393","1393"
"National","mpumalanga","Nkangala DM","Public Health","Female","15923","6134","22057"
"National","mpumalanga","Nkangala DM","Public Health","Male","16549","5117","21666"
"National","northern cape","Frances Baard DM","Private Health","Female","1221","617","1838"
"National","northern cape","Frances Baard DM","Private Health","Male","1163","502","1665"
"National","northern cape","Frances Baard DM","Public Health","Female","6367","3093","9460"
"National","northern cape","Frances Baard DM","Public Health","Male","5130","2302","7432"
"National","northern cape","J T Gaetsewe DM","Private Health","Female","313","195","508"
"National","northern cape","J T Gaetsewe DM","Private Health","Male","268","141","409"
"National","northern cape","J T Gaetsewe DM","Public Health","Female","3455","1287","4742"
"National","northern cape","J T Gaetsewe DM","Public Health","Male","2656","951","3607"
"National","northern cape","Namakwa DM","Private Health","Female","167","98","265"
"National","northern cape","Namakwa DM","Private Health","Male","151","71","222"
"National","northern cape","Namakwa DM","Public Health","Female","1541","568","2109"
"National","northern cape","Namakwa DM","Public Health","Male","1218","430","1648"
"National","northern cape","Pixley ka Seme DM","Public Health","Female","3578","1590","5168"
"National","northern cape","Pixley ka Seme DM","Public Health","Male","2739","1140","3879"
"National","northern cape","ZF Mgcawu DM","Private Health","Female","313","108","421"
"National","northern cape","ZF Mgcawu DM","Private Health","Male","260","76","336"
"National","northern cape","ZF Mgcawu DM","Public Health","Female","3710","1595","5305"
"National","northern cape","ZF Mgcawu DM","Public Health","Male","2925","1115","4040"
"National","north west","Bojanala Platinum DM","Private Health","Female","2424","1165","3589"
"National","north west","Bojanala Platinum DM","Private Health","Male","2195","955","3150"
"National","north west","Bojanala Platinum DM","Public Health","Female","29727","12361","42088"
"National","north west","Bojanala Platinum DM","Public Health","Male","24513","9064","33577"
"National","north west","Dr K Kaunda DM","Private Health","Female","1335","654","1989"
"National","north west","Dr K Kaunda DM","Private Health","Male","1138","526","1664"
"National","north west","Dr K Kaunda DM","Public Health","Female","12513","4400","16913"
"National","north west","Dr K Kaunda DM","Public Health","Male","10215","3302","13517"
"National","north west","Ngaka Modiri Molema DM","Private Health","Female","893","370","1263"
"National","north west","Ngaka Modiri Molema DM","Private Health","Male","806","362","1168"
"National","north west","Ngaka Modiri Molema DM","Public Health","Female","20421","7112","27533"
"National","north west","Ngaka Modiri Molema DM","Public Health","Male","16969","5105","22074"
"National","north west","Ruth Segomotsi Mompati DM","Private Health","Female","240","129","369"
"National","north west","Ruth Segomotsi Mompati DM","Private Health","Male","328","116","444"
"National","north west","Ruth Segomotsi Mompati DM","Public Health","Female","13114","3755","16869"
"National","north west","Ruth Segomotsi Mompati DM","Public Health","Male","11577","2996","14573"
"National","western cape","Cape Town MM","Private Health","Female","16599","9183","25782"
"National","western cape","Cape Town MM","Private Health","Male","15080","7995","23075"
"National","western cape","Cape Town MM","Public Health","Female","29287","10557","39844"
"National","western cape","Cape Town MM","Public Health","Male","24792","9070","33862"
"National","western cape","Cape Winelands DM","Private Health","Female","2877","1550","4427"
"National","western cape","Cape Winelands DM","Private Health","Male","2601","1362","3963"
"National","western cape","Cape Winelands DM","Public Health","Female","6406","2543","8949"
"National","western cape","Cape Winelands DM","Public Health","Male","5569","2050","7619"
"National","western cape","Central Karoo DM","Private Health","Female","71","42","113"
"National","western cape","Central Karoo DM","Private Health","Male","61","27","88"
"National","western cape","Central Karoo DM","Public Health","Female","737","337","1074"
"National","western cape","Central Karoo DM","Public Health","Male","567","254","821"
"National","western cape","Garden Route DM","Private Health","Female","1104","610","1714"
"National","western cape","Garden Route DM","Private Health","Male","1002","513","1515"
"National","western cape","Garden Route DM","Public Health","Female","5161","1947","7108"
"National","western cape","Garden Route DM","Public Health","Male","4315","1452","5767"
"National","western cape","Overberg DM","Private Health","Female","540","284","824"
"National","western cape","Overberg DM","Private Health","Male","481","221","702"
"National","western cape","Overberg DM","Public Health","Female","2471","720","3191"
"National","western cape","Overberg DM","Public Health","Male","1885","551","2436"
"National","western cape","West Coast DM","Private Health","Female","850","442","1292"
"National","western cape","West Coast DM","Private Health","Male","820","388","1208"
"National","western cape","West Coast DM","Public Health","Female","3307","1439","4746"
"National","western cape","West Coast DM","Public Health","Male","2799","1039","3838"
