"vaccine_rollout_phase","province","district","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","gauteng","Ekurhuleni MM","Public Health","Female","40861","15311","56172"
"National","gauteng","Ekurhuleni MM","Public Health","Male","32326","11190","43516"
"National","gauteng","Johannesburg MM","Private Health","Female","25395","13744","39139"
"National","gauteng","Johannesburg MM","Private Health","Male","23196","11934","35130"
"National","gauteng","Johannesburg MM","Public Health","Female","46417","16823","63240"
"National","gauteng","Johannesburg MM","Public Health","Male","37565","13135","50700"
"National","gauteng","Sedibeng DM","Private Health","Female","1599","1018","2617"
"National","gauteng","Sedibeng DM","Private Health","Male","1429","694","2123"
"National","gauteng","Sedibeng DM","Public Health","Female","13791","5907","19698"
"National","gauteng","Sedibeng DM","Public Health","Male","10857","4539","15396"
"National","gauteng","Tshwane MM","Private Health","Female","11525","6630","18155"
"National","gauteng","Tshwane MM","Private Health","Male","10950","5979","16929"
"National","gauteng","Tshwane MM","Public Health","Female","39922","18604","58526"
"National","gauteng","Tshwane MM","Public Health","Male","30821","13054","43875"
"National","gauteng","West Rand DM","Private Health","Female","2190","1507","3697"
"National","gauteng","West Rand DM","Private Health","Male","1819","1226","3045"
"National","gauteng","West Rand DM","Public Health","Female","17472","8803","26275"
"National","gauteng","West Rand DM","Public Health","Male","14307","6585","20892"
"National","kwazulu-natal","Amajuba DM","Private Health","Female","212","71","283"
"National","kwazulu-natal","Amajuba DM","Private Health","Male","184","57","241"
"National","kwazulu-natal","Amajuba DM","Public Health","Female","6550","2837","9387"
"National","kwazulu-natal","Amajuba DM","Public Health","Male","4228","1747","5975"
"National","kwazulu-natal","eThekwini MM","Private Health","Female","11816","6955","18771"
"National","kwazulu-natal","eThekwini MM","Private Health","Male","10993","6147","17140"
"National","kwazulu-natal","eThekwini MM","Public Health","Female","14484","5551","20035"
"National","kwazulu-natal","eThekwini MM","Public Health","Male","11812","4440","16252"
"National","kwazulu-natal","Harry Gwala DM","Private Health","Female","357","165","522"
"National","kwazulu-natal","Harry Gwala DM","Private Health","Male","345","136","481"
"National","kwazulu-natal","Harry Gwala DM","Public Health","Female","12996","7746","20742"
"National","kwazulu-natal","Harry Gwala DM","Public Health","Male","10161","5626","15787"
"National","kwazulu-natal","iLembe DM","Private Health","Female","546","330","876"
"National","kwazulu-natal","iLembe DM","Private Health","Male","480","278","758"
"National","kwazulu-natal","iLembe DM","Public Health","Female","8350","4156","12506"
"National","kwazulu-natal","iLembe DM","Public Health","Male","4929","2213","7142"
"National","kwazulu-natal","King Cetshwayo DM","Private Health","Female","329","133","462"
"National","kwazulu-natal","King Cetshwayo DM","Private Health","Male","305","93","398"
"National","kwazulu-natal","King Cetshwayo DM","Public Health","Female","12384","5053","17437"
"National","kwazulu-natal","King Cetshwayo DM","Public Health","Male","8050","3086","11136"
"National","kwazulu-natal","Ugu DM","Private Health","Female","900","558","1458"
"National","kwazulu-natal","Ugu DM","Private Health","Male","714","424","1138"
"National","kwazulu-natal","Ugu DM","Public Health","Female","12377","5145","17522"
"National","kwazulu-natal","Ugu DM","Public Health","Male","7992","2761","10753"
"National","kwazulu-natal","uMgungundlovu DM","Private Health","Female","1613","841","2454"
"National","kwazulu-natal","uMgungundlovu DM","Private Health","Male","1504","764","2268"
"National","kwazulu-natal","uMgungundlovu DM","Public Health","Female","12569","4947","17516"
"National","kwazulu-natal","uMgungundlovu DM","Public Health","Male","8730","3056","11786"
"National","kwazulu-natal","Umkhanyakude DM","Private Health","Female","21","5","26"
"National","kwazulu-natal","Umkhanyakude DM","Private Health","Male","26","7","33"
"National","kwazulu-natal","Umkhanyakude DM","Public Health","Female","20491","10329","30820"
"National","kwazulu-natal","Umkhanyakude DM","Public Health","Male","12989","5427","18416"
"National","kwazulu-natal","Umzinyathi DM","Private Health","Female","59","19","78"
"National","kwazulu-natal","Umzinyathi DM","Private Health","Male","33","13","46"
"National","kwazulu-natal","Umzinyathi DM","Public Health","Female","14882","6333","21215"
"National","kwazulu-natal","Umzinyathi DM","Public Health","Male","9180","3447","12627"
"National","kwazulu-natal","Uthukela DM","Private Health","Female","283","121","404"
"National","kwazulu-natal","Uthukela DM","Private Health","Male","181","76","257"
"National","kwazulu-natal","Uthukela DM","Public Health","Female","15284","6892","22176"
"National","kwazulu-natal","Uthukela DM","Public Health","Male","10325","4038","14363"
"National","kwazulu-natal","Zululand DM","Private Health","Female","60","7","67"
"National","kwazulu-natal","Zululand DM","Private Health","Male","47","4","51"
"National","kwazulu-natal","Zululand DM","Public Health","Female","24162","12877","37039"
"National","kwazulu-natal","Zululand DM","Public Health","Male","17364","8134","25498"
"National","limpopo","Capricorn DM","Private Health","Female","2597","1397","3994"
"National","limpopo","Capricorn DM","Private Health","Male","2126","1049","3175"
"National","limpopo","Capricorn DM","Public Health","Female","34033","13919","47952"
"National","limpopo","Capricorn DM","Public Health","Male","29374","10484","39858"
"National","limpopo","Mopani DM","Private Health","Female","969","480","1449"
"National","limpopo","Mopani DM","Private Health","Male","845","400","1245"
"National","limpopo","Mopani DM","Public Health","Female","36232","12403","48635"
"National","limpopo","Mopani DM","Public Health","Male","29764","8866","38630"
"National","limpopo","Sekhukhune DM","Private Health","Female","884","460","1344"
"National","limpopo","Sekhukhune DM","Private Health","Male","879","356","1235"
"National","limpopo","Sekhukhune DM","Public Health","Female","25546","9589","35135"
"National","limpopo","Sekhukhune DM","Public Health","Male","25042","8097","33139"
"National","limpopo","Vhembe DM","Private Health","Female","5891","2495","8386"
"National","limpopo","Vhembe DM","Private Health","Male","4053","1466","5519"
"National","limpopo","Vhembe DM","Public Health","Female","32422","10288","42710"
"National","limpopo","Vhembe DM","Public Health","Male","26967","7345","34312"
"National","limpopo","Waterberg DM","Private Health","Female","1252","515","1767"
"National","limpopo","Waterberg DM","Private Health","Male","1127","437","1564"
"National","limpopo","Waterberg DM","Public Health","Female","16371","6433","22804"
"National","limpopo","Waterberg DM","Public Health","Male","13602","4704","18306"
"National","mpumalanga","Ehlanzeni DM","Private Health","Female","2029","946","2975"
"National","mpumalanga","Ehlanzeni DM","Private Health","Male","1726","845","2571"
"National","mpumalanga","Ehlanzeni DM","Public Health","Female","45811","18456","64267"
"National","mpumalanga","Ehlanzeni DM","Public Health","Male","34825","11894","46719"
"National","mpumalanga","G Sibande DM","Private Health","Female","701","272","973"
"National","mpumalanga","G Sibande DM","Private Health","Male","593","247","840"
"National","mpumalanga","G Sibande DM","Public Health","Female","15502","5975","21477"
"National","mpumalanga","G Sibande DM","Public Health","Male","11934","4054","15988"
"National","mpumalanga","Nkangala DM","Private Health","Female","1061","440","1501"
"National","mpumalanga","Nkangala DM","Private Health","Male","1015","401","1416"
"National","mpumalanga","Nkangala DM","Public Health","Female","16124","6185","22309"
"National","mpumalanga","Nkangala DM","Public Health","Male","16816","5172","21988"
"National","northern cape","Frances Baard DM","Private Health","Female","1240","621","1861"
"National","northern cape","Frances Baard DM","Private Health","Male","1183","509","1692"
"National","northern cape","Frances Baard DM","Public Health","Female","6366","3036","9402"
"National","northern cape","Frances Baard DM","Public Health","Male","5136","2282","7418"
"National","northern cape","J T Gaetsewe DM","Private Health","Female","318","199","517"
"National","northern cape","J T Gaetsewe DM","Private Health","Male","274","144","418"
"National","northern cape","J T Gaetsewe DM","Public Health","Female","3150","1121","4271"
"National","northern cape","J T Gaetsewe DM","Public Health","Male","2402","841","3243"
"National","northern cape","Namakwa DM","Private Health","Female","168","98","266"
"National","northern cape","Namakwa DM","Private Health","Male","153","71","224"
"National","northern cape","Namakwa DM","Public Health","Female","1552","571","2123"
"National","northern cape","Namakwa DM","Public Health","Male","1233","434","1667"
"National","northern cape","Pixley ka Seme DM","Public Health","Female","3622","1602","5224"
"National","northern cape","Pixley ka Seme DM","Public Health","Male","2757","1144","3901"
"National","northern cape","ZF Mgcawu DM","Private Health","Female","318","110","428"
"National","northern cape","ZF Mgcawu DM","Private Health","Male","265","77","342"
"National","northern cape","ZF Mgcawu DM","Public Health","Female","3585","1496","5081"
"National","northern cape","ZF Mgcawu DM","Public Health","Male","2845","1060","3905"
"National","north west","Bojanala Platinum DM","Private Health","Female","2455","1180","3635"
"National","north west","Bojanala Platinum DM","Private Health","Male","2234","973","3207"
"National","north west","Bojanala Platinum DM","Public Health","Female","29887","12321","42208"
"National","north west","Bojanala Platinum DM","Public Health","Male","24551","8942","33493"
"National","north west","Dr K Kaunda DM","Private Health","Female","1357","663","2020"
"National","north west","Dr K Kaunda DM","Private Health","Male","1154","534","1688"
"National","north west","Dr K Kaunda DM","Public Health","Female","12661","4444","17105"
"National","north west","Dr K Kaunda DM","Public Health","Male","10321","3325","13646"
"National","north west","Ngaka Modiri Molema DM","Private Health","Female","909","377","1286"
"National","north west","Ngaka Modiri Molema DM","Private Health","Male","815","363","1178"
"National","north west","Ngaka Modiri Molema DM","Public Health","Female","20574","7130","27704"
"National","north west","Ngaka Modiri Molema DM","Public Health","Male","17069","5128","22197"
"National","north west","Ruth Segomotsi Mompati DM","Private Health","Female","244","133","377"
"National","north west","Ruth Segomotsi Mompati DM","Private Health","Male","333","119","452"
"National","north west","Ruth Segomotsi Mompati DM","Public Health","Female","13239","3779","17018"
"National","north west","Ruth Segomotsi Mompati DM","Public Health","Male","11684","3007","14691"
"National","western cape","Cape Town MM","Private Health","Female","16875","9323","26198"
"National","western cape","Cape Town MM","Private Health","Male","15303","8117","23420"
"National","western cape","Cape Town MM","Public Health","Female","29639","10607","40246"
"National","western cape","Cape Town MM","Public Health","Male","25028","9093","34121"
"National","western cape","Cape Winelands DM","Private Health","Female","2932","1579","4511"
"National","western cape","Cape Winelands DM","Private Health","Male","2642","1382","4024"
"National","western cape","Cape Winelands DM","Public Health","Female","6350","2442","8792"
"National","western cape","Cape Winelands DM","Public Health","Male","5453","1947","7400"
"National","western cape","Central Karoo DM","Private Health","Female","71","42","113"
"National","western cape","Central Karoo DM","Private Health","Male","61","27","88"
"National","western cape","Central Karoo DM","Public Health","Female","749","343","1092"
"National","western cape","Central Karoo DM","Public Health","Male","573","257","830"
"National","western cape","Garden Route DM","Private Health","Female","1124","624","1748"
"National","western cape","Garden Route DM","Private Health","Male","1016","527","1543"
"National","western cape","Garden Route DM","Public Health","Female","5181","1933","7114"
"National","western cape","Garden Route DM","Public Health","Male","4337","1446","5783"
"National","western cape","Overberg DM","Private Health","Female","547","287","834"
"National","western cape","Overberg DM","Private Health","Male","484","224","708"
"National","western cape","Overberg DM","Public Health","Female","2483","721","3204"
"National","western cape","Overberg DM","Public Health","Male","1911","556","2467"
"National","western cape","West Coast DM","Private Health","Female","866","449","1315"
"National","western cape","West Coast DM","Private Health","Male","839","398","1237"
"National","western cape","West Coast DM","Public Health","Female","3314","1310","4624"
"National","western cape","West Coast DM","Public Health","Male","2804","947","3751"
