"vaccine_manufacturer","province","district","age_group","total_number_fully_vaccinated"
"Pfizer","north west","Bojanala Platinum DM","12-17 Years","23463"
"Pfizer","north west","Bojanala Platinum DM","Adults","274774"
"Pfizer","north west","Dr K Kaunda DM","12-17 Years","9025"
"Pfizer","north west","Dr K Kaunda DM","Adults","137997"
"Pfizer","north west","Ngaka Modiri Molema DM","12-17 Years","12960"
"Pfizer","north west","Ngaka Modiri Molema DM","Adults","95364"
"Pfizer","north west","Ruth Segomotsi Mompati DM","12-17 Years","7084"
"Pfizer","north west","Ruth Segomotsi Mompati DM","Adults","35178"
"Pfizer","western cape","Cape Town MM","12-17 Years","37151"
"Pfizer","western cape","Cape Town MM","Adults","1305563"
"Pfizer","western cape","Cape Winelands DM","12-17 Years","7231"
"Pfizer","western cape","Cape Winelands DM","Adults","234911"
"Pfizer","western cape","Central Karoo DM","12-17 Years","669"
"Pfizer","western cape","Central Karoo DM","Adults","14434"
"Pfizer","western cape","Garden Route DM","12-17 Years","4376"
"Pfizer","western cape","Garden Route DM","Adults","148450"
"Pfizer","western cape","Overberg DM","12-17 Years","1784"
"Pfizer","western cape","Overberg DM","Adults","79713"
"Pfizer","western cape","West Coast DM","12-17 Years","3006"
"Pfizer","western cape","West Coast DM","Adults","89995"
