"vaccine_rollout_phase","province","district","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","kwazulu-natal","Umzinyathi DM","Private Health","Male","34","14","48"
"National","kwazulu-natal","Umzinyathi DM","Public Health","Female","14988","6360","21348"
"National","kwazulu-natal","Umzinyathi DM","Public Health","Male","9259","3462","12721"
"National","kwazulu-natal","Uthukela DM","Private Health","Female","286","123","409"
"National","kwazulu-natal","Uthukela DM","Private Health","Male","185","78","263"
"National","kwazulu-natal","Uthukela DM","Public Health","Female","15429","6939","22368"
"National","kwazulu-natal","Uthukela DM","Public Health","Male","10405","4060","14465"
"National","kwazulu-natal","Zululand DM","Private Health","Female","60","7","67"
"National","kwazulu-natal","Zululand DM","Private Health","Male","48","4","52"
"National","kwazulu-natal","Zululand DM","Public Health","Female","24358","12970","37328"
"National","kwazulu-natal","Zululand DM","Public Health","Male","17504","8180","25684"
"National","limpopo","Capricorn DM","Private Health","Female","2623","1407","4030"
"National","limpopo","Capricorn DM","Private Health","Male","2148","1061","3209"
"National","limpopo","Capricorn DM","Public Health","Female","33951","13630","47581"
"National","limpopo","Capricorn DM","Public Health","Male","29332","10283","39615"
"National","limpopo","Mopani DM","Private Health","Female","981","484","1465"
"National","limpopo","Mopani DM","Private Health","Male","850","403","1253"
"National","limpopo","Mopani DM","Public Health","Female","36064","12008","48072"
"National","limpopo","Mopani DM","Public Health","Male","29635","8560","38195"
"National","limpopo","Sekhukhune DM","Private Health","Female","846","411","1257"
"National","limpopo","Sekhukhune DM","Private Health","Male","836","319","1155"
"National","limpopo","Sekhukhune DM","Public Health","Female","25342","9535","34877"
"National","limpopo","Sekhukhune DM","Public Health","Male","25018","8085","33103"
"National","limpopo","Vhembe DM","Private Health","Female","5955","2518","8473"
"National","limpopo","Vhembe DM","Private Health","Male","4084","1478","5562"
"National","limpopo","Vhembe DM","Public Health","Female","32500","10328","42828"
"National","limpopo","Vhembe DM","Public Health","Male","27036","7367","34403"
"National","limpopo","Waterberg DM","Private Health","Female","1262","515","1777"
"National","limpopo","Waterberg DM","Private Health","Male","1140","441","1581"
"National","limpopo","Waterberg DM","Public Health","Female","16336","6351","22687"
"National","limpopo","Waterberg DM","Public Health","Male","13519","4617","18136"
"National","mpumalanga","Ehlanzeni DM","Private Health","Female","2050","958","3008"
"National","mpumalanga","Ehlanzeni DM","Private Health","Male","1740","847","2587"
"National","mpumalanga","Ehlanzeni DM","Public Health","Female","45487","17779","63266"
"National","mpumalanga","Ehlanzeni DM","Public Health","Male","34528","11334","45862"
"National","mpumalanga","G Sibande DM","Private Health","Female","706","275","981"
"National","mpumalanga","G Sibande DM","Private Health","Male","599","251","850"
"National","mpumalanga","G Sibande DM","Public Health","Female","15519","5881","21400"
"National","mpumalanga","G Sibande DM","Public Health","Male","11937","3997","15934"
"National","mpumalanga","Nkangala DM","Private Health","Female","1075","448","1523"
"National","mpumalanga","Nkangala DM","Private Health","Male","1020","401","1421"
"National","mpumalanga","Nkangala DM","Public Health","Female","16275","6233","22508"
"National","mpumalanga","Nkangala DM","Public Health","Male","17042","5216","22258"
"National","northern cape","Frances Baard DM","Private Health","Female","1256","628","1884"
"National","northern cape","Frances Baard DM","Private Health","Male","1195","513","1708"
"National","northern cape","Frances Baard DM","Public Health","Female","6308","2781","9089"
"National","northern cape","Frances Baard DM","Public Health","Male","5058","2081","7139"
"National","northern cape","J T Gaetsewe DM","Private Health","Female","319","200","519"
"National","northern cape","J T Gaetsewe DM","Private Health","Male","276","144","420"
"National","northern cape","J T Gaetsewe DM","Public Health","Female","3101","1120","4221"
"National","northern cape","J T Gaetsewe DM","Public Health","Male","2389","839","3228"
"National","northern cape","Namakwa DM","Private Health","Female","168","98","266"
"National","northern cape","Namakwa DM","Private Health","Male","156","72","228"
"National","northern cape","Namakwa DM","Public Health","Female","1561","574","2135"
"National","northern cape","Namakwa DM","Public Health","Male","1250","440","1690"
"National","northern cape","Pixley ka Seme DM","Public Health","Female","3652","1616","5268"
"National","northern cape","Pixley ka Seme DM","Public Health","Male","2781","1150","3931"
"National","northern cape","ZF Mgcawu DM","Private Health","Female","322","110","432"
"National","northern cape","ZF Mgcawu DM","Private Health","Male","266","78","344"
"National","northern cape","ZF Mgcawu DM","Public Health","Female","3558","1497","5055"
"National","northern cape","ZF Mgcawu DM","Public Health","Male","2827","1061","3888"
"National","north west","Bojanala Platinum DM","Private Health","Female","2484","1190","3674"
"National","north west","Bojanala Platinum DM","Private Health","Male","2261","988","3249"
"National","north west","Bojanala Platinum DM","Public Health","Female","30005","12331","42336"
"National","north west","Bojanala Platinum DM","Public Health","Male","24596","8939","33535"
"National","north west","Dr K Kaunda DM","Private Health","Female","1379","670","2049"
"National","north west","Dr K Kaunda DM","Private Health","Male","1161","539","1700"
"National","north west","Dr K Kaunda DM","Public Health","Female","12762","4477","17239"
"National","north west","Dr K Kaunda DM","Public Health","Male","10369","3335","13704"
"National","north west","Ngaka Modiri Molema DM","Private Health","Female","917","380","1297"
"National","north west","Ngaka Modiri Molema DM","Private Health","Male","822","368","1190"
"National","north west","Ngaka Modiri Molema DM","Public Health","Female","20684","7111","27795"
"National","north west","Ngaka Modiri Molema DM","Public Health","Male","17163","5098","22261"
"National","north west","Ruth Segomotsi Mompati DM","Private Health","Female","248","136","384"
"National","north west","Ruth Segomotsi Mompati DM","Private Health","Male","340","120","460"
"National","north west","Ruth Segomotsi Mompati DM","Public Health","Female","13347","3806","17153"
"National","north west","Ruth Segomotsi Mompati DM","Public Health","Male","11749","3016","14765"
"National","western cape","Cape Town MM","Private Health","Female","17034","9422","26456"
"National","western cape","Cape Town MM","Private Health","Male","15449","8190","23639"
"National","western cape","Cape Town MM","Public Health","Female","29931","10493","40424"
"National","western cape","Cape Town MM","Public Health","Male","25230","9024","34254"
"National","western cape","Cape Winelands DM","Private Health","Female","2964","1597","4561"
"National","western cape","Cape Winelands DM","Private Health","Male","2676","1401","4077"
"National","western cape","Cape Winelands DM","Public Health","Female","6289","2365","8654"
"National","western cape","Cape Winelands DM","Public Health","Male","5381","1860","7241"
"National","western cape","Central Karoo DM","Private Health","Female","72","42","114"
"National","western cape","Central Karoo DM","Private Health","Male","61","27","88"
"National","western cape","Central Karoo DM","Public Health","Female","756","344","1100"
"National","western cape","Central Karoo DM","Public Health","Male","578","257","835"
"National","western cape","Garden Route DM","Private Health","Female","1133","629","1762"
"National","western cape","Garden Route DM","Private Health","Male","1034","537","1571"
"National","western cape","Garden Route DM","Public Health","Female","5208","1833","7041"
"National","western cape","Garden Route DM","Public Health","Male","4349","1375","5724"
"National","western cape","Overberg DM","Private Health","Female","552","289","841"
"National","western cape","Overberg DM","Private Health","Male","493","232","725"
"National","western cape","Overberg DM","Public Health","Female","2503","714","3217"
"National","western cape","Overberg DM","Public Health","Male","1930","545","2475"
"National","western cape","West Coast DM","Private Health","Female","878","454","1332"
"National","western cape","West Coast DM","Private Health","Male","849","403","1252"
"National","western cape","West Coast DM","Public Health","Female","3324","1229","4553"
"National","western cape","West Coast DM","Public Health","Male","2811","919","3730"
