"vaccine_rollout_phase","province","district","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","north west","Dr K Kaunda DM","Public Health","Male","10250","3313","13563"
"National","north west","Ngaka Modiri Molema DM","Private Health","Female","898","371","1269"
"National","north west","Ngaka Modiri Molema DM","Private Health","Male","809","362","1171"
"National","north west","Ngaka Modiri Molema DM","Public Health","Female","20477","7115","27592"
"National","north west","Ngaka Modiri Molema DM","Public Health","Male","17015","5110","22125"
"National","north west","Ruth Segomotsi Mompati DM","Private Health","Female","241","130","371"
"National","north west","Ruth Segomotsi Mompati DM","Private Health","Male","328","116","444"
"National","north west","Ruth Segomotsi Mompati DM","Public Health","Female","13148","3763","16911"
"National","north west","Ruth Segomotsi Mompati DM","Public Health","Male","11617","3003","14620"
"National","western cape","Cape Town MM","Private Health","Female","16673","9220","25893"
"National","western cape","Cape Town MM","Private Health","Male","15154","8033","23187"
"National","western cape","Cape Town MM","Public Health","Female","29416","10601","40017"
"National","western cape","Cape Town MM","Public Health","Male","24873","9095","33968"
"National","western cape","Cape Winelands DM","Private Health","Female","2896","1559","4455"
"National","western cape","Cape Winelands DM","Private Health","Male","2610","1364","3974"
"National","western cape","Cape Winelands DM","Public Health","Female","6445","2557","9002"
"National","western cape","Cape Winelands DM","Public Health","Male","5576","2045","7621"
"National","western cape","Central Karoo DM","Private Health","Female","71","42","113"
"National","western cape","Central Karoo DM","Private Health","Male","61","27","88"
"National","western cape","Central Karoo DM","Public Health","Female","741","340","1081"
"National","western cape","Central Karoo DM","Public Health","Male","566","252","818"
"National","western cape","Garden Route DM","Private Health","Female","1110","613","1723"
"National","western cape","Garden Route DM","Private Health","Male","1007","517","1524"
"National","western cape","Garden Route DM","Public Health","Female","5179","1952","7131"
"National","western cape","Garden Route DM","Public Health","Male","4329","1457","5786"
"National","western cape","Overberg DM","Private Health","Female","541","284","825"
"National","western cape","Overberg DM","Private Health","Male","481","222","703"
"National","western cape","Overberg DM","Public Health","Female","2474","722","3196"
"National","western cape","Overberg DM","Public Health","Male","1895","551","2446"
"National","western cape","West Coast DM","Private Health","Female","853","442","1295"
"National","western cape","West Coast DM","Private Health","Male","825","389","1214"
"National","western cape","West Coast DM","Public Health","Female","3320","1441","4761"
"National","western cape","West Coast DM","Public Health","Male","2814","1043","3857"
