"vaccine_manufacturer","province","district","age_group","total_number_fully_vaccinated"
"Pfizer","mpumalanga","Ehlanzeni DM","12-17 Years","30901"
"Pfizer","mpumalanga","Ehlanzeni DM","Adults","200157"
"Pfizer","mpumalanga","G Sibande DM","12-17 Years","10400"
"Pfizer","mpumalanga","G Sibande DM","Adults","137931"
"Pfizer","mpumalanga","Nkangala DM","12-17 Years","12290"
"Pfizer","mpumalanga","Nkangala DM","Adults","142053"
"Pfizer","northern cape","Frances Baard DM","12-17 Years","6000"
"Pfizer","northern cape","Frances Baard DM","Adults","69505"
"Pfizer","northern cape","J T Gaetsewe DM","12-17 Years","2301"
"Pfizer","northern cape","J T Gaetsewe DM","Adults","35558"
"Pfizer","northern cape","Namakwa DM","12-17 Years","1184"
"Pfizer","northern cape","Namakwa DM","Adults","26229"
"Pfizer","northern cape","Pixley ka Seme DM","12-17 Years","2766"
"Pfizer","northern cape","Pixley ka Seme DM","Adults","26071"
"Pfizer","northern cape","ZF Mgcawu DM","12-17 Years","2746"
"Pfizer","northern cape","ZF Mgcawu DM","Adults","38161"
"Pfizer","north west","Bojanala Platinum DM","12-17 Years","23447"
"Pfizer","north west","Bojanala Platinum DM","Adults","274859"
"Pfizer","north west","Dr K Kaunda DM","12-17 Years","9020"
"Pfizer","north west","Dr K Kaunda DM","Adults","138033"
"Pfizer","north west","Ngaka Modiri Molema DM","12-17 Years","12950"
"Pfizer","north west","Ngaka Modiri Molema DM","Adults","95433"
"Pfizer","north west","Ruth Segomotsi Mompati DM","12-17 Years","7073"
"Pfizer","north west","Ruth Segomotsi Mompati DM","Adults","35191"
"Pfizer","western cape","Cape Town MM","12-17 Years","37103"
"Pfizer","western cape","Cape Town MM","Adults","1305779"
"Pfizer","western cape","Cape Winelands DM","12-17 Years","7223"
"Pfizer","western cape","Cape Winelands DM","Adults","234953"
"Pfizer","western cape","Central Karoo DM","12-17 Years","670"
"Pfizer","western cape","Central Karoo DM","Adults","14437"
"Pfizer","western cape","Garden Route DM","12-17 Years","4372"
"Pfizer","western cape","Garden Route DM","Adults","148474"
"Pfizer","western cape","Overberg DM","12-17 Years","1775"
"Pfizer","western cape","Overberg DM","Adults","79728"
"Pfizer","western cape","West Coast DM","12-17 Years","3006"
"Pfizer","western cape","West Coast DM","Adults","90005"
