"province","health_sector","visit_date","total_number_vaccines_administered"
"mpumalanga","Public Health","2021/10/12 00:00:00","10403"
"kwazulu-natal","Public Health","2021/05/10 00:00:00","1710"
"kwazulu-natal","Private Health","2022/08/23 00:00:00","122"
"limpopo","Public Health","2021/07/11 00:00:00","6"
"western cape","Public Health","2022/03/25 00:00:00","7031"
"northern cape","Public Health","2022/07/23 00:00:00","129"
"northern cape","Public Health","2021/08/29 00:00:00","898"
"mpumalanga","Public Health","2022/01/10 00:00:00","5302"
"eastern cape","Private Health","2021/10/21 00:00:00","3335"
"kwazulu-natal","Private Health","2022/02/11 00:00:00","2453"
"free state","Private Health","2022/01/04 00:00:00","827"
"north west","Private Health","2021/07/24 00:00:00","1074"
"limpopo","Private Health","2021/05/24 00:00:00","43"
"free state","Public Health","2021/11/10 00:00:00","9552"
"limpopo","Private Health","2021/06/08 00:00:00","187"
"free state","Private Health","2022/01/21 00:00:00","1227"
"eastern cape","Private Health","2022/06/07 00:00:00","352"
"mpumalanga","Public Health","2022/07/08 00:00:00","1453"
"kwazulu-natal","Public Health","2022/01/26 00:00:00","10245"
"mpumalanga","Public Health","2022/01/25 00:00:00","4019"
"kwazulu-natal","Public Health","2021/09/28 00:00:00","16046"
"gauteng","Private Health","2022/03/06 00:00:00","713"
"free state","Public Health","2021/08/20 00:00:00","8910"
"free state","Private Health","2021/08/30 00:00:00","3242"
"eastern cape","Private Health","2021/09/15 00:00:00","4588"
"northern cape","Private Health","2021/12/11 00:00:00","157"
"western cape","Private Health","2022/01/05 00:00:00","3127"
"kwazulu-natal","Private Health","2021/10/17 00:00:00","856"
"free state","Private Health","2021/10/04 00:00:00","3415"
"eastern cape","Private Health","2021/09/25 00:00:00","657"
"gauteng","Private Health","2021/12/18 00:00:00","4077"
"western cape","Public Health","2021/04/09 00:00:00","306"
"gauteng","Private Health","2021/10/08 00:00:00","36160"
"kwazulu-natal","Private Health","2022/05/27 00:00:00","766"
"north west","Public Health","2021/05/06 00:00:00","536"
"northern cape","Public Health","2022/08/17 00:00:00","211"
"western cape","Private Health","2021/09/02 00:00:00","14724"
"mpumalanga","Private Health","2022/08/24 00:00:00","34"
"eastern cape","Public Health","2022/04/24 00:00:00","254"
"kwazulu-natal","Public Health","2022/04/04 00:00:00","6543"
"eastern cape","Private Health","2021/07/30 00:00:00","4129"
"mpumalanga","Public Health","2021/11/19 00:00:00","5634"
"gauteng","Private Health","2021/12/06 00:00:00","18294"
"western cape","Public Health","2021/02/20 00:00:00","61"
"western cape","Public Health","2022/06/09 00:00:00","2527"
"free state","Public Health","2021/06/25 00:00:00","6918"
"eastern cape","Public Health","2022/08/22 00:00:00","2445"
"free state","Public Health","2021/05/20 00:00:00","438"
"free state","Private Health","2021/10/07 00:00:00","3278"
"gauteng","Public Health","2022/06/30 00:00:00","2407"
"northern cape","Private Health","2022/01/15 00:00:00","102"
"western cape","Private Health","2022/09/30 00:00:00","55"
"free state","Public Health","2021/09/24 00:00:00","625"
"north west","Private Health","2022/03/04 00:00:00","2567"
"north west","Private Health","2022/06/30 00:00:00","180"
"mpumalanga","Public Health","2021/07/05 00:00:00","6721"
"northern cape","Private Health","2022/07/10 00:00:00","4"
"limpopo","Private Health","2022/02/04 00:00:00","1142"
"free state","Private Health","2022/06/06 00:00:00","357"
"northern cape","Public Health","2021/09/27 00:00:00","1774"
"western cape","Public Health","2022/06/29 00:00:00","1112"
"limpopo","Public Health","2022/03/05 00:00:00","430"
"limpopo","Private Health","2022/04/27 00:00:00","120"
"northern cape","Public Health","2022/10/06 00:00:00","57"
"north west","Public Health","2021/05/25 00:00:00","3058"
"eastern cape","Public Health","2021/09/21 00:00:00","18004"
"western cape","Private Health","2021/08/03 00:00:00","11131"
"north west","Public Health","2021/07/19 00:00:00","9486"
"free state","Private Health","2022/08/20 00:00:00","2"
"eastern cape","Private Health","2022/05/08 00:00:00","1"
"kwazulu-natal","Private Health","2022/05/15 00:00:00","77"
"kwazulu-natal","Private Health","2022/05/10 00:00:00","1210"
"mpumalanga","Public Health","2021/05/29 00:00:00","34"
"north west","Private Health","2021/07/01 00:00:00","620"
"free state","Private Health","2022/06/18 00:00:00","38"
"mpumalanga","Public Health","2021/08/27 00:00:00","12816"
"free state","Private Health","2022/04/14 00:00:00","799"
"northern cape","Private Health","2022/09/23 00:00:00","1"
"gauteng","Private Health","2021/06/27 00:00:00","556"
"free state","Private Health","2021/10/14 00:00:00","2988"
"eastern cape","Public Health","2022/04/27 00:00:00","1550"
"mpumalanga","Private Health","2022/04/10 00:00:00","4"
"gauteng","Private Health","2021/06/11 00:00:00","7895"
"mpumalanga","Public Health","2021/06/02 00:00:00","5338"
"gauteng","Public Health","2022/01/29 00:00:00","2978"
"kwazulu-natal","Private Health","2022/02/23 00:00:00","2724"
"kwazulu-natal","Public Health","2021/11/15 00:00:00","13386"
"north west","Private Health","2021/06/04 00:00:00","261"
"north west","Public Health","2021/03/30 00:00:00","299"
"free state","Public Health","2021/03/24 00:00:00","659"
"mpumalanga","Public Health","2022/05/06 00:00:00","3571"
"eastern cape","Public Health","2021/06/05 00:00:00","1"
"eastern cape","Private Health","2021/05/31 00:00:00","870"
"free state","Public Health","2022/09/01 00:00:00","679"
"mpumalanga","Private Health","2022/08/18 00:00:00","60"
"gauteng","Public Health","2021/04/07 00:00:00","1413"
"northern cape","Public Health","2021/02/18 00:00:00","177"
"limpopo","Public Health","2021/06/06 00:00:00","6"
"gauteng","Public Health","2022/02/10 00:00:00","13790"
"north west","Public Health","2022/07/02 00:00:00","190"
"north west","Private Health","2021/03/21 00:00:00","1"
"kwazulu-natal","Public Health","2021/03/01 00:00:00","704"
"eastern cape","Private Health","2022/09/22 00:00:00","24"
"gauteng","Private Health","2022/05/28 00:00:00","1822"
"eastern cape","Public Health","2021/04/09 00:00:00","1119"
"north west","Public Health","2022/03/22 00:00:00","4269"
"free state","Public Health","2022/01/08 00:00:00","428"
"gauteng","Private Health","2021/07/11 00:00:00","2797"
"north west","Public Health","2022/03/24 00:00:00","5314"
"free state","Public Health","2022/08/11 00:00:00","918"
"mpumalanga","Public Health","2021/03/16 00:00:00","131"
"western cape","Public Health","2021/03/23 00:00:00","1667"
"northern cape","Private Health","2021/09/12 00:00:00","66"
"northern cape","Public Health","2022/02/06 00:00:00","103"
"kwazulu-natal","Public Health","2022/10/07 00:00:00","611"
"kwazulu-natal","Public Health","2021/05/14 00:00:00","1467"
"north west","Public Health","2021/07/02 00:00:00","6810"
"free state","Private Health","2022/03/03 00:00:00","1257"
"limpopo","Private Health","2021/07/04 00:00:00","15"
"kwazulu-natal","Public Health","2022/06/10 00:00:00","4749"
"north west","Private Health","2021/12/09 00:00:00","1877"
"gauteng","Public Health","2022/08/04 00:00:00","1487"
"north west","Private Health","2021/06/22 00:00:00","198"
"free state","Public Health","2021/11/08 00:00:00","5172"
"eastern cape","Public Health","2021/03/26 00:00:00","1153"
"mpumalanga","Public Health","2021/09/02 00:00:00","15679"
"western cape","Private Health","2022/09/02 00:00:00","137"
"western cape","Private Health","2021/09/08 00:00:00","14280"
"gauteng","Private Health","2021/09/21 00:00:00","25274"
"mpumalanga","Private Health","2021/11/11 00:00:00","1728"
"kwazulu-natal","Private Health","2021/11/20 00:00:00","2462"
"mpumalanga","Private Health","2022/08/10 00:00:00","65"
"free state","Private Health","2022/05/02 00:00:00","91"
"northern cape","Private Health","2021/08/19 00:00:00","636"
"mpumalanga","Private Health","2021/07/22 00:00:00","1768"
"kwazulu-natal","Private Health","2022/04/07 00:00:00","1518"
"kwazulu-natal","Public Health","2021/09/11 00:00:00","7444"
"free state","Private Health","2021/10/25 00:00:00","2532"
"limpopo","Private Health","2022/06/29 00:00:00","392"
"mpumalanga","Private Health","2021/05/19 00:00:00","3"
"western cape","Public Health","2021/11/13 00:00:00","8135"
"northern cape","Private Health","2022/01/18 00:00:00","555"
"north west","Private Health","2022/02/23 00:00:00","1008"
"mpumalanga","Public Health","2022/08/02 00:00:00","1278"
"eastern cape","Private Health","2021/06/01 00:00:00","1049"
"kwazulu-natal","Private Health","2022/03/05 00:00:00","2756"
"kwazulu-natal","Private Health","2021/10/02 00:00:00","5747"
"limpopo","Private Health","2021/08/31 00:00:00","4554"
"gauteng","Private Health","2021/05/15 00:00:00","832"
"free state","Public Health","2022/05/08 00:00:00","9"
"western cape","Private Health","2021/09/21 00:00:00","11131"
"free state","Private Health","2022/01/26 00:00:00","1119"
"gauteng","Public Health","2022/01/26 00:00:00","14621"
"kwazulu-natal","Public Health","2022/01/15 00:00:00","2822"
"north west","Public Health","2021/03/13 00:00:00","40"
"north west","Private Health","2021/06/08 00:00:00","246"
"free state","Private Health","2022/09/16 00:00:00","28"
"mpumalanga","Public Health","2021/11/06 00:00:00","2670"
"eastern cape","Public Health","2022/04/09 00:00:00","2072"
"gauteng","Public Health","2021/10/21 00:00:00","34349"
"northern cape","Public Health","2021/07/16 00:00:00","2979"
"gauteng","Public Health","2021/11/30 00:00:00","34569"
"free state","Public Health","2021/10/29 00:00:00","10432"
"gauteng","Private Health","2021/03/26 00:00:00","1082"
"eastern cape","Private Health","2022/08/06 00:00:00","17"
"limpopo","Public Health","2021/09/10 00:00:00","11700"
"free state","Private Health","2022/03/04 00:00:00","1299"
"free state","Public Health","2021/05/27 00:00:00","4200"
"kwazulu-natal","Public Health","2022/01/24 00:00:00","10164"
"limpopo","Private Health","2022/03/16 00:00:00","1463"
"western cape","Public Health","2022/03/29 00:00:00","4965"
"limpopo","Private Health","2021/06/27 00:00:00","1"
"free state","Private Health","2022/10/05 00:00:00","31"
"mpumalanga","Private Health","2021/10/26 00:00:00","2131"
"north west","Public Health","2021/02/26 00:00:00","550"
"free state","Private Health","2022/09/07 00:00:00","54"
"mpumalanga","Private Health","2022/04/14 00:00:00","559"
"western cape","Public Health","2021/10/28 00:00:00","23675"
"mpumalanga","Public Health","2022/06/15 00:00:00","2734"
"mpumalanga","Private Health","2022/03/20 00:00:00","1"
"western cape","Public Health","2021/12/20 00:00:00","4728"
"mpumalanga","Public Health","2022/06/03 00:00:00","3053"
"western cape","Public Health","2021/08/17 00:00:00","25470"
"north west","Public Health","2021/09/14 00:00:00","11988"
"limpopo","Private Health","2022/06/21 00:00:00","371"
"north west","Public Health","2022/05/18 00:00:00","2678"
"northern cape","Private Health","2021/10/11 00:00:00","952"
"free state","Public Health","2022/01/07 00:00:00","5475"
"western cape","Private Health","2021/12/30 00:00:00","2550"
"northern cape","Public Health","2022/05/08 00:00:00","20"
"kwazulu-natal","Private Health","2022/03/03 00:00:00","3743"
"free state","Private Health","2021/03/11 00:00:00","88"
"western cape","Private Health","2022/10/07 00:00:00","45"
"western cape","Public Health","2022/08/27 00:00:00","9"
"kwazulu-natal","Public Health","2021/12/24 00:00:00","1589"
"limpopo","Private Health","2021/08/10 00:00:00","2507"
"mpumalanga","Public Health","2022/10/08 00:00:00","30"
"north west","Public Health","2021/09/22 00:00:00","10592"
"western cape","Public Health","2021/05/19 00:00:00","1778"
"mpumalanga","Public Health","2021/08/21 00:00:00","3106"
"gauteng","Public Health","2021/05/03 00:00:00","948"
"free state","Public Health","2022/03/17 00:00:00","5324"
"gauteng","Public Health","2022/06/18 00:00:00","559"
"limpopo","Public Health","2022/09/21 00:00:00","676"
"western cape","Public Health","2022/06/03 00:00:00","2675"
"limpopo","Private Health","2021/06/24 00:00:00","255"
"north west","Public Health","2022/04/10 00:00:00","973"
"north west","Public Health","2022/01/05 00:00:00","3497"
"free state","Public Health","2021/06/02 00:00:00","5194"
"western cape","Private Health","2021/07/25 00:00:00","720"
"kwazulu-natal","Private Health","2022/03/07 00:00:00","3154"
"free state","Public Health","2021/05/19 00:00:00","520"
"mpumalanga","Public Health","2021/04/08 00:00:00","429"
"free state","Public Health","2021/06/03 00:00:00","4931"
"limpopo","Private Health","2021/08/14 00:00:00","214"
"gauteng","Private Health","2021/12/20 00:00:00","11743"
"free state","Public Health","2021/12/06 00:00:00","7386"
"free state","Private Health","2022/01/16 00:00:00","1"
"limpopo","Private Health","2022/03/05 00:00:00","654"
"northern cape","Public Health","2021/08/05 00:00:00","3837"
"mpumalanga","Private Health","2022/10/03 00:00:00","4"
"north west","Private Health","2022/08/13 00:00:00","37"
"northern cape","Private Health","2022/02/23 00:00:00","457"
"mpumalanga","Private Health","2021/06/06 00:00:00","1"
"gauteng","Private Health","2022/06/02 00:00:00","2716"
"limpopo","Public Health","2021/02/19 00:00:00","75"
"north west","Private Health","2022/04/23 00:00:00","199"
"north west","Private Health","2022/02/03 00:00:00","788"
"limpopo","Public Health","2022/02/13 00:00:00","155"
"north west","Public Health","2021/05/27 00:00:00","2750"
"mpumalanga","Public Health","2021/03/12 00:00:00","167"
"western cape","Public Health","2022/04/21 00:00:00","3367"
"limpopo","Private Health","2022/01/15 00:00:00","517"
"mpumalanga","Private Health","2022/09/05 00:00:00","47"
"free state","Private Health","2022/02/14 00:00:00","884"
"free state","Private Health","2021/10/23 00:00:00","660"
"western cape","Private Health","2022/07/19 00:00:00","369"
"free state","Public Health","2021/07/19 00:00:00","11375"
"gauteng","Public Health","2021/05/11 00:00:00","2571"
"western cape","Private Health","2022/08/14 00:00:00","4"
"free state","Public Health","2021/08/29 00:00:00","1141"
"free state","Private Health","2022/06/25 00:00:00","35"
"eastern cape","Public Health","2021/10/21 00:00:00","18250"
"free state","Private Health","2022/08/09 00:00:00","18"
"western cape","Private Health","2021/03/31 00:00:00","495"
"limpopo","Public Health","2021/09/12 00:00:00","114"
"gauteng","Public Health","2022/07/15 00:00:00","1388"
"gauteng","Public Health","2022/02/25 00:00:00","16683"
"kwazulu-natal","Public Health","2022/01/25 00:00:00","10316"
"north west","Public Health","2022/06/28 00:00:00","862"
"north west","Private Health","2022/01/08 00:00:00","251"
"western cape","Private Health","2021/06/28 00:00:00","3108"
"north west","Private Health","2022/04/29 00:00:00","908"
"north west","Private Health","2021/12/06 00:00:00","2240"
"northern cape","Public Health","2021/09/30 00:00:00","2132"
"northern cape","Public Health","2022/02/02 00:00:00","729"
"kwazulu-natal","Private Health","2022/01/23 00:00:00","441"
"free state","Private Health","2021/07/08 00:00:00","1200"
"eastern cape","Private Health","2021/10/12 00:00:00","3590"
"western cape","Private Health","2022/04/11 00:00:00","2479"
"gauteng","Public Health","2022/07/04 00:00:00","2149"
"limpopo","Private Health","2022/08/02 00:00:00","231"
"north west","Private Health","2022/03/14 00:00:00","1116"
"eastern cape","Public Health","2022/05/21 00:00:00","410"
"eastern cape","Private Health","2022/09/19 00:00:00","25"
"limpopo","Public Health","2021/03/26 00:00:00","563"
"kwazulu-natal","Public Health","2022/06/19 00:00:00","440"
"mpumalanga","Public Health","2021/10/25 00:00:00","8988"
"kwazulu-natal","Private Health","2022/01/07 00:00:00","4004"
"mpumalanga","Public Health","2021/07/24 00:00:00","1089"
"northern cape","Public Health","2022/06/08 00:00:00","1148"
"north west","Private Health","2022/03/11 00:00:00","1386"
"gauteng","Private Health","2021/12/13 00:00:00","14394"
"gauteng","Public Health","2021/03/12 00:00:00","1156"
"kwazulu-natal","Private Health","2022/08/14 00:00:00","4"
"western cape","Public Health","2022/09/05 00:00:00","527"
"north west","Public Health","2021/03/12 00:00:00","211"
"mpumalanga","Public Health","2022/05/08 00:00:00","112"
"northern cape","Private Health","2021/12/16 00:00:00","66"
"limpopo","Private Health","2022/09/18 00:00:00","1"
"limpopo","Public Health","2022/06/22 00:00:00","4428"
"free state","Public Health","2022/08/12 00:00:00","598"
"north west","Private Health","2021/06/01 00:00:00","384"
"eastern cape","Public Health","2021/04/06 00:00:00","962"
"free state","Public Health","2022/03/07 00:00:00","6171"
"eastern cape","Private Health","2022/07/29 00:00:00","192"
"western cape","Public Health","2021/12/04 00:00:00","5390"
"western cape","Public Health","2022/01/25 00:00:00","7371"
"free state","Public Health","2021/10/01 00:00:00","9515"
"western cape","Private Health","2022/01/20 00:00:00","4774"
"kwazulu-natal","Public Health","2021/09/06 00:00:00","18907"
"kwazulu-natal","Private Health","2021/03/16 00:00:00","959"
"limpopo","Private Health","2021/07/27 00:00:00","3943"
"limpopo","Private Health","2021/12/07 00:00:00","2154"
"limpopo","Private Health","2022/04/02 00:00:00","376"
"limpopo","Public Health","2022/06/03 00:00:00","4923"
"mpumalanga","Public Health","2022/10/03 00:00:00","364"
"eastern cape","Public Health","2021/02/19 00:00:00","233"
"gauteng","Private Health","2021/12/05 00:00:00","1804"
"eastern cape","Public Health","2021/07/29 00:00:00","21965"
"gauteng","Private Health","2022/09/03 00:00:00","465"
"eastern cape","Private Health","2021/12/16 00:00:00","263"
"free state","Private Health","2022/06/24 00:00:00","258"
"western cape","Public Health","2021/03/19 00:00:00","352"
"eastern cape","Private Health","2021/06/28 00:00:00","1430"
"eastern cape","Private Health","2021/03/23 00:00:00","251"
"limpopo","Public Health","2022/04/28 00:00:00","7456"
"northern cape","Public Health","2022/02/23 00:00:00","1083"
"kwazulu-natal","Private Health","2022/07/19 00:00:00","220"
"northern cape","Private Health","2022/02/25 00:00:00","543"
"western cape","Public Health","2021/11/20 00:00:00","2129"
"gauteng","Public Health","2021/05/05 00:00:00","1657"
"western cape","Private Health","2021/02/20 00:00:00","733"
"eastern cape","Public Health","2022/05/24 00:00:00","8512"
"mpumalanga","Private Health","2021/10/19 00:00:00","2359"
"limpopo","Public Health","2021/07/15 00:00:00","23837"
"eastern cape","Public Health","2022/03/31 00:00:00","7109"
"kwazulu-natal","Public Health","2022/03/19 00:00:00","1644"
"mpumalanga","Private Health","2022/02/12 00:00:00","208"
"free state","Private Health","2022/05/25 00:00:00","663"
"gauteng","Public Health","2022/09/21 00:00:00","1006"
"kwazulu-natal","Public Health","2022/08/12 00:00:00","2012"
"free state","Public Health","2021/06/04 00:00:00","5515"
"kwazulu-natal","Public Health","2021/12/01 00:00:00","16195"
"north west","Private Health","2022/04/25 00:00:00","1036"
"eastern cape","Public Health","2021/09/23 00:00:00","16479"
"eastern cape","Public Health","2022/07/07 00:00:00","2158"
"northern cape","Private Health","2022/06/27 00:00:00","52"
"free state","Public Health","2022/05/20 00:00:00","2390"
"mpumalanga","Public Health","2022/04/21 00:00:00","4415"
"gauteng","Private Health","2021/12/14 00:00:00","15181"
"gauteng","Private Health","2021/08/27 00:00:00","40694"
"mpumalanga","Public Health","2022/01/06 00:00:00","4472"
"northern cape","Private Health","2021/12/04 00:00:00","301"
"limpopo","Private Health","2021/08/01 00:00:00","5"
"mpumalanga","Private Health","2021/05/13 00:00:00","1"
"north west","Private Health","2022/09/01 00:00:00","32"
"gauteng","Private Health","2022/05/03 00:00:00","5532"
"kwazulu-natal","Private Health","2021/08/17 00:00:00","7280"
"eastern cape","Private Health","2022/10/04 00:00:00","19"
"kwazulu-natal","Public Health","2022/03/15 00:00:00","9470"
"north west","Public Health","2022/04/09 00:00:00","1388"
"eastern cape","Public Health","2022/06/13 00:00:00","4621"
"gauteng","Private Health","2021/08/23 00:00:00","34015"
"free state","Public Health","2021/10/03 00:00:00","3275"
"north west","Public Health","2021/12/23 00:00:00","1934"
"north west","Private Health","2021/06/09 00:00:00","172"
"gauteng","Public Health","2022/04/14 00:00:00","6179"
"eastern cape","Private Health","2022/05/25 00:00:00","661"
"north west","Public Health","2022/04/30 00:00:00","938"
"north west","Private Health","2021/09/20 00:00:00","3867"
"gauteng","Private Health","2021/07/20 00:00:00","27438"
"limpopo","Public Health","2022/08/02 00:00:00","1125"
"eastern cape","Private Health","2021/03/04 00:00:00","351"
"western cape","Public Health","2021/10/26 00:00:00","23270"
"northern cape","Public Health","2021/03/29 00:00:00","204"
"north west","Public Health","2022/07/15 00:00:00","378"
"north west","Public Health","2021/10/12 00:00:00","9856"
"free state","Private Health","2022/07/15 00:00:00","100"
"northern cape","Private Health","2022/05/29 00:00:00","64"
"limpopo","Public Health","2022/04/10 00:00:00","234"
"western cape","Public Health","2021/04/07 00:00:00","990"
"eastern cape","Public Health","2021/08/28 00:00:00","2372"
"north west","Private Health","2022/01/10 00:00:00","1595"
"north west","Public Health","2022/04/07 00:00:00","3950"
"limpopo","Public Health","2021/06/14 00:00:00","18273"
"free state","Public Health","2022/04/04 00:00:00","3172"
"north west","Private Health","2021/12/19 00:00:00","12"
"limpopo","Private Health","2021/08/02 00:00:00","2971"
"kwazulu-natal","Public Health","2021/10/26 00:00:00","19851"
"gauteng","Public Health","2021/06/16 00:00:00","65"
"western cape","Private Health","2022/01/22 00:00:00","1153"
"gauteng","Public Health","2022/06/28 00:00:00","2582"
"gauteng","Private Health","2022/09/06 00:00:00","341"
"eastern cape","Private Health","2022/04/28 00:00:00","1084"
"western cape","Public Health","2021/06/13 00:00:00","1"
"kwazulu-natal","Private Health","2022/07/24 00:00:00","1"
"eastern cape","Public Health","2021/09/30 00:00:00","11191"
"free state","Public Health","2021/02/19 00:00:00","287"
"eastern cape","Public Health","2021/10/07 00:00:00","18237"
"north west","Public Health","2022/04/12 00:00:00","3535"
"limpopo","Private Health","2021/07/17 00:00:00","290"
"limpopo","Private Health","2021/10/29 00:00:00","3291"
"kwazulu-natal","Private Health","2022/08/17 00:00:00","130"
"gauteng","Private Health","2022/09/30 00:00:00","380"
"mpumalanga","Public Health","2021/03/06 00:00:00","1"
"north west","Private Health","2022/07/24 00:00:00","4"
"free state","Private Health","2021/03/08 00:00:00","56"
"western cape","Public Health","2021/02/28 00:00:00","902"
"kwazulu-natal","Public Health","2021/05/01 00:00:00","648"
"eastern cape","Private Health","2021/11/25 00:00:00","2515"
"western cape","Public Health","2022/09/07 00:00:00","543"
"western cape","Public Health","2021/03/12 00:00:00","938"
"kwazulu-natal","Private Health","2021/08/14 00:00:00","1892"
"north west","Private Health","2021/12/24 00:00:00","434"
"limpopo","Public Health","2021/11/17 00:00:00","10553"
"gauteng","Private Health","2021/09/10 00:00:00","38807"
"gauteng","Public Health","2021/06/07 00:00:00","12647"
"limpopo","Public Health","2021/05/25 00:00:00","7388"
"gauteng","Private Health","2021/08/16 00:00:00","21805"
"kwazulu-natal","Public Health","2022/09/20 00:00:00","697"
"northern cape","Public Health","2021/02/17 00:00:00","20"
"gauteng","Public Health","2022/08/09 00:00:00","57"
"gauteng","Public Health","2022/06/26 00:00:00","46"
"northern cape","Private Health","2021/12/13 00:00:00","559"
"limpopo","Private Health","2021/03/02 00:00:00","1"
"limpopo","Public Health","2021/10/20 00:00:00","26107"
"northern cape","Private Health","2021/03/05 00:00:00","20"
"kwazulu-natal","Private Health","2022/03/10 00:00:00","2758"
"northern cape","Public Health","2021/02/20 00:00:00","89"
"eastern cape","Public Health","2021/06/10 00:00:00","7611"
"free state","Private Health","2021/10/28 00:00:00","2514"
"gauteng","Private Health","2021/09/25 00:00:00","6426"
"free state","Public Health","2021/10/08 00:00:00","9912"
"free state","Private Health","2021/12/06 00:00:00","1965"
"north west","Private Health","2021/03/09 00:00:00","150"
"free state","Public Health","2022/02/06 00:00:00","1"
"eastern cape","Public Health","2022/06/29 00:00:00","2496"
"kwazulu-natal","Public Health","2022/03/17 00:00:00","10592"
"eastern cape","Private Health","2022/05/13 00:00:00","1044"
"northern cape","Public Health","2022/02/08 00:00:00","669"
"free state","Public Health","2021/08/04 00:00:00","8314"
"north west","Private Health","2022/05/08 00:00:00","1"
"kwazulu-natal","Private Health","2021/08/18 00:00:00","7950"
"free state","Private Health","2021/06/25 00:00:00","578"
"northern cape","Public Health","2021/12/29 00:00:00","428"
"north west","Private Health","2022/04/17 00:00:00","13"
"north west","Public Health","2021/10/31 00:00:00","4170"
"mpumalanga","Public Health","2021/02/17 00:00:00","2"
"kwazulu-natal","Public Health","2022/05/09 00:00:00","8376"
"north west","Private Health","2021/12/23 00:00:00","778"
"eastern cape","Public Health","2022/08/03 00:00:00","2896"
"northern cape","Private Health","2021/10/16 00:00:00","402"
"northern cape","Public Health","2021/09/21 00:00:00","3754"
"eastern cape","Private Health","2022/03/19 00:00:00","589"
"gauteng","Private Health","2022/09/19 00:00:00","263"
"mpumalanga","Public Health","2021/07/09 00:00:00","6849"
"eastern cape","Public Health","2021/05/07 00:00:00","1841"
"limpopo","Private Health","2021/08/07 00:00:00","96"
"north west","Public Health","2022/01/25 00:00:00","4105"
"northern cape","Private Health","2021/08/04 00:00:00","694"
"north west","Public Health","2021/11/21 00:00:00","3317"
"limpopo","Public Health","2021/03/11 00:00:00","461"
"northern cape","Private Health","2022/03/25 00:00:00","537"
"western cape","Private Health","2022/08/23 00:00:00","206"
"kwazulu-natal","Private Health","2022/09/04 00:00:00","1"
"free state","Public Health","2021/11/21 00:00:00","161"
"western cape","Public Health","2022/07/17 00:00:00","4"
"kwazulu-natal","Public Health","2022/09/26 00:00:00","901"
"kwazulu-natal","Private Health","2022/07/20 00:00:00","230"
"eastern cape","Public Health","2021/08/25 00:00:00","34024"
"limpopo","Public Health","2021/10/25 00:00:00","20128"
"limpopo","Public Health","2022/03/15 00:00:00","6754"
"gauteng","Public Health","2021/08/22 00:00:00","2995"
"western cape","Public Health","2021/09/30 00:00:00","18500"
"limpopo","Public Health","2021/10/18 00:00:00","17708"
