"vaccine_rollout_phase","province","district","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","free state","Xhariep DM","Public Health","Female","4266","1197","5463"
"National","free state","Xhariep DM","Public Health","Male","3492","816","4308"
"National","gauteng","Ekurhuleni MM","Private Health","Female","10778","6570","17348"
"National","gauteng","Ekurhuleni MM","Private Health","Male","9948","5612","15560"
"National","gauteng","Ekurhuleni MM","Public Health","Female","40783","15285","56068"
"National","gauteng","Ekurhuleni MM","Public Health","Male","32276","11182","43458"
"National","gauteng","Johannesburg MM","Private Health","Female","25332","13703","39035"
"National","gauteng","Johannesburg MM","Private Health","Male","23132","11907","35039"
"National","gauteng","Johannesburg MM","Public Health","Female","46326","16810","63136"
"National","gauteng","Johannesburg MM","Public Health","Male","37513","13123","50636"
"National","gauteng","Sedibeng DM","Private Health","Female","1587","1013","2600"
"National","gauteng","Sedibeng DM","Private Health","Male","1427","694","2121"
"National","gauteng","Sedibeng DM","Public Health","Female","13756","5891","19647"
"National","gauteng","Sedibeng DM","Public Health","Male","10847","4535","15382"
"National","gauteng","Tshwane MM","Private Health","Female","11487","6612","18099"
"National","gauteng","Tshwane MM","Private Health","Male","10917","5972","16889"
"National","gauteng","Tshwane MM","Public Health","Female","39904","18603","58507"
"National","gauteng","Tshwane MM","Public Health","Male","30812","13069","43881"
"National","gauteng","West Rand DM","Private Health","Female","2182","1504","3686"
"National","gauteng","West Rand DM","Private Health","Male","1817","1225","3042"
"National","gauteng","West Rand DM","Public Health","Female","17435","8794","26229"
"National","gauteng","West Rand DM","Public Health","Male","14276","6576","20852"
"National","kwazulu-natal","Amajuba DM","Private Health","Female","210","71","281"
"National","kwazulu-natal","Amajuba DM","Private Health","Male","184","57","241"
"National","kwazulu-natal","Amajuba DM","Public Health","Female","6527","2829","9356"
"National","kwazulu-natal","Amajuba DM","Public Health","Male","4215","1742","5957"
"National","kwazulu-natal","eThekwini MM","Private Health","Female","11776","6927","18703"
"National","kwazulu-natal","eThekwini MM","Private Health","Male","10967","6139","17106"
"National","kwazulu-natal","eThekwini MM","Public Health","Female","14479","5550","20029"
"National","kwazulu-natal","eThekwini MM","Public Health","Male","11798","4436","16234"
"National","kwazulu-natal","Harry Gwala DM","Private Health","Female","356","165","521"
"National","kwazulu-natal","Harry Gwala DM","Private Health","Male","344","135","479"
"National","kwazulu-natal","Harry Gwala DM","Public Health","Female","12965","7731","20696"
"National","kwazulu-natal","Harry Gwala DM","Public Health","Male","10148","5620","15768"
"National","kwazulu-natal","iLembe DM","Private Health","Female","543","330","873"
"National","kwazulu-natal","iLembe DM","Private Health","Male","479","277","756"
"National","kwazulu-natal","iLembe DM","Public Health","Female","8325","4138","12463"
"National","kwazulu-natal","iLembe DM","Public Health","Male","4922","2212","7134"
"National","kwazulu-natal","King Cetshwayo DM","Private Health","Female","328","131","459"
"National","kwazulu-natal","King Cetshwayo DM","Private Health","Male","305","93","398"
"National","kwazulu-natal","King Cetshwayo DM","Public Health","Female","12361","5041","17402"
"National","kwazulu-natal","King Cetshwayo DM","Public Health","Male","8027","3078","11105"
"National","kwazulu-natal","Ugu DM","Private Health","Female","899","557","1456"
"National","kwazulu-natal","Ugu DM","Private Health","Male","714","424","1138"
"National","kwazulu-natal","Ugu DM","Public Health","Female","12359","5145","17504"
"National","kwazulu-natal","Ugu DM","Public Health","Male","7983","2770","10753"
"National","kwazulu-natal","uMgungundlovu DM","Private Health","Female","1608","839","2447"
"National","kwazulu-natal","uMgungundlovu DM","Private Health","Male","1495","761","2256"
"National","kwazulu-natal","uMgungundlovu DM","Public Health","Female","12565","4949","17514"
"National","kwazulu-natal","uMgungundlovu DM","Public Health","Male","8742","3061","11803"
"National","kwazulu-natal","Umkhanyakude DM","Private Health","Female","21","5","26"
"National","kwazulu-natal","Umkhanyakude DM","Private Health","Male","25","7","32"
"National","kwazulu-natal","Umkhanyakude DM","Public Health","Female","20450","10312","30762"
"National","kwazulu-natal","Umkhanyakude DM","Public Health","Male","12963","5422","18385"
"National","kwazulu-natal","Umzinyathi DM","Private Health","Female","57","18","75"
"National","kwazulu-natal","Umzinyathi DM","Private Health","Male","33","13","46"
"National","kwazulu-natal","Umzinyathi DM","Public Health","Female","14850","6322","21172"
"National","kwazulu-natal","Umzinyathi DM","Public Health","Male","9152","3441","12593"
"National","kwazulu-natal","Uthukela DM","Private Health","Female","282","121","403"
"National","kwazulu-natal","Uthukela DM","Private Health","Male","181","76","257"
"National","kwazulu-natal","Uthukela DM","Public Health","Female","15249","6879","22128"
"National","kwazulu-natal","Uthukela DM","Public Health","Male","10302","4034","14336"
"National","kwazulu-natal","Zululand DM","Private Health","Female","60","7","67"
"National","kwazulu-natal","Zululand DM","Private Health","Male","45","4","49"
"National","kwazulu-natal","Zululand DM","Public Health","Female","24109","12850","36959"
"National","kwazulu-natal","Zululand DM","Public Health","Male","17329","8122","25451"
"National","limpopo","Capricorn DM","Private Health","Female","2591","1394","3985"
"National","limpopo","Capricorn DM","Private Health","Male","2121","1046","3167"
"National","limpopo","Capricorn DM","Public Health","Female","34063","13964","48027"
"National","limpopo","Capricorn DM","Public Health","Male","29403","10523","39926"
"National","limpopo","Mopani DM","Private Health","Female","963","476","1439"
"National","limpopo","Mopani DM","Private Health","Male","841","397","1238"
"National","limpopo","Mopani DM","Public Health","Female","36258","12467","48725"
"National","limpopo","Mopani DM","Public Health","Male","29813","8936","38749"
"National","limpopo","Sekhukhune DM","Private Health","Female","881","460","1341"
"National","limpopo","Sekhukhune DM","Private Health","Male","887","359","1246"
"National","limpopo","Sekhukhune DM","Public Health","Female","25543","9592","35135"
"National","limpopo","Sekhukhune DM","Public Health","Male","25020","8093","33113"
"National","limpopo","Vhembe DM","Private Health","Female","5870","2487","8357"
"National","limpopo","Vhembe DM","Private Health","Male","4039","1462","5501"
"National","limpopo","Vhembe DM","Public Health","Female","32405","10277","42682"
"National","limpopo","Vhembe DM","Public Health","Male","26962","7340","34302"
"National","limpopo","Waterberg DM","Private Health","Female","1242","510","1752"
"National","limpopo","Waterberg DM","Private Health","Male","1123","435","1558"
"National","limpopo","Waterberg DM","Public Health","Female","16406","6461","22867"
"National","limpopo","Waterberg DM","Public Health","Male","13632","4737","18369"
"National","mpumalanga","Ehlanzeni DM","Private Health","Female","2020","943","2963"
"National","mpumalanga","Ehlanzeni DM","Private Health","Male","1720","842","2562"
"National","mpumalanga","Ehlanzeni DM","Public Health","Female","45935","18669","64604"
"National","mpumalanga","Ehlanzeni DM","Public Health","Male","34928","12055","46983"
"National","mpumalanga","G Sibande DM","Private Health","Female","698","270","968"
"National","mpumalanga","G Sibande DM","Private Health","Male","592","247","839"
"National","mpumalanga","G Sibande DM","Public Health","Female","15474","5980","21454"
"National","mpumalanga","G Sibande DM","Public Health","Male","11917","4050","15967"
"National","mpumalanga","Nkangala DM","Private Health","Female","1059","441","1500"
"National","mpumalanga","Nkangala DM","Private Health","Male","1010","398","1408"
"National","mpumalanga","Nkangala DM","Public Health","Female","16094","6171","22265"
"National","mpumalanga","Nkangala DM","Public Health","Male","16779","5158","21937"
"National","northern cape","Frances Baard DM","Private Health","Female","1237","620","1857"
"National","northern cape","Frances Baard DM","Private Health","Male","1180","508","1688"
"National","northern cape","Frances Baard DM","Public Health","Female","6395","3093","9488"
"National","northern cape","Frances Baard DM","Public Health","Male","5166","2312","7478"
"National","northern cape","J T Gaetsewe DM","Private Health","Female","315","197","512"
"National","northern cape","J T Gaetsewe DM","Private Health","Male","273","144","417"
"National","northern cape","J T Gaetsewe DM","Public Health","Female","3145","1120","4265"
"National","northern cape","J T Gaetsewe DM","Public Health","Male","2401","841","3242"
"National","northern cape","Namakwa DM","Private Health","Female","168","98","266"
"National","northern cape","Namakwa DM","Private Health","Male","153","71","224"
"National","northern cape","Namakwa DM","Public Health","Female","1550","570","2120"
"National","northern cape","Namakwa DM","Public Health","Male","1232","434","1666"
"National","northern cape","Pixley ka Seme DM","Public Health","Female","3617","1599","5216"
"National","northern cape","Pixley ka Seme DM","Public Health","Male","2754","1143","3897"
"National","northern cape","ZF Mgcawu DM","Private Health","Female","317","110","427"
"National","northern cape","ZF Mgcawu DM","Private Health","Male","265","76","341"
"National","northern cape","ZF Mgcawu DM","Public Health","Female","3640","1522","5162"
"National","northern cape","ZF Mgcawu DM","Public Health","Male","2882","1067","3949"
"National","north west","Bojanala Platinum DM","Private Health","Female","2448","1174","3622"
"National","north west","Bojanala Platinum DM","Private Health","Male","2227","972","3199"
"National","north west","Bojanala Platinum DM","Public Health","Female","29882","12312","42194"
"National","north west","Bojanala Platinum DM","Public Health","Male","24573","8953","33526"
"National","north west","Dr K Kaunda DM","Private Health","Female","1353","660","2013"
"National","north west","Dr K Kaunda DM","Private Health","Male","1151","533","1684"
"National","north west","Dr K Kaunda DM","Public Health","Female","12644","4439","17083"
"National","north west","Dr K Kaunda DM","Public Health","Male","10297","3324","13621"
"National","north west","Ngaka Modiri Molema DM","Private Health","Female","907","375","1282"
"National","north west","Ngaka Modiri Molema DM","Private Health","Male","813","362","1175"
"National","north west","Ngaka Modiri Molema DM","Public Health","Female","20529","7118","27647"
"National","north west","Ngaka Modiri Molema DM","Public Health","Male","17038","5113","22151"
"National","north west","Ruth Segomotsi Mompati DM","Private Health","Female","242","132","374"
"National","north west","Ruth Segomotsi Mompati DM","Private Health","Male","332","119","451"
"National","north west","Ruth Segomotsi Mompati DM","Public Health","Female","13213","3776","16989"
"National","north west","Ruth Segomotsi Mompati DM","Public Health","Male","11667","3005","14672"
"National","western cape","Cape Town MM","Private Health","Female","16813","9288","26101"
"National","western cape","Cape Town MM","Private Health","Male","15253","8091","23344"
"National","western cape","Cape Town MM","Public Health","Female","29624","10621","40245"
"National","western cape","Cape Town MM","Public Health","Male","25024","9103","34127"
"National","western cape","Cape Winelands DM","Private Health","Female","2927","1577","4504"
"National","western cape","Cape Winelands DM","Private Health","Male","2626","1372","3998"
"National","western cape","Cape Winelands DM","Public Health","Female","6366","2462","8828"
"National","western cape","Cape Winelands DM","Public Health","Male","5470","1978","7448"
"National","western cape","Central Karoo DM","Private Health","Female","71","42","113"
"National","western cape","Central Karoo DM","Private Health","Male","61","27","88"
"National","western cape","Central Karoo DM","Public Health","Female","747","343","1090"
"National","western cape","Central Karoo DM","Public Health","Male","571","255","826"
"National","western cape","Garden Route DM","Private Health","Female","1121","622","1743"
"National","western cape","Garden Route DM","Private Health","Male","1012","525","1537"
"National","western cape","Garden Route DM","Public Health","Female","5180","1944","7124"
"National","western cape","Garden Route DM","Public Health","Male","4340","1453","5793"
"National","western cape","Overberg DM","Private Health","Female","545","285","830"
"National","western cape","Overberg DM","Private Health","Male","484","224","708"
"National","western cape","Overberg DM","Public Health","Female","2483","719","3202"
"National","western cape","Overberg DM","Public Health","Male","1908","552","2460"
"National","western cape","West Coast DM","Private Health","Female","863","448","1311"
"National","western cape","West Coast DM","Private Health","Male","836","396","1232"
"National","western cape","West Coast DM","Public Health","Female","3325","1391","4716"
"National","western cape","West Coast DM","Public Health","Male","2817","1016","3833"
