"vaccine_rollout_phase","province","district","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","gauteng","Ekurhuleni MM","Public Health","Female","40980","15330","56310"
"National","gauteng","Ekurhuleni MM","Public Health","Male","32394","11171","43565"
"National","gauteng","Johannesburg MM","Private Health","Female","25468","13792","39260"
"National","gauteng","Johannesburg MM","Private Health","Male","23259","11958","35217"
"National","gauteng","Johannesburg MM","Public Health","Female","46529","16866","63395"
"National","gauteng","Johannesburg MM","Public Health","Male","37649","13140","50789"
"National","gauteng","Sedibeng DM","Private Health","Female","1606","1022","2628"
"National","gauteng","Sedibeng DM","Private Health","Male","1437","698","2135"
"National","gauteng","Sedibeng DM","Public Health","Female","13832","5923","19755"
"National","gauteng","Sedibeng DM","Public Health","Male","10883","4545","15428"
"National","gauteng","Tshwane MM","Private Health","Female","11569","6652","18221"
"National","gauteng","Tshwane MM","Private Health","Male","11007","6009","17016"
"National","gauteng","Tshwane MM","Public Health","Female","39902","18594","58496"
"National","gauteng","Tshwane MM","Public Health","Male","30811","13032","43843"
"National","gauteng","West Rand DM","Private Health","Female","2200","1515","3715"
"National","gauteng","West Rand DM","Private Health","Male","1826","1230","3056"
"National","gauteng","West Rand DM","Public Health","Female","17497","8797","26294"
"National","gauteng","West Rand DM","Public Health","Male","14322","6576","20898"
"National","kwazulu-natal","Amajuba DM","Private Health","Female","213","72","285"
"National","kwazulu-natal","Amajuba DM","Private Health","Male","184","57","241"
"National","kwazulu-natal","Amajuba DM","Public Health","Female","6564","2831","9395"
"National","kwazulu-natal","Amajuba DM","Public Health","Male","4235","1750","5985"
"National","kwazulu-natal","eThekwini MM","Private Health","Female","11878","7001","18879"
"National","kwazulu-natal","eThekwini MM","Private Health","Male","11036","6175","17211"
"National","kwazulu-natal","eThekwini MM","Public Health","Female","14472","5520","19992"
"National","kwazulu-natal","eThekwini MM","Public Health","Male","11792","4428","16220"
"National","kwazulu-natal","Harry Gwala DM","Private Health","Female","360","167","527"
"National","kwazulu-natal","Harry Gwala DM","Private Health","Male","346","136","482"
"National","kwazulu-natal","Harry Gwala DM","Public Health","Female","13018","7746","20764"
"National","kwazulu-natal","Harry Gwala DM","Public Health","Male","10186","5617","15803"
"National","kwazulu-natal","iLembe DM","Private Health","Female","549","334","883"
"National","kwazulu-natal","iLembe DM","Private Health","Male","483","280","763"
"National","kwazulu-natal","iLembe DM","Public Health","Female","8373","4158","12531"
"National","kwazulu-natal","iLembe DM","Public Health","Male","4945","2212","7157"
"National","kwazulu-natal","King Cetshwayo DM","Private Health","Female","331","135","466"
"National","kwazulu-natal","King Cetshwayo DM","Private Health","Male","310","95","405"
"National","kwazulu-natal","King Cetshwayo DM","Public Health","Female","12432","5068","17500"
"National","kwazulu-natal","King Cetshwayo DM","Public Health","Male","8067","3096","11163"
"National","kwazulu-natal","Ugu DM","Private Health","Female","900","558","1458"
"National","kwazulu-natal","Ugu DM","Private Health","Male","716","427","1143"
"National","kwazulu-natal","Ugu DM","Public Health","Female","12408","5138","17546"
"National","kwazulu-natal","Ugu DM","Public Health","Male","8009","2743","10752"
"National","kwazulu-natal","uMgungundlovu DM","Private Health","Female","1622","845","2467"
"National","kwazulu-natal","uMgungundlovu DM","Private Health","Male","1507","766","2273"
"National","kwazulu-natal","uMgungundlovu DM","Public Health","Female","12526","4940","17466"
"National","kwazulu-natal","uMgungundlovu DM","Public Health","Male","8710","3037","11747"
"National","kwazulu-natal","Umkhanyakude DM","Private Health","Female","21","5","26"
"National","kwazulu-natal","Umkhanyakude DM","Private Health","Male","26","7","33"
"National","kwazulu-natal","Umkhanyakude DM","Public Health","Female","20527","10309","30836"
"National","kwazulu-natal","Umkhanyakude DM","Public Health","Male","13029","5419","18448"
"National","kwazulu-natal","Umzinyathi DM","Private Health","Female","59","19","78"
"National","kwazulu-natal","Umzinyathi DM","Private Health","Male","34","14","48"
"National","kwazulu-natal","Umzinyathi DM","Public Health","Female","14920","6344","21264"
"National","kwazulu-natal","Umzinyathi DM","Public Health","Male","9219","3456","12675"
"National","kwazulu-natal","Uthukela DM","Private Health","Female","283","121","404"
"National","kwazulu-natal","Uthukela DM","Private Health","Male","184","77","261"
"National","kwazulu-natal","Uthukela DM","Public Health","Female","15334","6907","22241"
"National","kwazulu-natal","Uthukela DM","Public Health","Male","10357","4050","14407"
"National","kwazulu-natal","Zululand DM","Private Health","Female","60","7","67"
"National","kwazulu-natal","Zululand DM","Private Health","Male","47","4","51"
"National","kwazulu-natal","Zululand DM","Public Health","Female","24230","12906","37136"
"National","kwazulu-natal","Zululand DM","Public Health","Male","17418","8151","25569"
"National","limpopo","Capricorn DM","Private Health","Female","2609","1402","4011"
"National","limpopo","Capricorn DM","Private Health","Male","2135","1057","3192"
"National","limpopo","Capricorn DM","Public Health","Female","33953","13822","47775"
"National","limpopo","Capricorn DM","Public Health","Male","29310","10405","39715"
"National","limpopo","Mopani DM","Private Health","Female","973","480","1453"
"National","limpopo","Mopani DM","Private Health","Male","848","402","1250"
"National","limpopo","Mopani DM","Public Health","Female","36064","12203","48267"
"National","limpopo","Mopani DM","Public Health","Male","29644","8710","38354"
"National","limpopo","Sekhukhune DM","Private Health","Female","873","452","1325"
"National","limpopo","Sekhukhune DM","Private Health","Male","866","345","1211"
"National","limpopo","Sekhukhune DM","Public Health","Female","25401","9565","34966"
"National","limpopo","Sekhukhune DM","Public Health","Male","25020","8105","33125"
"National","limpopo","Vhembe DM","Private Health","Female","5921","2507","8428"
"National","limpopo","Vhembe DM","Private Health","Male","4061","1472","5533"
"National","limpopo","Vhembe DM","Public Health","Female","32409","10301","42710"
"National","limpopo","Vhembe DM","Public Health","Male","26959","7354","34313"
"National","limpopo","Waterberg DM","Private Health","Female","1256","515","1771"
"National","limpopo","Waterberg DM","Private Health","Male","1137","439","1576"
"National","limpopo","Waterberg DM","Public Health","Female","16386","6436","22822"
"National","limpopo","Waterberg DM","Public Health","Male","13614","4707","18321"
"National","mpumalanga","Ehlanzeni DM","Private Health","Female","2033","949","2982"
"National","mpumalanga","Ehlanzeni DM","Private Health","Male","1730","844","2574"
"National","mpumalanga","Ehlanzeni DM","Public Health","Female","45673","18079","63752"
"National","mpumalanga","Ehlanzeni DM","Public Health","Male","34671","11558","46229"
"National","mpumalanga","G Sibande DM","Private Health","Female","704","273","977"
"National","mpumalanga","G Sibande DM","Private Health","Male","594","249","843"
"National","mpumalanga","G Sibande DM","Public Health","Female","15475","5965","21440"
"National","mpumalanga","G Sibande DM","Public Health","Male","11903","4055","15958"
"National","mpumalanga","Nkangala DM","Private Health","Female","1064","442","1506"
"National","mpumalanga","Nkangala DM","Private Health","Male","1017","401","1418"
"National","mpumalanga","Nkangala DM","Public Health","Female","16177","6196","22373"
"National","mpumalanga","Nkangala DM","Public Health","Male","16908","5192","22100"
"National","northern cape","Frances Baard DM","Private Health","Female","1246","623","1869"
"National","northern cape","Frances Baard DM","Private Health","Male","1183","509","1692"
"National","northern cape","Frances Baard DM","Public Health","Female","6338","2925","9263"
"National","northern cape","Frances Baard DM","Public Health","Male","5082","2206","7288"
"National","northern cape","J T Gaetsewe DM","Private Health","Female","319","199","518"
"National","northern cape","J T Gaetsewe DM","Private Health","Male","277","144","421"
"National","northern cape","J T Gaetsewe DM","Public Health","Female","3098","1125","4223"
"National","northern cape","J T Gaetsewe DM","Public Health","Male","2384","842","3226"
"National","northern cape","Namakwa DM","Private Health","Female","168","98","266"
"National","northern cape","Namakwa DM","Private Health","Male","154","71","225"
"National","northern cape","Namakwa DM","Public Health","Female","1554","572","2126"
"National","northern cape","Namakwa DM","Public Health","Male","1241","437","1678"
"National","northern cape","Pixley ka Seme DM","Public Health","Female","3631","1607","5238"
"National","northern cape","Pixley ka Seme DM","Public Health","Male","2767","1148","3915"
"National","northern cape","ZF Mgcawu DM","Private Health","Female","320","110","430"
"National","northern cape","ZF Mgcawu DM","Private Health","Male","266","78","344"
"National","northern cape","ZF Mgcawu DM","Public Health","Female","3546","1490","5036"
"National","northern cape","ZF Mgcawu DM","Public Health","Male","2823","1062","3885"
"National","north west","Bojanala Platinum DM","Private Health","Female","2468","1187","3655"
"National","north west","Bojanala Platinum DM","Private Health","Male","2242","980","3222"
"National","north west","Bojanala Platinum DM","Public Health","Female","29911","12316","42227"
"National","north west","Bojanala Platinum DM","Public Health","Male","24545","8939","33484"
"National","north west","Dr K Kaunda DM","Private Health","Female","1363","664","2027"
"National","north west","Dr K Kaunda DM","Private Health","Male","1157","536","1693"
"National","north west","Dr K Kaunda DM","Public Health","Female","12695","4460","17155"
"National","north west","Dr K Kaunda DM","Public Health","Male","10336","3327","13663"
"National","north west","Ngaka Modiri Molema DM","Private Health","Female","913","377","1290"
"National","north west","Ngaka Modiri Molema DM","Private Health","Male","817","365","1182"
"National","north west","Ngaka Modiri Molema DM","Public Health","Female","20612","7105","27717"
"National","north west","Ngaka Modiri Molema DM","Public Health","Male","17101","5103","22204"
"National","north west","Ruth Segomotsi Mompati DM","Private Health","Female","245","134","379"
"National","north west","Ruth Segomotsi Mompati DM","Private Health","Male","336","119","455"
"National","north west","Ruth Segomotsi Mompati DM","Public Health","Female","13281","3793","17074"
"National","north west","Ruth Segomotsi Mompati DM","Public Health","Male","11713","3010","14723"
"National","western cape","Cape Town MM","Private Health","Female","16942","9355","26297"
"National","western cape","Cape Town MM","Private Health","Male","15363","8148","23511"
"National","western cape","Cape Town MM","Public Health","Female","29758","10548","40306"
"National","western cape","Cape Town MM","Public Health","Male","25094","9039","34133"
"National","western cape","Cape Winelands DM","Private Health","Female","2944","1588","4532"
"National","western cape","Cape Winelands DM","Private Health","Male","2658","1392","4050"
"National","western cape","Cape Winelands DM","Public Health","Female","6332","2420","8752"
"National","western cape","Cape Winelands DM","Public Health","Male","5434","1924","7358"
"National","western cape","Central Karoo DM","Private Health","Female","72","42","114"
"National","western cape","Central Karoo DM","Private Health","Male","61","27","88"
"National","western cape","Central Karoo DM","Public Health","Female","755","344","1099"
"National","western cape","Central Karoo DM","Public Health","Male","576","258","834"
"National","western cape","Garden Route DM","Private Health","Female","1126","626","1752"
"National","western cape","Garden Route DM","Private Health","Male","1024","530","1554"
"National","western cape","Garden Route DM","Public Health","Female","5196","1911","7107"
"National","western cape","Garden Route DM","Public Health","Male","4339","1414","5753"
"National","western cape","Overberg DM","Private Health","Female","549","288","837"
"National","western cape","Overberg DM","Private Health","Male","487","226","713"
"National","western cape","Overberg DM","Public Health","Female","2494","725","3219"
"National","western cape","Overberg DM","Public Health","Male","1917","558","2475"
"National","western cape","West Coast DM","Private Health","Female","873","453","1326"
"National","western cape","West Coast DM","Private Health","Male","847","400","1247"
"National","western cape","West Coast DM","Public Health","Female","3318","1267","4585"
"National","western cape","West Coast DM","Public Health","Male","2809","930","3739"
