"vaccine_manufacturer","province","district","age_group","total_number_fully_vaccinated"
"Pfizer","western cape","Cape Town MM","12-17 Years","37090"
"Pfizer","western cape","Cape Town MM","Adults","1306600"
"Pfizer","western cape","Cape Winelands DM","12-17 Years","7324"
"Pfizer","western cape","Cape Winelands DM","Adults","235137"
"Pfizer","western cape","Central Karoo DM","12-17 Years","671"
"Pfizer","western cape","Central Karoo DM","Adults","14464"
"Pfizer","western cape","Garden Route DM","12-17 Years","4481"
"Pfizer","western cape","Garden Route DM","Adults","148578"
"Pfizer","western cape","Overberg DM","12-17 Years","1797"
"Pfizer","western cape","Overberg DM","Adults","79762"
"Pfizer","western cape","West Coast DM","12-17 Years","3050"
"Pfizer","western cape","West Coast DM","Adults","90074"
