"vaccine_manufacturer","province","district","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","northern cape","ZF Mgcawu DM","Adults","59451"
"Janssen Vaccines & Prevention B.V","north west","Bojanala Platinum DM","Adults","297181"
"Janssen Vaccines & Prevention B.V","north west","Dr K Kaunda DM","Adults","109446"
"Janssen Vaccines & Prevention B.V","north west","Ngaka Modiri Molema DM","Adults","201229"
"Janssen Vaccines & Prevention B.V","north west","Ruth Segomotsi Mompati DM","Adults","110588"
"Janssen Vaccines & Prevention B.V","western cape","Cape Town MM","Adults","434751"
"Janssen Vaccines & Prevention B.V","western cape","Cape Winelands DM","Adults","121671"
"Janssen Vaccines & Prevention B.V","western cape","Central Karoo DM","Adults","6838"
"Janssen Vaccines & Prevention B.V","western cape","Garden Route DM","Adults","78187"
"Janssen Vaccines & Prevention B.V","western cape","Overberg DM","Adults","47540"
"Janssen Vaccines & Prevention B.V","western cape","West Coast DM","Adults","68716"
"Pfizer","eastern cape","Amathole DM","12-17 Years","9808"
"Pfizer","eastern cape","Amathole DM","Adults","148851"
"Pfizer","eastern cape","A Nzo DM","12-17 Years","29165"
"Pfizer","eastern cape","A Nzo DM","Adults","104054"
"Pfizer","eastern cape","Buffalo City MM","12-17 Years","18161"
"Pfizer","eastern cape","Buffalo City MM","Adults","213769"
"Pfizer","eastern cape","C Hani DM","12-17 Years","6430"
"Pfizer","eastern cape","C Hani DM","Adults","118994"
"Pfizer","eastern cape","Joe Gqabi DM","12-17 Years","5495"
"Pfizer","eastern cape","Joe Gqabi DM","Adults","56049"
"Pfizer","eastern cape","N Mandela Bay MM","12-17 Years","14791"
"Pfizer","eastern cape","N Mandela Bay MM","Adults","276301"
"Pfizer","eastern cape","O Tambo DM","12-17 Years","29922"
"Pfizer","eastern cape","O Tambo DM","Adults","137093"
"Pfizer","eastern cape","Sarah Baartman DM","12-17 Years","11283"
"Pfizer","eastern cape","Sarah Baartman DM","Adults","93744"
"Pfizer","free state","Fezile Dabi DM","12-17 Years","9277"
"Pfizer","free state","Fezile Dabi DM","Adults","93993"
"Pfizer","free state","Lejweleputswa DM","12-17 Years","11558"
"Pfizer","free state","Lejweleputswa DM","Adults","154216"
"Pfizer","free state","Mangaung MM","12-17 Years","28450"
"Pfizer","free state","Mangaung MM","Adults","201924"
"Pfizer","free state","T Mofutsanyana DM","12-17 Years","29126"
"Pfizer","free state","T Mofutsanyana DM","Adults","138019"
"Pfizer","free state","Xhariep DM","12-17 Years","2008"
"Pfizer","free state","Xhariep DM","Adults","14292"
"Pfizer","gauteng","Ekurhuleni MM","12-17 Years","38592"
"Pfizer","gauteng","Ekurhuleni MM","Adults","808515"
"Pfizer","gauteng","Johannesburg MM","12-17 Years","55456"
"Pfizer","gauteng","Johannesburg MM","Adults","1494442"
"Pfizer","gauteng","Sedibeng DM","12-17 Years","12110"
"Pfizer","gauteng","Sedibeng DM","Adults","155314"
"Pfizer","gauteng","Tshwane MM","12-17 Years","44233"
"Pfizer","gauteng","Tshwane MM","Adults","731772"
"Pfizer","gauteng","West Rand DM","12-17 Years","18105"
"Pfizer","gauteng","West Rand DM","Adults","235044"
"Pfizer","kwazulu-natal","Amajuba DM","12-17 Years","4688"
"Pfizer","kwazulu-natal","Amajuba DM","Adults","50100"
"Pfizer","kwazulu-natal","eThekwini MM","12-17 Years","22989"
"Pfizer","kwazulu-natal","eThekwini MM","Adults","770967"
"Pfizer","kwazulu-natal","Harry Gwala DM","12-17 Years","13665"
"Pfizer","kwazulu-natal","Harry Gwala DM","Adults","68386"
"Pfizer","kwazulu-natal","iLembe DM","12-17 Years","6943"
"Pfizer","kwazulu-natal","iLembe DM","Adults","98992"
"Pfizer","kwazulu-natal","King Cetshwayo DM","12-17 Years","8333"
"Pfizer","kwazulu-natal","King Cetshwayo DM","Adults","92845"
"Pfizer","kwazulu-natal","Ugu DM","12-17 Years","8879"
"Pfizer","kwazulu-natal","Ugu DM","Adults","134842"
"Pfizer","kwazulu-natal","uMgungundlovu DM","12-17 Years","9609"
"Pfizer","kwazulu-natal","uMgungundlovu DM","Adults","213959"
"Pfizer","kwazulu-natal","Umkhanyakude DM","12-17 Years","15741"
"Pfizer","kwazulu-natal","Umkhanyakude DM","Adults","59165"
"Pfizer","kwazulu-natal","Umzinyathi DM","12-17 Years","9779"
"Pfizer","kwazulu-natal","Umzinyathi DM","Adults","42843"
"Pfizer","kwazulu-natal","Uthukela DM","12-17 Years","11081"
"Pfizer","kwazulu-natal","Uthukela DM","Adults","57806"
"Pfizer","kwazulu-natal","Zululand DM","12-17 Years","20941"
"Pfizer","kwazulu-natal","Zululand DM","Adults","84630"
"Pfizer","limpopo","Capricorn DM","12-17 Years","27136"
"Pfizer","limpopo","Capricorn DM","Adults","194273"
"Pfizer","limpopo","Mopani DM","12-17 Years","22472"
"Pfizer","limpopo","Mopani DM","Adults","176976"
"Pfizer","limpopo","Sekhukhune DM","12-17 Years","18474"
"Pfizer","limpopo","Sekhukhune DM","Adults","143767"
"Pfizer","limpopo","Vhembe DM","12-17 Years","21532"
"Pfizer","limpopo","Vhembe DM","Adults","204644"
"Pfizer","limpopo","Waterberg DM","12-17 Years","12200"
"Pfizer","limpopo","Waterberg DM","Adults","171169"
"Pfizer","mpumalanga","Ehlanzeni DM","12-17 Years","32877"
"Pfizer","mpumalanga","Ehlanzeni DM","Adults","202048"
"Pfizer","mpumalanga","G Sibande DM","12-17 Years","10537"
"Pfizer","mpumalanga","G Sibande DM","Adults","138303"
"Pfizer","mpumalanga","Nkangala DM","12-17 Years","12156"
"Pfizer","mpumalanga","Nkangala DM","Adults","142324"
"Pfizer","northern cape","Frances Baard DM","12-17 Years","6546"
"Pfizer","northern cape","Frances Baard DM","Adults","69769"
"Pfizer","northern cape","J T Gaetsewe DM","12-17 Years","2320"
"Pfizer","northern cape","J T Gaetsewe DM","Adults","35721"
"Pfizer","northern cape","Namakwa DM","12-17 Years","1170"
"Pfizer","northern cape","Namakwa DM","Adults","26250"
"Pfizer","northern cape","Pixley ka Seme DM","12-17 Years","2738"
"Pfizer","northern cape","Pixley ka Seme DM","Adults","26110"
"Pfizer","northern cape","ZF Mgcawu DM","12-17 Years","2778"
"Pfizer","northern cape","ZF Mgcawu DM","Adults","38421"
"Pfizer","north west","Bojanala Platinum DM","12-17 Years","23406"
"Pfizer","north west","Bojanala Platinum DM","Adults","276064"
"Pfizer","north west","Dr K Kaunda DM","12-17 Years","8944"
"Pfizer","north west","Dr K Kaunda DM","Adults","138297"
"Pfizer","north west","Ngaka Modiri Molema DM","12-17 Years","12985"
"Pfizer","north west","Ngaka Modiri Molema DM","Adults","95903"
"Pfizer","north west","Ruth Segomotsi Mompati DM","12-17 Years","7037"
"Pfizer","north west","Ruth Segomotsi Mompati DM","Adults","35256"
"Pfizer","western cape","Cape Town MM","12-17 Years","37052"
"Pfizer","western cape","Cape Town MM","Adults","1307854"
"Pfizer","western cape","Cape Winelands DM","12-17 Years","7478"
"Pfizer","western cape","Cape Winelands DM","Adults","235483"
"Pfizer","western cape","Central Karoo DM","12-17 Years","663"
"Pfizer","western cape","Central Karoo DM","Adults","14502"
"Pfizer","western cape","Garden Route DM","12-17 Years","4541"
"Pfizer","western cape","Garden Route DM","Adults","148743"
"Pfizer","western cape","Overberg DM","12-17 Years","1777"
"Pfizer","western cape","Overberg DM","Adults","79816"
"Pfizer","western cape","West Coast DM","12-17 Years","3331"
"Pfizer","western cape","West Coast DM","Adults","90209"
