"vaccine_rollout_phase","province","district","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","gauteng","Sedibeng DM","Private Health","Male","1455","708","2163"
"National","gauteng","Sedibeng DM","Public Health","Female","13941","5959","19900"
"National","gauteng","Sedibeng DM","Public Health","Male","10947","4566","15513"
"National","gauteng","Tshwane MM","Private Health","Female","11691","6710","18401"
"National","gauteng","Tshwane MM","Private Health","Male","11103","6051","17154"
"National","gauteng","Tshwane MM","Public Health","Female","40077","18656","58733"
"National","gauteng","Tshwane MM","Public Health","Male","30918","13056","43974"
"National","gauteng","West Rand DM","Private Health","Female","2212","1522","3734"
"National","gauteng","West Rand DM","Private Health","Male","1841","1238","3079"
"National","gauteng","West Rand DM","Public Health","Female","17581","8792","26373"
"National","gauteng","West Rand DM","Public Health","Male","14385","6579","20964"
"National","kwazulu-natal","Amajuba DM","Private Health","Female","216","73","289"
"National","kwazulu-natal","Amajuba DM","Private Health","Male","185","57","242"
"National","kwazulu-natal","Amajuba DM","Public Health","Female","6626","2847","9473"
"National","kwazulu-natal","Amajuba DM","Public Health","Male","4250","1745","5995"
"National","kwazulu-natal","eThekwini MM","Private Health","Female","11983","7072","19055"
"National","kwazulu-natal","eThekwini MM","Private Health","Male","11123","6222","17345"
"National","kwazulu-natal","eThekwini MM","Public Health","Female","14520","5529","20049"
"National","kwazulu-natal","eThekwini MM","Public Health","Male","11812","4416","16228"
"National","kwazulu-natal","Harry Gwala DM","Private Health","Female","367","171","538"
"National","kwazulu-natal","Harry Gwala DM","Private Health","Male","349","137","486"
"National","kwazulu-natal","Harry Gwala DM","Public Health","Female","13099","7777","20876"
"National","kwazulu-natal","Harry Gwala DM","Public Health","Male","10247","5620","15867"
"National","kwazulu-natal","iLembe DM","Private Health","Female","554","336","890"
"National","kwazulu-natal","iLembe DM","Private Health","Male","491","284","775"
"National","kwazulu-natal","iLembe DM","Public Health","Female","8441","4161","12602"
"National","kwazulu-natal","iLembe DM","Public Health","Male","4977","2212","7189"
"National","kwazulu-natal","King Cetshwayo DM","Private Health","Female","339","136","475"
"National","kwazulu-natal","King Cetshwayo DM","Private Health","Male","314","96","410"
"National","kwazulu-natal","King Cetshwayo DM","Public Health","Female","12509","5098","17607"
"National","kwazulu-natal","King Cetshwayo DM","Public Health","Male","8096","3109","11205"
"National","kwazulu-natal","Ugu DM","Private Health","Female","905","563","1468"
"National","kwazulu-natal","Ugu DM","Private Health","Male","721","428","1149"
"National","kwazulu-natal","Ugu DM","Public Health","Female","12464","5136","17600"
"National","kwazulu-natal","Ugu DM","Public Health","Male","8023","2742","10765"
"National","kwazulu-natal","uMgungundlovu DM","Private Health","Female","1647","855","2502"
"National","kwazulu-natal","uMgungundlovu DM","Private Health","Male","1519","775","2294"
"National","kwazulu-natal","uMgungundlovu DM","Public Health","Female","12570","4960","17530"
"National","kwazulu-natal","uMgungundlovu DM","Public Health","Male","8701","3037","11738"
"National","kwazulu-natal","Umkhanyakude DM","Private Health","Female","21","5","26"
"National","kwazulu-natal","Umkhanyakude DM","Private Health","Male","26","7","33"
"National","kwazulu-natal","Umkhanyakude DM","Public Health","Female","20649","10270","30919"
"National","kwazulu-natal","Umkhanyakude DM","Public Health","Male","13105","5397","18502"
"National","kwazulu-natal","Umzinyathi DM","Private Health","Female","59","19","78"
"National","kwazulu-natal","Umzinyathi DM","Private Health","Male","34","14","48"
"National","kwazulu-natal","Umzinyathi DM","Public Health","Female","15031","6379","21410"
"National","kwazulu-natal","Umzinyathi DM","Public Health","Male","9285","3470","12755"
"National","kwazulu-natal","Uthukela DM","Private Health","Female","287","124","411"
"National","kwazulu-natal","Uthukela DM","Private Health","Male","187","78","265"
"National","kwazulu-natal","Uthukela DM","Public Health","Female","15482","6956","22438"
"National","kwazulu-natal","Uthukela DM","Public Health","Male","10430","4065","14495"
"National","kwazulu-natal","Zululand DM","Private Health","Female","60","7","67"
"National","kwazulu-natal","Zululand DM","Private Health","Male","48","4","52"
"National","kwazulu-natal","Zululand DM","Public Health","Female","24424","12994","37418"
"National","kwazulu-natal","Zululand DM","Public Health","Male","17541","8191","25732"
"National","limpopo","Capricorn DM","Private Health","Female","2640","1414","4054"
"National","limpopo","Capricorn DM","Private Health","Male","2153","1064","3217"
"National","limpopo","Capricorn DM","Public Health","Female","33962","13627","47589"
"National","limpopo","Capricorn DM","Public Health","Male","29359","10277","39636"
"National","limpopo","Mopani DM","Private Health","Female","982","487","1469"
"National","limpopo","Mopani DM","Private Health","Male","852","404","1256"
"National","limpopo","Mopani DM","Public Health","Female","36087","11983","48070"
"National","limpopo","Mopani DM","Public Health","Male","29674","8550","38224"
"National","limpopo","Sekhukhune DM","Private Health","Female","841","403","1244"
"National","limpopo","Sekhukhune DM","Private Health","Male","834","319","1153"
"National","limpopo","Sekhukhune DM","Public Health","Female","25381","9556","34937"
"National","limpopo","Sekhukhune DM","Public Health","Male","25049","8087","33136"
"National","limpopo","Vhembe DM","Private Health","Female","5978","2528","8506"
"National","limpopo","Vhembe DM","Private Health","Male","4098","1485","5583"
"National","limpopo","Vhembe DM","Public Health","Female","32557","10344","42901"
"National","limpopo","Vhembe DM","Public Health","Male","27081","7381","34462"
"National","limpopo","Waterberg DM","Private Health","Female","1264","515","1779"
"National","limpopo","Waterberg DM","Private Health","Male","1141","443","1584"
"National","limpopo","Waterberg DM","Public Health","Female","16354","6353","22707"
"National","limpopo","Waterberg DM","Public Health","Male","13533","4622","18155"
"National","mpumalanga","Ehlanzeni DM","Private Health","Female","2055","957","3012"
"National","mpumalanga","Ehlanzeni DM","Private Health","Male","1744","846","2590"
"National","mpumalanga","Ehlanzeni DM","Public Health","Female","45533","17732","63265"
"National","mpumalanga","Ehlanzeni DM","Public Health","Male","34553","11305","45858"
"National","mpumalanga","G Sibande DM","Private Health","Female","707","276","983"
"National","mpumalanga","G Sibande DM","Private Health","Male","602","251","853"
"National","mpumalanga","G Sibande DM","Public Health","Female","15543","5890","21433"
"National","mpumalanga","G Sibande DM","Public Health","Male","11952","4003","15955"
"National","mpumalanga","Nkangala DM","Private Health","Female","1078","451","1529"
"National","mpumalanga","Nkangala DM","Private Health","Male","1023","401","1424"
"National","mpumalanga","Nkangala DM","Public Health","Female","16314","6205","22519"
"National","mpumalanga","Nkangala DM","Public Health","Male","17086","5197","22283"
"National","northern cape","Frances Baard DM","Private Health","Female","1261","631","1892"
"National","northern cape","Frances Baard DM","Private Health","Male","1200","515","1715"
"National","northern cape","Frances Baard DM","Public Health","Female","6316","2781","9097"
"National","northern cape","Frances Baard DM","Public Health","Male","5063","2080","7143"
"National","northern cape","J T Gaetsewe DM","Private Health","Female","319","200","519"
"National","northern cape","J T Gaetsewe DM","Private Health","Male","277","144","421"
"National","northern cape","J T Gaetsewe DM","Public Health","Female","3103","1120","4223"
"National","northern cape","J T Gaetsewe DM","Public Health","Male","2385","840","3225"
"National","northern cape","Namakwa DM","Private Health","Female","168","98","266"
"National","northern cape","Namakwa DM","Private Health","Male","156","72","228"
"National","northern cape","Namakwa DM","Public Health","Female","1567","575","2142"
"National","northern cape","Namakwa DM","Public Health","Male","1252","440","1692"
"National","northern cape","Pixley ka Seme DM","Public Health","Female","3660","1617","5277"
"National","northern cape","Pixley ka Seme DM","Public Health","Male","2786","1154","3940"
"National","northern cape","ZF Mgcawu DM","Private Health","Female","325","110","435"
"National","northern cape","ZF Mgcawu DM","Private Health","Male","267","79","346"
"National","northern cape","ZF Mgcawu DM","Public Health","Female","3563","1497","5060"
"National","northern cape","ZF Mgcawu DM","Public Health","Male","2830","1062","3892"
"National","north west","Bojanala Platinum DM","Private Health","Female","2493","1193","3686"
"National","north west","Bojanala Platinum DM","Private Health","Male","2267","991","3258"
"National","north west","Bojanala Platinum DM","Public Health","Female","30060","12347","42407"
"National","north west","Bojanala Platinum DM","Public Health","Male","24636","8948","33584"
"National","north west","Dr K Kaunda DM","Private Health","Female","1383","671","2054"
"National","north west","Dr K Kaunda DM","Private Health","Male","1161","538","1699"
"National","north west","Dr K Kaunda DM","Public Health","Female","12783","4483","17266"
"National","north west","Dr K Kaunda DM","Public Health","Male","10381","3334","13715"
"National","north west","Ngaka Modiri Molema DM","Private Health","Female","918","380","1298"
"National","north west","Ngaka Modiri Molema DM","Private Health","Male","823","368","1191"
"National","north west","Ngaka Modiri Molema DM","Public Health","Female","20735","7116","27851"
"National","north west","Ngaka Modiri Molema DM","Public Health","Male","17185","5103","22288"
"National","north west","Ruth Segomotsi Mompati DM","Private Health","Female","249","136","385"
"National","north west","Ruth Segomotsi Mompati DM","Private Health","Male","341","120","461"
"National","north west","Ruth Segomotsi Mompati DM","Public Health","Female","13377","3818","17195"
"National","north west","Ruth Segomotsi Mompati DM","Public Health","Male","11775","3018","14793"
"National","western cape","Cape Town MM","Private Health","Female","17076","9449","26525"
"National","western cape","Cape Town MM","Private Health","Male","15495","8209","23704"
"National","western cape","Cape Town MM","Public Health","Female","29999","10514","40513"
"National","western cape","Cape Town MM","Public Health","Male","25294","9033","34327"
"National","western cape","Cape Winelands DM","Private Health","Female","2972","1601","4573"
"National","western cape","Cape Winelands DM","Private Health","Male","2685","1406","4091"
"National","western cape","Cape Winelands DM","Public Health","Female","6316","2377","8693"
"National","western cape","Cape Winelands DM","Public Health","Male","5396","1863","7259"
"National","western cape","Central Karoo DM","Private Health","Female","72","42","114"
"National","western cape","Central Karoo DM","Private Health","Male","61","27","88"
"National","western cape","Central Karoo DM","Public Health","Female","760","344","1104"
"National","western cape","Central Karoo DM","Public Health","Male","578","254","832"
"National","western cape","Garden Route DM","Private Health","Female","1136","631","1767"
"National","western cape","Garden Route DM","Private Health","Male","1036","539","1575"
"National","western cape","Garden Route DM","Public Health","Female","5211","1829","7040"
"National","western cape","Garden Route DM","Public Health","Male","4357","1378","5735"
"National","western cape","Overberg DM","Private Health","Female","554","290","844"
"National","western cape","Overberg DM","Private Health","Male","496","234","730"
"National","western cape","Overberg DM","Public Health","Female","2509","716","3225"
"National","western cape","Overberg DM","Public Health","Male","1934","547","2481"
"National","western cape","West Coast DM","Private Health","Female","879","454","1333"
"National","western cape","West Coast DM","Private Health","Male","851","404","1255"
"National","western cape","West Coast DM","Public Health","Female","3329","1233","4562"
"National","western cape","West Coast DM","Public Health","Male","2810","918","3728"
