"province","health_sector","visit_date","total_number_vaccines_administered"
"free state","Public Health","2021/12/06 00:00:00","7385"
"limpopo","Private Health","2022/03/05 00:00:00","652"
"northern cape","Public Health","2021/08/05 00:00:00","3835"
"northern cape","Private Health","2022/02/23 00:00:00","453"
"mpumalanga","Private Health","2021/06/06 00:00:00","1"
"limpopo","Public Health","2021/02/19 00:00:00","75"
"north west","Private Health","2022/04/23 00:00:00","195"
"north west","Private Health","2022/02/03 00:00:00","780"
"limpopo","Public Health","2022/02/13 00:00:00","155"
"north west","Public Health","2021/05/27 00:00:00","2750"
"mpumalanga","Public Health","2021/03/12 00:00:00","167"
"western cape","Public Health","2022/04/21 00:00:00","3338"
"limpopo","Private Health","2022/01/15 00:00:00","512"
"free state","Private Health","2022/02/14 00:00:00","877"
"free state","Private Health","2021/10/23 00:00:00","655"
"free state","Public Health","2021/07/19 00:00:00","11331"
"gauteng","Public Health","2021/05/11 00:00:00","2570"
"free state","Public Health","2021/08/29 00:00:00","1141"
"eastern cape","Public Health","2021/10/21 00:00:00","18248"
"western cape","Private Health","2021/03/31 00:00:00","495"
"limpopo","Public Health","2021/09/12 00:00:00","114"
"gauteng","Public Health","2022/02/25 00:00:00","16641"
"kwazulu-natal","Public Health","2022/01/25 00:00:00","10259"
"north west","Private Health","2022/01/08 00:00:00","249"
"western cape","Private Health","2021/06/28 00:00:00","3106"
"north west","Private Health","2022/04/29 00:00:00","900"
"north west","Private Health","2021/12/06 00:00:00","2235"
"northern cape","Public Health","2021/09/30 00:00:00","2132"
"northern cape","Public Health","2022/02/02 00:00:00","729"
"kwazulu-natal","Private Health","2022/01/23 00:00:00","435"
"free state","Private Health","2021/07/08 00:00:00","1200"
"eastern cape","Private Health","2021/10/12 00:00:00","3581"
"western cape","Private Health","2022/04/11 00:00:00","2466"
"north west","Private Health","2022/03/14 00:00:00","1110"
"limpopo","Public Health","2021/03/26 00:00:00","563"
"mpumalanga","Public Health","2021/10/25 00:00:00","8976"
"kwazulu-natal","Private Health","2022/01/07 00:00:00","3984"
"mpumalanga","Public Health","2021/07/24 00:00:00","1088"
"north west","Private Health","2022/03/11 00:00:00","1382"
"gauteng","Private Health","2021/12/13 00:00:00","14294"
"gauteng","Public Health","2021/03/12 00:00:00","1155"
"north west","Public Health","2021/03/12 00:00:00","211"
"mpumalanga","Public Health","2022/05/08 00:00:00","52"
"northern cape","Private Health","2021/12/16 00:00:00","65"
"north west","Private Health","2021/06/01 00:00:00","384"
"eastern cape","Public Health","2021/04/06 00:00:00","962"
"free state","Public Health","2022/03/07 00:00:00","6171"
"western cape","Public Health","2021/12/04 00:00:00","5387"
"western cape","Public Health","2022/01/25 00:00:00","7368"
"free state","Public Health","2021/10/01 00:00:00","9511"
"western cape","Private Health","2022/01/20 00:00:00","4746"
"kwazulu-natal","Public Health","2021/09/06 00:00:00","18896"
"kwazulu-natal","Private Health","2021/03/16 00:00:00","959"
"limpopo","Private Health","2021/07/27 00:00:00","3940"
"limpopo","Private Health","2021/12/07 00:00:00","2151"
"limpopo","Private Health","2022/04/02 00:00:00","374"
"eastern cape","Public Health","2021/02/19 00:00:00","233"
"gauteng","Private Health","2021/12/05 00:00:00","1785"
"eastern cape","Public Health","2021/07/29 00:00:00","21964"
"eastern cape","Private Health","2021/12/16 00:00:00","263"
"western cape","Public Health","2021/03/19 00:00:00","352"
"eastern cape","Private Health","2021/06/28 00:00:00","1428"
"eastern cape","Private Health","2021/03/23 00:00:00","251"
"limpopo","Public Health","2022/04/28 00:00:00","7442"
"northern cape","Public Health","2022/02/23 00:00:00","1081"
"northern cape","Private Health","2022/02/25 00:00:00","539"
"western cape","Public Health","2021/11/20 00:00:00","2126"
"gauteng","Public Health","2021/05/05 00:00:00","1656"
"western cape","Private Health","2021/02/20 00:00:00","733"
"mpumalanga","Private Health","2021/10/19 00:00:00","2353"
"limpopo","Public Health","2021/07/15 00:00:00","23838"
"eastern cape","Public Health","2022/03/31 00:00:00","7105"
"kwazulu-natal","Public Health","2022/03/19 00:00:00","1631"
"mpumalanga","Private Health","2022/02/12 00:00:00","208"
"free state","Public Health","2021/06/04 00:00:00","5515"
"kwazulu-natal","Public Health","2021/12/01 00:00:00","16137"
"north west","Private Health","2022/04/25 00:00:00","1018"
"eastern cape","Public Health","2021/09/23 00:00:00","16475"
"mpumalanga","Public Health","2022/04/21 00:00:00","4304"
"gauteng","Private Health","2021/12/14 00:00:00","15098"
"gauteng","Private Health","2021/08/27 00:00:00","40557"
"mpumalanga","Public Health","2022/01/06 00:00:00","4462"
"northern cape","Private Health","2021/12/04 00:00:00","301"
"limpopo","Private Health","2021/08/01 00:00:00","5"
"mpumalanga","Private Health","2021/05/13 00:00:00","1"
"gauteng","Private Health","2022/05/03 00:00:00","5434"
"kwazulu-natal","Private Health","2021/08/17 00:00:00","7267"
"kwazulu-natal","Public Health","2022/03/15 00:00:00","9361"
"north west","Public Health","2022/04/09 00:00:00","1388"
"gauteng","Private Health","2021/08/23 00:00:00","33929"
"free state","Public Health","2021/10/03 00:00:00","3274"
"north west","Public Health","2021/12/23 00:00:00","1934"
"north west","Private Health","2021/06/09 00:00:00","172"
"gauteng","Public Health","2022/04/14 00:00:00","6093"
"north west","Public Health","2022/04/30 00:00:00","934"
"north west","Private Health","2021/09/20 00:00:00","3862"
"gauteng","Private Health","2021/07/20 00:00:00","27383"
"eastern cape","Private Health","2021/03/04 00:00:00","351"
"western cape","Public Health","2021/10/26 00:00:00","23263"
"northern cape","Public Health","2021/03/29 00:00:00","204"
"north west","Public Health","2021/10/12 00:00:00","9855"
"limpopo","Public Health","2022/04/10 00:00:00","233"
"western cape","Public Health","2021/04/07 00:00:00","990"
"eastern cape","Public Health","2021/08/28 00:00:00","2372"
"north west","Private Health","2022/01/10 00:00:00","1590"
"north west","Public Health","2022/04/07 00:00:00","3946"
"limpopo","Public Health","2021/06/14 00:00:00","18271"
"free state","Public Health","2022/04/04 00:00:00","3169"
"north west","Private Health","2021/12/19 00:00:00","12"
"limpopo","Private Health","2021/08/02 00:00:00","2968"
"kwazulu-natal","Public Health","2021/10/26 00:00:00","19837"
"gauteng","Public Health","2021/06/16 00:00:00","62"
"western cape","Private Health","2022/01/22 00:00:00","1138"
"eastern cape","Private Health","2022/04/28 00:00:00","1067"
"western cape","Public Health","2021/06/13 00:00:00","1"
"eastern cape","Public Health","2021/09/30 00:00:00","11182"
"free state","Public Health","2021/02/19 00:00:00","287"
"eastern cape","Public Health","2021/10/07 00:00:00","18236"
"north west","Public Health","2022/04/12 00:00:00","3523"
"limpopo","Private Health","2021/07/17 00:00:00","290"
"limpopo","Private Health","2021/10/29 00:00:00","3284"
"mpumalanga","Public Health","2021/03/06 00:00:00","1"
"free state","Private Health","2021/03/08 00:00:00","56"
"western cape","Public Health","2021/02/28 00:00:00","902"
"kwazulu-natal","Public Health","2021/05/01 00:00:00","648"
"eastern cape","Private Health","2021/11/25 00:00:00","2499"
"western cape","Public Health","2021/03/12 00:00:00","938"
"kwazulu-natal","Private Health","2021/08/14 00:00:00","1892"
"north west","Private Health","2021/12/24 00:00:00","432"
"limpopo","Public Health","2021/11/17 00:00:00","10552"
"gauteng","Private Health","2021/09/10 00:00:00","38702"
"gauteng","Public Health","2021/06/07 00:00:00","12631"
"limpopo","Public Health","2021/05/25 00:00:00","7386"
"gauteng","Private Health","2021/08/16 00:00:00","21754"
"northern cape","Public Health","2021/02/17 00:00:00","20"
"northern cape","Private Health","2021/12/13 00:00:00","551"
"limpopo","Private Health","2021/03/02 00:00:00","1"
"limpopo","Public Health","2021/10/20 00:00:00","26108"
"northern cape","Private Health","2021/03/05 00:00:00","20"
"kwazulu-natal","Private Health","2022/03/10 00:00:00","2738"
"northern cape","Public Health","2021/02/20 00:00:00","89"
"eastern cape","Public Health","2021/06/10 00:00:00","7610"
"free state","Private Health","2021/10/28 00:00:00","2504"
"gauteng","Private Health","2021/09/25 00:00:00","6388"
"free state","Public Health","2021/10/08 00:00:00","9912"
"free state","Private Health","2021/12/06 00:00:00","1956"
"north west","Private Health","2021/03/09 00:00:00","150"
"free state","Public Health","2022/02/06 00:00:00","1"
"kwazulu-natal","Public Health","2022/03/17 00:00:00","10459"
"northern cape","Public Health","2022/02/08 00:00:00","669"
"free state","Public Health","2021/08/04 00:00:00","8313"
"kwazulu-natal","Private Health","2021/08/18 00:00:00","7942"
"free state","Private Health","2021/06/25 00:00:00","578"
"northern cape","Public Health","2021/12/29 00:00:00","428"
"north west","Private Health","2022/04/17 00:00:00","12"
"north west","Public Health","2021/10/31 00:00:00","4167"
"mpumalanga","Public Health","2021/02/17 00:00:00","1"
"north west","Private Health","2021/12/23 00:00:00","776"
"northern cape","Private Health","2021/10/16 00:00:00","402"
"northern cape","Public Health","2021/09/21 00:00:00","3754"
"eastern cape","Private Health","2022/03/19 00:00:00","582"
"mpumalanga","Public Health","2021/07/09 00:00:00","6820"
"eastern cape","Public Health","2021/05/07 00:00:00","1841"
"limpopo","Private Health","2021/08/07 00:00:00","96"
"north west","Public Health","2022/01/25 00:00:00","4097"
"northern cape","Private Health","2021/08/04 00:00:00","689"
"north west","Public Health","2021/11/21 00:00:00","3316"
"limpopo","Public Health","2021/03/11 00:00:00","461"
"northern cape","Private Health","2022/03/25 00:00:00","533"
"free state","Public Health","2021/11/21 00:00:00","159"
"eastern cape","Public Health","2021/08/25 00:00:00","34012"
"limpopo","Public Health","2021/10/25 00:00:00","20125"
"limpopo","Public Health","2022/03/15 00:00:00","6752"
"gauteng","Public Health","2021/08/22 00:00:00","2985"
"western cape","Public Health","2021/09/30 00:00:00","18489"
"limpopo","Public Health","2021/10/18 00:00:00","17706"
"eastern cape","Private Health","2021/03/12 00:00:00","99"
"western cape","Private Health","2022/02/06 00:00:00","121"
"free state","Private Health","2022/02/10 00:00:00","680"
"north west","Public Health","2022/02/18 00:00:00","3893"
"northern cape","Public Health","2022/04/28 00:00:00","1123"
"north west","Private Health","2021/12/01 00:00:00","2621"
"free state","Private Health","2021/12/04 00:00:00","313"
"mpumalanga","Public Health","2021/05/08 00:00:00","31"
"gauteng","Public Health","2021/11/22 00:00:00","21541"
"kwazulu-natal","Public Health","2021/06/20 00:00:00","900"
"free state","Private Health","2021/07/06 00:00:00","1030"
"eastern cape","Public Health","2021/10/15 00:00:00","15242"
"limpopo","Public Health","2022/04/24 00:00:00","30"
"mpumalanga","Private Health","2021/07/09 00:00:00","1109"
"kwazulu-natal","Public Health","2022/02/18 00:00:00","9653"
"mpumalanga","Public Health","2022/01/28 00:00:00","4041"
"north west","Private Health","2022/03/16 00:00:00","1111"
"kwazulu-natal","Private Health","2021/07/28 00:00:00","6742"
"western cape","Private Health","2021/06/06 00:00:00","64"
"mpumalanga","Public Health","2021/11/16 00:00:00","5979"
"northern cape","Public Health","2021/05/05 00:00:00","141"
"free state","Public Health","2022/04/18 00:00:00","28"
"northern cape","Private Health","2021/05/20 00:00:00","23"
"western cape","Private Health","2022/02/08 00:00:00","4251"
"north west","Private Health","2022/01/16 00:00:00","10"
"kwazulu-natal","Private Health","2022/01/18 00:00:00","3188"
"kwazulu-natal","Public Health","2022/05/08 00:00:00","452"
"north west","Public Health","2022/02/02 00:00:00","3945"
"limpopo","Private Health","2022/02/16 00:00:00","1074"
"free state","Public Health","2022/01/23 00:00:00","48"
"free state","Public Health","2021/08/10 00:00:00","7666"
"mpumalanga","Public Health","2021/07/13 00:00:00","8041"
"north west","Private Health","2022/02/06 00:00:00","9"
"mpumalanga","Public Health","2022/01/08 00:00:00","1698"
"gauteng","Public Health","2021/03/04 00:00:00","1630"
"free state","Private Health","2022/01/20 00:00:00","968"
"western cape","Private Health","2021/07/24 00:00:00","2414"
"mpumalanga","Private Health","2021/09/21 00:00:00","2817"
"gauteng","Private Health","2022/01/19 00:00:00","10698"
"gauteng","Public Health","2021/10/18 00:00:00","30258"
"free state","Public Health","2022/01/06 00:00:00","5292"
"kwazulu-natal","Public Health","2022/04/16 00:00:00","315"
"free state","Public Health","2021/07/02 00:00:00","7022"
"kwazulu-natal","Public Health","2021/03/24 00:00:00","1881"
"western cape","Public Health","2021/07/09 00:00:00","21752"
"north west","Private Health","2022/04/27 00:00:00","217"
"western cape","Public Health","2021/12/02 00:00:00","14826"
"free state","Private Health","2022/04/09 00:00:00","197"
"eastern cape","Private Health","2021/06/23 00:00:00","1240"
"gauteng","Public Health","2022/05/02 00:00:00","846"
"western cape","Private Health","2021/12/07 00:00:00","7187"
"western cape","Public Health","2022/02/20 00:00:00","15"
"northern cape","Private Health","2022/01/09 00:00:00","49"
"gauteng","Public Health","2021/09/25 00:00:00","4261"
"limpopo","Private Health","2021/07/11 00:00:00","8"
"north west","Public Health","2022/02/23 00:00:00","4572"
"gauteng","Public Health","2021/03/11 00:00:00","1329"
"western cape","Private Health","2021/10/03 00:00:00","2231"
"western cape","Public Health","2021/02/17 00:00:00","60"
"gauteng","Public Health","2021/11/24 00:00:00","25519"
"kwazulu-natal","Private Health","2022/03/28 00:00:00","2361"
"free state","Private Health","2022/04/16 00:00:00","118"
"north west","Public Health","2022/04/18 00:00:00","1082"
"kwazulu-natal","Private Health","2021/06/22 00:00:00","2072"
"mpumalanga","Public Health","2021/07/12 00:00:00","8497"
"gauteng","Private Health","2021/08/15 00:00:00","4066"
"kwazulu-natal","Public Health","2021/10/04 00:00:00","15645"
"gauteng","Public Health","2021/06/28 00:00:00","20199"
"kwazulu-natal","Private Health","2022/01/31 00:00:00","3002"
"western cape","Private Health","2021/05/05 00:00:00","564"
"kwazulu-natal","Private Health","2022/02/27 00:00:00","337"
"eastern cape","Public Health","2021/10/27 00:00:00","18251"
"northern cape","Private Health","2022/03/11 00:00:00","437"
"eastern cape","Public Health","2022/01/26 00:00:00","6564"
"eastern cape","Public Health","2021/09/26 00:00:00","784"
"limpopo","Private Health","2021/06/30 00:00:00","244"
"northern cape","Public Health","2022/01/22 00:00:00","1"
"mpumalanga","Private Health","2022/03/24 00:00:00","835"
"western cape","Public Health","2022/04/17 00:00:00","9"
"gauteng","Public Health","2021/03/10 00:00:00","2134"
"western cape","Public Health","2021/10/21 00:00:00","24936"
"eastern cape","Private Health","2021/06/12 00:00:00","74"
"eastern cape","Public Health","2022/01/22 00:00:00","398"
"north west","Private Health","2021/09/27 00:00:00","4650"
"free state","Private Health","2022/04/15 00:00:00","17"
"gauteng","Public Health","2021/10/17 00:00:00","3068"
"kwazulu-natal","Public Health","2022/02/07 00:00:00","8015"
"mpumalanga","Public Health","2021/09/07 00:00:00","14099"
"gauteng","Private Health","2021/08/11 00:00:00","21650"
"kwazulu-natal","Public Health","2022/04/03 00:00:00","586"
"gauteng","Private Health","2021/05/03 00:00:00","1836"
"mpumalanga","Public Health","2021/08/29 00:00:00","204"
"northern cape","Public Health","2021/10/17 00:00:00","299"
"eastern cape","Private Health","2021/06/11 00:00:00","1279"
"western cape","Public Health","2021/07/27 00:00:00","23787"
"north west","Public Health","2021/08/31 00:00:00","10182"
"northern cape","Private Health","2022/04/03 00:00:00","13"
"northern cape","Public Health","2022/01/13 00:00:00","1655"
"western cape","Private Health","2021/12/17 00:00:00","4715"
"kwazulu-natal","Public Health","2021/08/19 00:00:00","22736"
"limpopo","Public Health","2021/03/12 00:00:00","610"
"kwazulu-natal","Public Health","2021/10/21 00:00:00","19952"
"northern cape","Private Health","2021/12/22 00:00:00","319"
"north west","Private Health","2021/07/28 00:00:00","2715"
"northern cape","Private Health","2022/03/23 00:00:00","305"
"eastern cape","Private Health","2021/12/28 00:00:00","1303"
"north west","Public Health","2021/08/11 00:00:00","6020"
"northern cape","Private Health","2021/12/20 00:00:00","267"
"limpopo","Private Health","2021/09/03 00:00:00","4402"
"limpopo","Public Health","2022/04/01 00:00:00","4407"
"western cape","Private Health","2021/10/20 00:00:00","8929"
"limpopo","Private Health","2021/11/14 00:00:00","152"
"gauteng","Private Health","2021/11/28 00:00:00","1697"
"eastern cape","Private Health","2021/08/22 00:00:00","8"
"eastern cape","Public Health","2021/10/02 00:00:00","7667"
"western cape","Private Health","2022/04/27 00:00:00","232"
"eastern cape","Public Health","2021/05/19 00:00:00","5195"
"north west","Private Health","2021/06/26 00:00:00","86"
"mpumalanga","Private Health","2021/04/13 00:00:00","44"
"kwazulu-natal","Private Health","2021/10/15 00:00:00","9243"
"gauteng","Public Health","2021/07/23 00:00:00","36714"
"kwazulu-natal","Public Health","2021/08/16 00:00:00","17103"
"mpumalanga","Private Health","2022/04/07 00:00:00","498"
"eastern cape","Public Health","2021/02/21 00:00:00","11"
"mpumalanga","Private Health","2021/11/25 00:00:00","1581"
"western cape","Private Health","2021/12/20 00:00:00","3908"
"gauteng","Private Health","2021/12/24 00:00:00","4706"
"northern cape","Public Health","2022/02/12 00:00:00","60"
