"province","health_sector","visit_date","total_number_vaccines_administered"
"kwazulu-natal","Public Health","2022/01/26 00:00:00","10135"
"mpumalanga","Public Health","2022/01/25 00:00:00","4017"
"kwazulu-natal","Public Health","2021/09/28 00:00:00","16034"
"gauteng","Private Health","2022/03/06 00:00:00","693"
"free state","Public Health","2021/08/20 00:00:00","8910"
"free state","Private Health","2021/08/30 00:00:00","3233"
"eastern cape","Private Health","2021/09/15 00:00:00","4579"
"northern cape","Private Health","2021/12/11 00:00:00","153"
"western cape","Private Health","2022/01/05 00:00:00","3056"
"kwazulu-natal","Private Health","2021/10/17 00:00:00","854"
"free state","Private Health","2021/10/04 00:00:00","3402"
"eastern cape","Private Health","2021/09/25 00:00:00","656"
"gauteng","Private Health","2021/12/18 00:00:00","4064"
"western cape","Public Health","2021/04/09 00:00:00","306"
"gauteng","Private Health","2021/10/08 00:00:00","36048"
"north west","Public Health","2021/05/06 00:00:00","536"
"western cape","Private Health","2021/09/02 00:00:00","14705"
"eastern cape","Public Health","2022/04/24 00:00:00","245"
"kwazulu-natal","Public Health","2022/04/04 00:00:00","6393"
"eastern cape","Private Health","2021/07/30 00:00:00","4124"
"mpumalanga","Public Health","2021/11/19 00:00:00","5633"
"gauteng","Private Health","2021/12/06 00:00:00","18224"
"western cape","Public Health","2021/02/20 00:00:00","59"
"free state","Public Health","2021/06/25 00:00:00","6909"
"free state","Public Health","2021/05/20 00:00:00","438"
"free state","Private Health","2021/10/07 00:00:00","3268"
"northern cape","Private Health","2022/01/15 00:00:00","99"
"free state","Public Health","2021/09/24 00:00:00","624"
"north west","Private Health","2022/03/04 00:00:00","2567"
"mpumalanga","Public Health","2021/07/05 00:00:00","6708"
"limpopo","Private Health","2022/02/04 00:00:00","1141"
"northern cape","Public Health","2021/09/27 00:00:00","1773"
"limpopo","Public Health","2022/03/05 00:00:00","430"
"limpopo","Private Health","2022/04/27 00:00:00","120"
"north west","Public Health","2021/05/25 00:00:00","3058"
"eastern cape","Public Health","2021/09/21 00:00:00","17999"
"western cape","Private Health","2021/08/03 00:00:00","11115"
"north west","Public Health","2021/07/19 00:00:00","9484"
"kwazulu-natal","Private Health","2022/05/15 00:00:00","76"
"kwazulu-natal","Private Health","2022/05/10 00:00:00","1161"
"mpumalanga","Public Health","2021/05/29 00:00:00","33"
"north west","Private Health","2021/07/01 00:00:00","618"
"mpumalanga","Public Health","2021/08/27 00:00:00","12796"
"free state","Private Health","2022/04/14 00:00:00","740"
"gauteng","Private Health","2021/06/27 00:00:00","556"
"free state","Private Health","2021/10/14 00:00:00","2955"
"eastern cape","Public Health","2022/04/27 00:00:00","1496"
"mpumalanga","Private Health","2022/04/10 00:00:00","4"
"gauteng","Private Health","2021/06/11 00:00:00","7893"
"mpumalanga","Public Health","2021/06/02 00:00:00","5323"
"gauteng","Public Health","2022/01/29 00:00:00","2945"
"kwazulu-natal","Private Health","2022/02/23 00:00:00","2707"
"kwazulu-natal","Public Health","2021/11/15 00:00:00","13348"
"north west","Private Health","2021/06/04 00:00:00","261"
"north west","Public Health","2021/03/30 00:00:00","299"
"free state","Public Health","2021/03/24 00:00:00","659"
"mpumalanga","Public Health","2022/05/06 00:00:00","3482"
"eastern cape","Public Health","2021/06/05 00:00:00","1"
"eastern cape","Private Health","2021/05/31 00:00:00","870"
"gauteng","Public Health","2021/04/07 00:00:00","1408"
"northern cape","Public Health","2021/02/18 00:00:00","177"
"limpopo","Public Health","2021/06/06 00:00:00","6"
"gauteng","Public Health","2022/02/10 00:00:00","13762"
"north west","Private Health","2021/03/21 00:00:00","1"
"kwazulu-natal","Public Health","2021/03/01 00:00:00","704"
"eastern cape","Public Health","2021/04/09 00:00:00","1119"
"north west","Public Health","2022/03/22 00:00:00","4258"
"free state","Public Health","2022/01/08 00:00:00","428"
"gauteng","Private Health","2021/07/11 00:00:00","2795"
"north west","Public Health","2022/03/24 00:00:00","5302"
"mpumalanga","Public Health","2021/03/16 00:00:00","131"
"western cape","Public Health","2021/03/23 00:00:00","1667"
"northern cape","Private Health","2021/09/12 00:00:00","66"
"northern cape","Public Health","2022/02/06 00:00:00","103"
"kwazulu-natal","Public Health","2021/05/14 00:00:00","1467"
"north west","Public Health","2021/07/02 00:00:00","6808"
"free state","Private Health","2022/03/03 00:00:00","1250"
"limpopo","Private Health","2021/07/04 00:00:00","15"
"north west","Private Health","2021/12/09 00:00:00","1874"
"north west","Private Health","2021/06/22 00:00:00","198"
"free state","Public Health","2021/11/08 00:00:00","5170"
"eastern cape","Public Health","2021/03/26 00:00:00","1153"
"mpumalanga","Public Health","2021/09/02 00:00:00","15658"
"western cape","Private Health","2021/09/08 00:00:00","14234"
"gauteng","Private Health","2021/09/21 00:00:00","25185"
"mpumalanga","Private Health","2021/11/11 00:00:00","1726"
"kwazulu-natal","Private Health","2021/11/20 00:00:00","2451"
"free state","Private Health","2022/05/02 00:00:00","88"
"northern cape","Private Health","2021/08/19 00:00:00","634"
"mpumalanga","Private Health","2021/07/22 00:00:00","1766"
"kwazulu-natal","Private Health","2022/04/07 00:00:00","1507"
"kwazulu-natal","Public Health","2021/09/11 00:00:00","7440"
"free state","Private Health","2021/10/25 00:00:00","2516"
"mpumalanga","Private Health","2021/05/19 00:00:00","3"
"western cape","Public Health","2021/11/13 00:00:00","8133"
"northern cape","Private Health","2022/01/18 00:00:00","552"
"north west","Private Health","2022/02/23 00:00:00","1007"
"eastern cape","Private Health","2021/06/01 00:00:00","1047"
"kwazulu-natal","Private Health","2022/03/05 00:00:00","2737"
"kwazulu-natal","Private Health","2021/10/02 00:00:00","5729"
"limpopo","Private Health","2021/08/31 00:00:00","4551"
"gauteng","Private Health","2021/05/15 00:00:00","832"
"free state","Public Health","2022/05/08 00:00:00","9"
"western cape","Private Health","2021/09/21 00:00:00","11081"
"free state","Private Health","2022/01/26 00:00:00","1115"
"gauteng","Public Health","2022/01/26 00:00:00","14569"
"kwazulu-natal","Public Health","2022/01/15 00:00:00","2817"
"north west","Public Health","2021/03/13 00:00:00","40"
"north west","Private Health","2021/06/08 00:00:00","246"
"mpumalanga","Public Health","2021/11/06 00:00:00","2665"
"eastern cape","Public Health","2022/04/09 00:00:00","2071"
"gauteng","Public Health","2021/10/21 00:00:00","34329"
"northern cape","Public Health","2021/07/16 00:00:00","2978"
"gauteng","Public Health","2021/11/30 00:00:00","34548"
"free state","Public Health","2021/10/29 00:00:00","10431"
"gauteng","Private Health","2021/03/26 00:00:00","1082"
"limpopo","Public Health","2021/09/10 00:00:00","11700"
"free state","Private Health","2022/03/04 00:00:00","1293"
"free state","Public Health","2021/05/27 00:00:00","4199"
"kwazulu-natal","Public Health","2022/01/24 00:00:00","10116"
"limpopo","Private Health","2022/03/16 00:00:00","1461"
"western cape","Public Health","2022/03/29 00:00:00","4945"
"limpopo","Private Health","2021/06/27 00:00:00","1"
"mpumalanga","Private Health","2021/10/26 00:00:00","2121"
"north west","Public Health","2021/02/26 00:00:00","550"
"mpumalanga","Private Health","2022/04/14 00:00:00","552"
"western cape","Public Health","2021/10/28 00:00:00","23668"
"mpumalanga","Private Health","2022/03/20 00:00:00","1"
"western cape","Public Health","2021/12/20 00:00:00","4724"
"western cape","Public Health","2021/08/17 00:00:00","25443"
"north west","Public Health","2021/09/14 00:00:00","11969"
"northern cape","Private Health","2021/10/11 00:00:00","949"
"free state","Public Health","2022/01/07 00:00:00","5475"
"western cape","Private Health","2021/12/30 00:00:00","2515"
"northern cape","Public Health","2022/05/08 00:00:00","20"
"kwazulu-natal","Private Health","2022/03/03 00:00:00","3718"
"free state","Private Health","2021/03/11 00:00:00","88"
"kwazulu-natal","Public Health","2021/12/24 00:00:00","1582"
"limpopo","Private Health","2021/08/10 00:00:00","2505"
"north west","Public Health","2021/09/22 00:00:00","10570"
"western cape","Public Health","2021/05/19 00:00:00","1779"
"mpumalanga","Public Health","2021/08/21 00:00:00","3072"
"gauteng","Public Health","2021/05/03 00:00:00","948"
"free state","Public Health","2022/03/17 00:00:00","5319"
"limpopo","Private Health","2021/06/24 00:00:00","255"
"north west","Public Health","2022/04/10 00:00:00","973"
"north west","Public Health","2022/01/05 00:00:00","3496"
"free state","Public Health","2021/06/02 00:00:00","5194"
"western cape","Private Health","2021/07/25 00:00:00","719"
"kwazulu-natal","Private Health","2022/03/07 00:00:00","3123"
"free state","Public Health","2021/05/19 00:00:00","519"
"mpumalanga","Public Health","2021/04/08 00:00:00","429"
"free state","Public Health","2021/06/03 00:00:00","4930"
"limpopo","Private Health","2021/08/14 00:00:00","214"
"gauteng","Private Health","2021/12/20 00:00:00","11665"
"free state","Public Health","2021/12/06 00:00:00","7385"
"limpopo","Private Health","2022/03/05 00:00:00","653"
"northern cape","Public Health","2021/08/05 00:00:00","3835"
"northern cape","Private Health","2022/02/23 00:00:00","453"
"mpumalanga","Private Health","2021/06/06 00:00:00","1"
"limpopo","Public Health","2021/02/19 00:00:00","75"
"north west","Private Health","2022/04/23 00:00:00","195"
"north west","Private Health","2022/02/03 00:00:00","780"
"limpopo","Public Health","2022/02/13 00:00:00","155"
"north west","Public Health","2021/05/27 00:00:00","2750"
"mpumalanga","Public Health","2021/03/12 00:00:00","167"
"western cape","Public Health","2022/04/21 00:00:00","3348"
"limpopo","Private Health","2022/01/15 00:00:00","512"
"free state","Private Health","2022/02/14 00:00:00","877"
"free state","Private Health","2021/10/23 00:00:00","656"
"free state","Public Health","2021/07/19 00:00:00","11366"
"gauteng","Public Health","2021/05/11 00:00:00","2571"
"free state","Public Health","2021/08/29 00:00:00","1141"
"eastern cape","Public Health","2021/10/21 00:00:00","18248"
"western cape","Private Health","2021/03/31 00:00:00","495"
"limpopo","Public Health","2021/09/12 00:00:00","114"
"gauteng","Public Health","2022/02/25 00:00:00","16649"
"kwazulu-natal","Public Health","2022/01/25 00:00:00","10268"
"north west","Private Health","2022/01/08 00:00:00","249"
"western cape","Private Health","2021/06/28 00:00:00","3107"
"north west","Private Health","2022/04/29 00:00:00","902"
"north west","Private Health","2021/12/06 00:00:00","2235"
"northern cape","Public Health","2021/09/30 00:00:00","2132"
"northern cape","Public Health","2022/02/02 00:00:00","729"
"kwazulu-natal","Private Health","2022/01/23 00:00:00","435"
"free state","Private Health","2021/07/08 00:00:00","1200"
"eastern cape","Private Health","2021/10/12 00:00:00","3581"
"western cape","Private Health","2022/04/11 00:00:00","2467"
"north west","Private Health","2022/03/14 00:00:00","1110"
"limpopo","Public Health","2021/03/26 00:00:00","563"
"mpumalanga","Public Health","2021/10/25 00:00:00","8976"
"kwazulu-natal","Private Health","2022/01/07 00:00:00","3984"
"mpumalanga","Public Health","2021/07/24 00:00:00","1088"
"north west","Private Health","2022/03/11 00:00:00","1382"
"gauteng","Private Health","2021/12/13 00:00:00","14296"
"gauteng","Public Health","2021/03/12 00:00:00","1155"
"north west","Public Health","2021/03/12 00:00:00","211"
"mpumalanga","Public Health","2022/05/08 00:00:00","111"
"northern cape","Private Health","2021/12/16 00:00:00","65"
"north west","Private Health","2021/06/01 00:00:00","384"
"eastern cape","Public Health","2021/04/06 00:00:00","962"
"free state","Public Health","2022/03/07 00:00:00","6171"
"western cape","Public Health","2021/12/04 00:00:00","5388"
"western cape","Public Health","2022/01/25 00:00:00","7368"
"free state","Public Health","2021/10/01 00:00:00","9511"
"western cape","Private Health","2022/01/20 00:00:00","4749"
"kwazulu-natal","Public Health","2021/09/06 00:00:00","18899"
"kwazulu-natal","Private Health","2021/03/16 00:00:00","959"
"limpopo","Private Health","2021/07/27 00:00:00","3940"
"limpopo","Private Health","2021/12/07 00:00:00","2151"
"limpopo","Private Health","2022/04/02 00:00:00","374"
"eastern cape","Public Health","2021/02/19 00:00:00","233"
"gauteng","Private Health","2021/12/05 00:00:00","1785"
"eastern cape","Public Health","2021/07/29 00:00:00","21965"
"eastern cape","Private Health","2021/12/16 00:00:00","263"
"western cape","Public Health","2021/03/19 00:00:00","352"
"eastern cape","Private Health","2021/06/28 00:00:00","1430"
"eastern cape","Private Health","2021/03/23 00:00:00","251"
"limpopo","Public Health","2022/04/28 00:00:00","7453"
"northern cape","Public Health","2022/02/23 00:00:00","1082"
"northern cape","Private Health","2022/02/25 00:00:00","540"
"western cape","Public Health","2021/11/20 00:00:00","2126"
"gauteng","Public Health","2021/05/05 00:00:00","1656"
"western cape","Private Health","2021/02/20 00:00:00","733"
"mpumalanga","Private Health","2021/10/19 00:00:00","2353"
"limpopo","Public Health","2021/07/15 00:00:00","23838"
"eastern cape","Public Health","2022/03/31 00:00:00","7105"
"kwazulu-natal","Public Health","2022/03/19 00:00:00","1636"
"mpumalanga","Private Health","2022/02/12 00:00:00","208"
"free state","Public Health","2021/06/04 00:00:00","5515"
"kwazulu-natal","Public Health","2021/12/01 00:00:00","16141"
"north west","Private Health","2022/04/25 00:00:00","1023"
"eastern cape","Public Health","2021/09/23 00:00:00","16475"
"mpumalanga","Public Health","2022/04/21 00:00:00","4325"
"gauteng","Private Health","2021/12/14 00:00:00","15099"
"gauteng","Private Health","2021/08/27 00:00:00","40568"
"mpumalanga","Public Health","2022/01/06 00:00:00","4465"
"northern cape","Private Health","2021/12/04 00:00:00","301"
"limpopo","Private Health","2021/08/01 00:00:00","5"
"mpumalanga","Private Health","2021/05/13 00:00:00","1"
"gauteng","Private Health","2022/05/03 00:00:00","5473"
"kwazulu-natal","Private Health","2021/08/17 00:00:00","7267"
"kwazulu-natal","Public Health","2022/03/15 00:00:00","9373"
"north west","Public Health","2022/04/09 00:00:00","1388"
"gauteng","Private Health","2021/08/23 00:00:00","33936"
"free state","Public Health","2021/10/03 00:00:00","3274"
"north west","Public Health","2021/12/23 00:00:00","1934"
"north west","Private Health","2021/06/09 00:00:00","172"
"gauteng","Public Health","2022/04/14 00:00:00","6107"
"north west","Public Health","2022/04/30 00:00:00","935"
"north west","Private Health","2021/09/20 00:00:00","3862"
"gauteng","Private Health","2021/07/20 00:00:00","27388"
"eastern cape","Private Health","2021/03/04 00:00:00","351"
"western cape","Public Health","2021/10/26 00:00:00","23266"
"northern cape","Public Health","2021/03/29 00:00:00","204"
"north west","Public Health","2021/10/12 00:00:00","9855"
"limpopo","Public Health","2022/04/10 00:00:00","233"
"western cape","Public Health","2021/04/07 00:00:00","990"
"eastern cape","Public Health","2021/08/28 00:00:00","2372"
"north west","Private Health","2022/01/10 00:00:00","1590"
"north west","Public Health","2022/04/07 00:00:00","3948"
"limpopo","Public Health","2021/06/14 00:00:00","18271"
"free state","Public Health","2022/04/04 00:00:00","3171"
"north west","Private Health","2021/12/19 00:00:00","12"
"limpopo","Private Health","2021/08/02 00:00:00","2968"
"kwazulu-natal","Public Health","2021/10/26 00:00:00","19837"
"gauteng","Public Health","2021/06/16 00:00:00","63"
"western cape","Private Health","2022/01/22 00:00:00","1138"
"eastern cape","Private Health","2022/04/28 00:00:00","1073"
"western cape","Public Health","2021/06/13 00:00:00","1"
"eastern cape","Public Health","2021/09/30 00:00:00","11182"
"free state","Public Health","2021/02/19 00:00:00","287"
"eastern cape","Public Health","2021/10/07 00:00:00","18237"
"north west","Public Health","2022/04/12 00:00:00","3527"
"limpopo","Private Health","2021/07/17 00:00:00","290"
"limpopo","Private Health","2021/10/29 00:00:00","3284"
"mpumalanga","Public Health","2021/03/06 00:00:00","1"
"free state","Private Health","2021/03/08 00:00:00","56"
"western cape","Public Health","2021/02/28 00:00:00","902"
"kwazulu-natal","Public Health","2021/05/01 00:00:00","648"
"eastern cape","Private Health","2021/11/25 00:00:00","2500"
"western cape","Public Health","2021/03/12 00:00:00","938"
"kwazulu-natal","Private Health","2021/08/14 00:00:00","1892"
"north west","Private Health","2021/12/24 00:00:00","432"
"limpopo","Public Health","2021/11/17 00:00:00","10553"
"gauteng","Private Health","2021/09/10 00:00:00","38707"
"gauteng","Public Health","2021/06/07 00:00:00","12634"
"limpopo","Public Health","2021/05/25 00:00:00","7387"
"gauteng","Private Health","2021/08/16 00:00:00","21757"
"northern cape","Public Health","2021/02/17 00:00:00","20"
"northern cape","Private Health","2021/12/13 00:00:00","551"
"limpopo","Private Health","2021/03/02 00:00:00","1"
"limpopo","Public Health","2021/10/20 00:00:00","26108"
"northern cape","Private Health","2021/03/05 00:00:00","20"
"kwazulu-natal","Private Health","2022/03/10 00:00:00","2738"
"northern cape","Public Health","2021/02/20 00:00:00","89"
"eastern cape","Public Health","2021/06/10 00:00:00","7610"
"free state","Private Health","2021/10/28 00:00:00","2504"
"gauteng","Private Health","2021/09/25 00:00:00","6388"
"free state","Public Health","2021/10/08 00:00:00","9912"
"free state","Private Health","2021/12/06 00:00:00","1956"
"north west","Private Health","2021/03/09 00:00:00","150"
"free state","Public Health","2022/02/06 00:00:00","1"
"kwazulu-natal","Public Health","2022/03/17 00:00:00","10488"
"eastern cape","Private Health","2022/05/13 00:00:00","973"
"northern cape","Public Health","2022/02/08 00:00:00","669"
"free state","Public Health","2021/08/04 00:00:00","8313"
"north west","Private Health","2022/05/08 00:00:00","1"
"kwazulu-natal","Private Health","2021/08/18 00:00:00","7942"
"free state","Private Health","2021/06/25 00:00:00","578"
"northern cape","Public Health","2021/12/29 00:00:00","428"
"north west","Private Health","2022/04/17 00:00:00","13"
"north west","Public Health","2021/10/31 00:00:00","4167"
"mpumalanga","Public Health","2021/02/17 00:00:00","1"
"kwazulu-natal","Public Health","2022/05/09 00:00:00","7891"
"north west","Private Health","2021/12/23 00:00:00","776"
"northern cape","Private Health","2021/10/16 00:00:00","402"
"northern cape","Public Health","2021/09/21 00:00:00","3754"
"eastern cape","Private Health","2022/03/19 00:00:00","582"
"mpumalanga","Public Health","2021/07/09 00:00:00","6823"
"eastern cape","Public Health","2021/05/07 00:00:00","1841"
"limpopo","Private Health","2021/08/07 00:00:00","96"
"north west","Public Health","2022/01/25 00:00:00","4101"
"northern cape","Private Health","2021/08/04 00:00:00","689"
"north west","Public Health","2021/11/21 00:00:00","3316"
"limpopo","Public Health","2021/03/11 00:00:00","461"
"northern cape","Private Health","2022/03/25 00:00:00","533"
"free state","Public Health","2021/11/21 00:00:00","159"
"eastern cape","Public Health","2021/08/25 00:00:00","34012"
"limpopo","Public Health","2021/10/25 00:00:00","20125"
"limpopo","Public Health","2022/03/15 00:00:00","6752"
"gauteng","Public Health","2021/08/22 00:00:00","2986"
"western cape","Public Health","2021/09/30 00:00:00","18491"
"limpopo","Public Health","2021/10/18 00:00:00","17706"
"eastern cape","Private Health","2021/03/12 00:00:00","99"
"western cape","Private Health","2022/02/06 00:00:00","121"
"free state","Private Health","2022/02/10 00:00:00","680"
"north west","Public Health","2022/02/18 00:00:00","3894"
"northern cape","Public Health","2022/04/28 00:00:00","1123"
"north west","Private Health","2021/12/01 00:00:00","2621"
"free state","Private Health","2021/12/04 00:00:00","313"
"mpumalanga","Public Health","2021/05/08 00:00:00","31"
"gauteng","Public Health","2021/11/22 00:00:00","21550"
"kwazulu-natal","Public Health","2021/06/20 00:00:00","902"
"free state","Private Health","2021/07/06 00:00:00","1030"
"eastern cape","Public Health","2021/10/15 00:00:00","15242"
"limpopo","Public Health","2022/04/24 00:00:00","33"
"mpumalanga","Private Health","2021/07/09 00:00:00","1109"
"kwazulu-natal","Public Health","2022/02/18 00:00:00","9657"
"mpumalanga","Public Health","2022/01/28 00:00:00","4041"
"north west","Private Health","2022/03/16 00:00:00","1111"
"kwazulu-natal","Private Health","2021/07/28 00:00:00","6742"
"western cape","Private Health","2021/06/06 00:00:00","64"
"mpumalanga","Public Health","2021/11/16 00:00:00","5979"
"northern cape","Public Health","2021/05/05 00:00:00","141"
"free state","Public Health","2022/04/18 00:00:00","28"
"northern cape","Private Health","2021/05/20 00:00:00","23"
"western cape","Private Health","2022/02/08 00:00:00","4251"
"north west","Private Health","2022/01/16 00:00:00","10"
"kwazulu-natal","Private Health","2022/01/18 00:00:00","3188"
"kwazulu-natal","Public Health","2022/05/08 00:00:00","568"
"north west","Public Health","2022/02/02 00:00:00","3948"
"limpopo","Private Health","2022/02/16 00:00:00","1074"
"free state","Public Health","2022/01/23 00:00:00","48"
"free state","Public Health","2021/08/10 00:00:00","7667"
"mpumalanga","Public Health","2021/07/13 00:00:00","8066"
"north west","Private Health","2022/02/06 00:00:00","9"
"mpumalanga","Public Health","2022/01/08 00:00:00","1698"
"gauteng","Public Health","2021/03/04 00:00:00","1631"
"free state","Private Health","2022/01/20 00:00:00","968"
"western cape","Private Health","2021/07/24 00:00:00","2415"
"mpumalanga","Private Health","2021/09/21 00:00:00","2818"
"gauteng","Private Health","2022/01/19 00:00:00","10698"
"gauteng","Public Health","2021/10/18 00:00:00","30259"
"free state","Public Health","2022/01/06 00:00:00","5292"
"kwazulu-natal","Public Health","2022/04/16 00:00:00","324"
"free state","Public Health","2021/07/02 00:00:00","7024"
"kwazulu-natal","Public Health","2021/03/24 00:00:00","1881"
"western cape","Public Health","2021/07/09 00:00:00","21752"
"north west","Private Health","2022/04/27 00:00:00","217"
"western cape","Public Health","2021/12/02 00:00:00","14826"
"free state","Private Health","2022/04/09 00:00:00","197"
"eastern cape","Private Health","2021/06/23 00:00:00","1240"
"gauteng","Public Health","2022/05/02 00:00:00","859"
"western cape","Private Health","2021/12/07 00:00:00","7188"
"western cape","Public Health","2022/02/20 00:00:00","15"
"northern cape","Private Health","2022/01/09 00:00:00","49"
"gauteng","Public Health","2021/09/25 00:00:00","4262"
"limpopo","Private Health","2021/07/11 00:00:00","8"
"north west","Public Health","2022/02/23 00:00:00","4573"
"gauteng","Public Health","2021/03/11 00:00:00","1330"
"western cape","Private Health","2021/10/03 00:00:00","2231"
"western cape","Public Health","2021/02/17 00:00:00","60"
"gauteng","Public Health","2021/11/24 00:00:00","25521"
"kwazulu-natal","Private Health","2022/03/28 00:00:00","2361"
"free state","Private Health","2022/04/16 00:00:00","147"
"north west","Public Health","2022/04/18 00:00:00","1082"
"kwazulu-natal","Private Health","2021/06/22 00:00:00","2072"
"mpumalanga","Public Health","2021/07/12 00:00:00","8513"
"gauteng","Private Health","2021/08/15 00:00:00","4066"
"kwazulu-natal","Public Health","2021/10/04 00:00:00","15648"
"gauteng","Public Health","2021/06/28 00:00:00","20202"
"kwazulu-natal","Private Health","2022/01/31 00:00:00","3002"
"western cape","Private Health","2021/05/05 00:00:00","564"
"kwazulu-natal","Private Health","2022/02/27 00:00:00","337"
"eastern cape","Public Health","2021/10/27 00:00:00","18252"
"northern cape","Private Health","2022/03/11 00:00:00","437"
"eastern cape","Public Health","2022/01/26 00:00:00","6564"
"eastern cape","Public Health","2021/09/26 00:00:00","784"
"limpopo","Private Health","2021/06/30 00:00:00","244"
"northern cape","Public Health","2022/01/22 00:00:00","1"
"mpumalanga","Private Health","2022/03/24 00:00:00","835"
"western cape","Public Health","2022/04/17 00:00:00","9"
"gauteng","Public Health","2021/03/10 00:00:00","2134"
"western cape","Public Health","2021/10/21 00:00:00","24937"
"eastern cape","Private Health","2021/06/12 00:00:00","74"
"eastern cape","Public Health","2022/01/22 00:00:00","399"
"north west","Private Health","2021/09/27 00:00:00","4650"
"free state","Private Health","2022/04/15 00:00:00","19"
"gauteng","Public Health","2021/10/17 00:00:00","3069"
"kwazulu-natal","Public Health","2022/02/07 00:00:00","8017"
"mpumalanga","Public Health","2021/09/07 00:00:00","14105"
"limpopo","Public Health","2022/05/16 00:00:00","6492"
"gauteng","Private Health","2021/08/11 00:00:00","21658"
"kwazulu-natal","Public Health","2022/04/03 00:00:00","588"
"gauteng","Private Health","2021/05/03 00:00:00","1836"
"mpumalanga","Public Health","2021/08/29 00:00:00","204"
"northern cape","Public Health","2021/10/17 00:00:00","299"
"eastern cape","Private Health","2021/06/11 00:00:00","1279"
"western cape","Public Health","2021/07/27 00:00:00","23788"
"north west","Public Health","2021/08/31 00:00:00","10182"
"northern cape","Private Health","2022/04/03 00:00:00","13"
"northern cape","Public Health","2022/01/13 00:00:00","1655"
"western cape","Private Health","2021/12/17 00:00:00","4717"
"kwazulu-natal","Public Health","2021/08/19 00:00:00","22737"
"limpopo","Public Health","2021/03/12 00:00:00","610"
"kwazulu-natal","Public Health","2021/10/21 00:00:00","19965"
"northern cape","Private Health","2021/12/22 00:00:00","319"
"north west","Private Health","2021/07/28 00:00:00","2715"
"northern cape","Private Health","2022/03/23 00:00:00","305"
"eastern cape","Private Health","2021/12/28 00:00:00","1303"
"north west","Public Health","2021/08/11 00:00:00","6020"
"northern cape","Private Health","2021/12/20 00:00:00","267"
"limpopo","Private Health","2021/09/03 00:00:00","4402"
"limpopo","Public Health","2022/04/01 00:00:00","4411"
"western cape","Private Health","2021/10/20 00:00:00","8929"
"limpopo","Private Health","2021/11/14 00:00:00","152"
"gauteng","Private Health","2021/11/28 00:00:00","1697"
"eastern cape","Private Health","2021/08/22 00:00:00","8"
"eastern cape","Public Health","2021/10/02 00:00:00","7669"
"western cape","Private Health","2022/04/27 00:00:00","281"
"eastern cape","Public Health","2021/05/19 00:00:00","5195"
"north west","Private Health","2021/06/26 00:00:00","86"
"mpumalanga","Private Health","2021/04/13 00:00:00","44"
"kwazulu-natal","Private Health","2021/10/15 00:00:00","9243"
"gauteng","Public Health","2021/07/23 00:00:00","36719"
